sf_ppo_return,benchmark_return
-0.022746274,0.002342105
-0.012148886,0.00088620186
0.03230133,-0.0017704368
-0.005780911,0.016326785
0.024081012,0.00081539154
0.009199343,0.012730122
-0.0007537895,0.0044841766
-0.011304542,0.0070643425
0.0071255984,-0.005027294
-0.023120709,0.0005508661
-0.029586663,-0.008597314
-0.0012456219,-0.019080102
0.002104944,-0.004658282
0.018657124,0.0018122196
-0.052091904,0.009783387
-0.016128639,-0.030289173
-0.011484543,-0.005712211
-0.0129166115,-0.00959909
-0.020010091,-0.008821368
-0.013981179,0.004633069
-0.008048747,-0.010676503
0.01630938,-0.005528331
0.010367483,0.01399827
0.018742768,0.0061187744
0.007116151,0.011870861
-0.05989128,0.007142067
0.0026212705,-0.03941679
-0.013149963,0.00096833706
0.0057008755,-0.005565107
0.0080082165,-0.004502356
-0.011423839,0.00639987
-0.010365774,-0.010104835
-0.015237739,-0.017014503
-0.010132068,-0.0035482645
-0.010605249,-0.01616764
0.0015552953,-0.011138737
0.01760697,-0.0042999387
-0.02555613,0.01883471
-0.013624479,-0.015433729
0.028197497,-0.017111719
0.036291476,0.026644588
0.0009293649,0.027989268
-0.010199295,-0.0014002919
-0.043140862,-0.011459708
-0.01206739,-0.021056294
-0.0024328118,-0.0032054186
-0.0014630369,0.0012433529
0.033984773,-0.0009692311
-0.030329907,0.028341174
0.038478743,-0.013445675
0.01095261,0.018592715
-0.0025902784,0.011196613
0.0036407488,-0.0032758117
0.025839226,-0.0029654503
0.013282787,0.024691105
0.022987783,0.013417721
-0.018689234,0.010702372
0.0065741357,7.43866e-05
0.032884568,0.006098509
-0.013292324,0.025864363
-0.0049907817,-0.003921032
-0.024019295,-0.0024363995
-0.0034975556,-0.015479028
0.025094569,-0.004557371
0.013189453,0.012561083
0.015199405,0.013078332
-0.029665545,0.010169268
0.07949724,-0.019507587
0.0121038705,0.036951303
-0.0035251,0.0009635687
0.007405123,-0.0062569976
-0.016561791,0.0016764402
-0.0042106733,-0.0011637211
-0.004453007,-0.00022375584
-0.003714196,0.005943179
0.022332197,-0.0013456345
0.012266987,0.0118047
-0.0047795535,0.0028141737
-0.01589297,0.004473686
-0.0064597167,-0.014486551
0.047624227,9.071827e-05
-0.0028322744,0.021777987
-0.006990462,-0.005630493
-0.017666906,0.0010137558
-0.019703353,-0.014022052
0.0014088154,-0.010332584
0.026873067,4.708767e-05
-0.009288661,0.0054633617
0.019514056,-0.00902921
0.013769392,0.015789509
-0.0090490375,0.0030466318
-0.031074416,-0.0041716695
-0.013817905,-0.02249676
-0.010929531,-0.008486092
-0.0017245025,-0.0049489737
0.016585601,0.0028146505
-0.032605063,0.016034842
-0.0005231708,-0.010456204
-0.025791494,0.005342245
-0.009132976,0.0011333227
0.023495857,-0.011005759
-0.00077714387,0.010496855
-0.006369023,-0.0022140145
0.008809372,-0.00032818317
-0.017926602,0.0040256977
0.030257521,-0.010210216
0.016737409,0.021273255
0.011720142,-0.0033589005
0.009524924,0.0055627823
0.013421272,0.007978559
0.0136784185,0.006386161
0.012854553,0.0032945871
-0.019808566,-0.011420667
-0.01707038,-0.018103063
0.033098005,-0.00758034
0.030947821,0.010014653
0.00030991633,0.007612467
0.0013403995,0.0031044483
0.016869623,0.00029289722
0.009709627,0.0060920715
-0.026120529,0.0008444786
0.012985603,-0.0076810718
0.025508067,0.010942459
0.021623434,0.00020301342
-0.01639522,-0.0011445284
-0.0012638364,-0.003756702
0.02576559,-0.0010313988
-0.0064409235,0.007838964
-0.002273527,-0.00608021
-0.014872239,-0.0073384643
0.019298756,0.0050264597
0.016790595,0.011121035
-0.0021440245,-0.0045745373
-0.02173069,0.0011376143
-0.006590896,-0.012634754
-0.022522852,0.0038532019
0.00090934936,-0.020608008
0.04946388,-0.002550602
-0.013918157,0.0032930374
0.0056714206,-0.01016438
-0.0064475243,0.0021990538
-0.008042335,-0.007065892
0.01888638,0.00015735626
0.01649953,0.010462642
-0.0013737296,0.011738062
-0.01240513,0.00121212
0.010122234,-0.017198801
-0.02167886,-0.0017671585
-0.008912489,-0.016572118
0.004775444,-0.010702848
0.026654365,-0.0028361082
0.002514661,0.0105679035
0.03026805,-0.008733511
-0.006970118,0.011670113
0.006336196,-0.011925936
0.009205034,0.012008071
-0.005503525,0.0098006725
0.013365155,-0.016292393
-0.0007140046,0.0023459196
-0.001164844,0.0041202307
-0.0016802907,0.0060349703
0.015246194,-0.0011664629
0.008516145,0.009981751
0.011743835,0.0043227673
0.004660358,0.012633324
-0.0058831233,0.009827495
-0.007150709,-0.005915582
0.005351856,0.0024051666
0.004694707,7.677078e-05
-0.009013859,0.0030231476
-0.008430217,0.0029258728
0.012007685,-0.0011366606
0.007589357,0.011388779
0.0050834413,-0.0042087436
0.008948118,0.0029720068
0.004343737,-0.000310421
-0.013417572,-0.002343297
0.00232566,-0.003256619
-0.0026957134,0.00066125393
-0.017935041,0.001965046
0.011471698,-0.010171711
0.018735548,-0.0068282485
0.0076338067,0.015743494
0.013728121,0.008041143
-0.010838701,-0.0013625622
-0.010856009,-0.010782659
-0.0041061654,-0.008024275
0.025320316,-0.008574188
0.0043251505,0.01650095
-0.0074950145,-0.0016537309
0.009334495,-0.001691997
-0.005911361,-0.000908196
-0.0055520437,-0.0066152215
0.00857452,-0.0002669096
0.0010527147,0.0014408827
0.016965814,-0.010089219
0.0218396,0.012378097
-0.0052256593,0.0034451485
-0.0037503652,-0.0032586455
-0.011962222,-0.0041897893
-0.0034890953,-0.0069417357
0.08223836,-0.007732153
0.01603799,-0.0010753274
0.011192823,0.010031819
-0.019233234,-0.0015277863
0.01804187,-0.0040708184
0.00539435,0.0046584606
-0.0020563377,0.021208644
-0.007218367,-0.005920768
-0.018344909,0.0003105402
0.015177298,0.0027325153
0.0039422433,0.005007863
0.009622071,0.0012760162
0.015475061,0.005595207
0.016331386,0.0042797327
0.00870152,-0.0068044066
-0.001959036,0.01261735
0.007448204,-0.00316602
-0.009491646,-0.007150352
0.006527052,-0.0030055642
-0.011260247,-0.00014162064
-0.017726129,-0.006459594
0.0144401165,-0.0003771186
-0.0056373673,0.006288886
0.0017444597,-0.002183497
0.020577524,0.007968664
-0.00012645284,0.008357525
-0.0008682544,0.0003157854
-0.006661604,-0.0037720203
-0.001818906,-0.010685146
-1.4900166e-05,-0.0055238605
0.005585908,0.006210804
0.01654446,0.009339452
0.020371364,0.0025103092
-0.002654885,0.0013890266
0.009045559,0.0033112764
0.0127232475,0.0022115707
-0.000744955,0.010599256
-0.013132895,0.0031266212
-0.009297529,0.0046766996
0.0028005359,7.1287155e-05
0.00851251,0.0052102804
-0.006221231,0.00075769424
-0.0028035399,0.0023152828
0.011871202,-0.006683588
-0.0009184199,0.005004406
-0.005489046,0.002826929
-0.024076056,0.0020008087
0.0005220143,-0.009771347
0.0049034,-0.001888454
0.012518209,-0.0042670965
-0.0071842745,0.011621237
-0.021606015,-0.0044721365
0.0002845214,-0.005412221
-0.009840461,0.0015029907
0.026949938,0.002992034
-0.0033024382,0.00074350834
-0.007447267,-0.010231197
-0.005962467,-0.0051693916
-0.0005000318,-0.008367717
0.031693753,0.0007493496
-0.013389683,-0.0010715127
0.01846997,-0.0050738454
-0.008107267,0.005370617
-0.0029879073,-0.010836244
0.0073136957,0.0072574615
0.02032464,0.0062037706
0.0047080955,0.008469105
0.0005297394,0.0010778904
-0.0036648775,-0.004824519
-0.0034578694,0.0033351183
-0.016625626,-0.0056186914
-0.0045707035,-0.0057380795
0.0005173737,0.001670599
0.0024199872,0.0021988153
-0.005359073,0.002519846
0.0046283524,-0.00051152706
0.007568217,-0.0020336509
-0.021458998,0.0095899105
0.0024543195,-0.008275449
-0.0034605204,0.00017511845
-0.0138594955,-0.0030779243
-0.018750714,-0.0022264123
0.001921168,-0.010756314
0.005661857,-0.0031282902
-0.011353535,0.0012671947
0.0022166842,-0.0114094615
0.0076188445,-0.0020408034
0.00026102553,0.0034595728
0.009674574,-0.0047180653
-0.02022904,-0.002212882
0.010814051,-0.012890518
0.004210657,0.0038534403
0.015923945,-0.00030124187
0.000732402,0.00869596
0.0040019695,0.0058989525
0.014211473,0.004006982
-0.0016202006,0.001943469
-0.011831528,-0.0051392317
0.010710815,0.0011640787
-0.016584184,0.009333134
-0.018410636,0.00038576126
-0.0012720563,-0.0097821355
-0.0115008075,-0.0074530244
0.009685534,-0.00858587
0.009805159,-0.0057617426
-0.01857358,0.0062232018
-0.018924765,-0.0031818151
-0.0005974418,-0.007616818
0.015467948,-0.011185586
-0.0016720564,0.015774488
0.02063583,0.0037629604
0.018695237,0.0067076683
0.015837194,0.016964912
0.010201122,0.0065675974
0.004892319,0.0010139942
0.00563664,0.0016641617
-0.003937462,-0.0011809468
0.018971978,-0.006458938
0.0010491045,0.011541367
0.016122926,0.0015975237
-0.0054508396,0.014264941
0.009365205,0.0046948195
-0.0029589725,-0.0013072491
0.0138087645,5.185604e-05
-0.0066972454,0.005830407
-0.004152679,-0.0017851591
-0.0057357214,0.0052651167
0.0028216143,0.0033203363
-0.0013962805,-0.0016015768
0.0026475317,0.0023635626
0.00039380556,0.00037956238
0.005078697,0.014689922
-0.011888403,0.008194804
0.010788533,-0.0011327863
-0.011628953,-0.0022064447
0.009886738,-0.0019413233
0.0075533693,0.0017459393
-0.0037810702,0.0036129951
0.0125075355,0.0043329
0.011032199,0.0047523975
-0.0033629534,0.014005661
0.005834179,0.004262924
0.012248233,0.0015251637
-0.000231574,2.3007393e-05
-0.016591765,0.006752372
0.012714941,-0.012671649
0.0011319551,0.00869298
0.0042200545,-0.0004914403
0.0031424563,0.0042625666
0.002954718,0.0029615164
-0.00092642166,0.0014228821
-0.008912638,-0.0005452633
-0.006562535,0.0006766319
0.0015047286,-0.0075526237
0.006672974,0.00027108192
0.031525634,0.00068831444
0.0050043818,0.00578928
0.012240411,-0.004188955
0.0042114384,0.00454545
0.00070000027,0.00040555
0.0057790545,-0.0031300783
-0.0030525315,-0.00616765
0.012972662,-0.0025280118
0.022895852,0.0054186583
0.0011399367,0.01054728
0.0019221551,0.003644824
0.0074124387,-0.0025356412
0.006109632,-0.002613306
-0.0046429974,0.0064206123
0.012652176,0.0015847683
0.0027104483,0.0058783293
-0.016646318,0.0034919977
0.018930096,-0.008240938
0.022006493,0.009686351
0.0098954635,0.0034937859
-0.006641253,-0.007096231
0.008387777,0.0036799908
-0.0017609124,0.004049659
0.013087316,0.0012661219
-0.00096482795,-0.001410842
-0.009604588,0.003250122
0.012643814,-0.013522267
-0.0018620945,0.0039589405
-0.0035560306,0.0090789795
-0.015780007,-0.003743112
-0.008007682,-0.0016616583
0.06427451,0.0012559891
0.002423191,0.011832237
-0.000797082,0.0015977621
-0.0051017073,-0.0015920997
-0.0048870323,-0.0024781823
0.009583674,-0.00060015917
0.01635284,0.0012162924
0.008537811,0.0023332834
-0.006877656,-0.002495706
0.0124927275,-0.010378003
0.015553043,0.0019659996
-0.017883401,0.003370285
-0.006399681,-0.0017699599
0.028838763,0.0012129545
-0.007383847,0.006082773
-0.011303358,0.0009698868
-0.0057619396,-0.0035258532
0.005392133,-0.0049064755
0.009247655,0.001954317
0.010675305,0.008257985
0.0045660567,0.01026237
