sf_ppo_return,benchmark_return
-0.0020116281,0.002342105
-0.0018837949,0.00088620186
0.01309944,-0.0017704368
0.00032836513,0.016326785
0.014633869,0.00081539154
0.0050692083,0.012730122
0.0068134945,0.0044841766
-0.0010360102,0.0070643425
0.004369184,-0.005027294
-0.0063894335,0.0005508661
-0.017048592,-0.008597314
-0.0033894612,-0.019080102
0.0001945495,-0.004658282
0.008823719,0.0018122196
-0.027589314,0.009783387
-0.0070517,-0.030289173
-0.007973612,-0.005712211
-0.01015765,-0.00959909
0.0040688794,-0.008821368
-0.0111690005,0.004633069
-0.004017012,-0.010676503
0.014212792,-0.005528331
0.0046253838,0.01399827
0.009025457,0.0061187744
0.00858187,0.011870861
-0.034437202,0.007142067
0.005554981,-0.03941679
-0.008392481,0.00096833706
0.0014986633,-0.005565107
0.0055678384,-0.004502356
-0.010299025,0.00639987
-0.0130818095,-0.010104835
-0.0012033462,-0.017014503
-0.015267315,-0.0035482645
-0.010238478,-0.01616764
-0.008772337,-0.011138737
0.014263883,-0.0042999387
-0.012937627,0.01883471
-0.0228716,-0.015433729
0.02217096,-0.017111719
0.021802228,0.026644588
-0.00020540724,0.027989268
-0.015538485,-0.0014002919
-0.019112429,-0.011459708
-0.00048732068,-0.021056294
0.003680931,-0.0032054186
0.0010226509,0.0012433529
0.0255339,-0.0009692311
-0.016603103,0.028341174
0.019380711,-0.013445675
0.010235723,0.018592715
-0.0044580395,0.011196613
0.00061350025,-0.0032758117
0.019004492,-0.0029654503
0.015887909,0.024691105
0.015395833,0.013417721
0.005101607,0.010702372
0.003886183,7.43866e-05
0.023826066,0.006098509
-0.0056355037,0.025864363
-0.0026380033,-0.003921032
-0.013758579,-0.0024363995
-0.0038911402,-0.015479028
0.01791104,-0.004557371
0.0069250134,0.012561083
0.008991992,0.013078332
-0.01385453,0.010169268
0.03514118,-0.019507587
0.0036381327,0.036951303
-0.0011606686,0.0009635687
0.0020149394,-0.0062569976
-0.0014827002,0.0016764402
0.004824484,-0.0011637211
0.00799277,-0.00022375584
0.0025772916,0.005943179
0.012537692,-0.0013456345
0.0029130203,0.0118047
0.0012491818,0.0028141737
-0.0074831937,0.004473686
0.0013190821,-0.014486551
0.023053795,9.071827e-05
0.00069270213,0.021777987
0.0018420615,-0.005630493
-0.010850732,0.0010137558
-0.0072918166,-0.014022052
0.0024449748,-0.010332584
0.0092350235,4.708767e-05
-0.011376323,0.0054633617
0.013943727,-0.00902921
0.006329736,0.015789509
-0.003091556,0.0030466318
-0.023331814,-0.0041716695
-0.011777116,-0.02249676
-0.0047541163,-0.008486092
0.0038729366,-0.0049489737
0.021419646,0.0028146505
-0.008420178,0.016034842
0.0054024714,-0.010456204
0.00031101474,0.005342245
-0.012028623,0.0011333227
0.008834594,-0.011005759
-0.0019901327,0.010496855
-0.0024924937,-0.0022140145
0.004097079,-0.00032818317
-0.008255154,0.0040256977
0.019716803,-0.010210216
-0.007199846,0.021273255
0.0032566544,-0.0033589005
0.0045855097,0.0055627823
0.0010556272,0.007978559
0.0046922546,0.006386161
-0.0035310097,0.0032945871
-0.023115268,-0.011420667
-0.003948896,-0.018103063
0.010018258,-0.00758034
0.0074567725,0.010014653
-0.0001874695,0.007612467
0.0012366782,0.0031044483
-0.004705812,0.00029289722
