sf_ppo_return,benchmark_return
-0.003927169,0.002342105
0.0030723927,0.00088620186
0.012061738,-0.0017704368
-1.2675646e-06,0.016326785
0.006914779,0.00081539154
0.0029134694,0.012730122
0.006051265,0.0044841766
-0.003170322,0.0070643425
0.0058291317,-0.005027294
-0.006923455,0.0005508661
-0.013861986,-0.008597314
0.004545439,-0.019080102
0.004196034,-0.004658282
0.0111352615,0.0018122196
-0.022624323,0.009783387
-0.0030540174,-0.030289173
-0.011238716,-0.005712211
-0.009785542,-0.00959909
-0.0017558562,-0.008821368
-0.007504041,0.004633069
-0.0016916826,-0.010676503
0.011179906,-0.005528331
0.0040877676,0.01399827
0.010523465,0.0061187744
0.006261568,0.011870861
-0.034810506,0.007142067
0.010499518,-0.03941679
-0.008059111,0.00096833706
-0.007179405,-0.005565107
0.004921253,-0.004502356
-0.0044181165,0.00639987
-0.012283831,-0.010104835
-0.0050737853,-0.017014503
-0.024839483,-0.0035482645
-0.015360488,-0.01616764
-0.010978206,-0.011138737
0.019499972,-0.0042999387
-0.015580637,0.01883471
-0.013305787,-0.015433729
0.02615292,-0.017111719
0.023052061,0.026644588
-0.004702149,0.027989268
-0.009894359,-0.0014002919
-0.013913412,-0.011459708
-0.004038926,-0.021056294
0.0030533175,-0.0032054186
0.0048021977,0.0012433529
0.025976522,-0.0009692311
-0.015120215,0.028341174
0.016558578,-0.013445675
0.01127364,0.018592715
0.0010121599,0.011196613
-0.0045279786,-0.0032758117
0.018927222,-0.0029654503
0.0155933155,0.024691105
0.01689926,0.013417721
5.2361127e-05,0.010702372
0.0055806395,7.43866e-05
0.019976143,0.006098509
-0.007884653,0.025864363
0.0006523237,-0.003921032
-0.012515201,-0.0024363995
0.0049795294,-0.015479028
0.013954221,-0.004557371
0.011021823,0.012561083
0.008085588,0.013078332
-0.018996773,0.010169268
0.034375936,-0.019507587
0.005753643,0.036951303
-0.0051833647,0.0009635687
0.002459356,-0.0062569976
-0.005033395,0.0016764402
0.0018015906,-0.0011637211
0.004448403,-0.00022375584
0.0034582592,0.005943179
0.009792476,-0.0013456345
0.0016580857,0.0118047
0.0013784969,0.0028141737
-0.012253891,0.004473686
0.0041384185,-0.014486551
0.020317093,9.071827e-05
-0.0017103195,0.021777987
0.0041850996,-0.005630493
-0.01200312,0.0010137558
-0.011565383,-0.014022052
0.0013137073,-0.010332584
0.0058946684,4.708767e-05
-0.012972283,0.0054633617
0.014468527,-0.00902921
0.005441719,0.015789509
-0.0029246598,0.0030466318
-0.016169483,-0.0041716695
-0.007979397,-0.02249676
0.00092718075,-0.008486092
0.004857326,-0.0049489737
0.015475994,0.0028146505
-0.012516163,0.016034842
0.0102591645,-0.010456204
0.0037303267,0.005342245
-0.00993753,0.0011333227
0.007857889,-0.011005759
-0.00015879261,0.010496855
-0.007345937,-0.0022140145
0.0055917036,-0.00032818317
-0.002920877,0.0040256977
0.019564366,-0.010210216
-0.010970008,0.021273255
-0.0002877955,-0.0033589005
0.0002658597,0.0055627823
-0.00022103476,0.007978559
0.0044577313,0.006386161
0.0013961012,0.0032945871
-0.022728946,-0.011420667
-0.0038993072,-0.018103063
0.0077340463,-0.00758034
0.004271594,0.010014653
0.0040405313,0.007612467
0.0012468195,0.0031044483
0.008349496,0.00029289722
-0.0050300285,0.0060920715
-0.010774832,0.0008444786
0.00824948,-0.0076810718
-0.0017281554,0.010942459
-0.009793368,0.00020301342
-0.0018452327,-0.0011445284
0.00032207186,-0.003756702
0.01003462,-0.0010313988
-0.009134438,0.007838964
-0.0056173867,-0.00608021
0.005770775,-0.0073384643
0.009365183,0.0050264597
-0.003282782,0.011121035
-0.0038290457,-0.0045745373
-0.012411031,0.0011376143
0.004468248,-0.012634754
-0.012102648,0.0038532019
-0.00022169724,-0.020608008
0.006236744,-0.002550602
-0.0074642575,0.0032930374
0.0017217083,-0.01016438
-0.005872558,0.0021990538
-0.00096114306,-0.007065892
0.008177675,0.00015735626
0.008056646,0.010462642
0.0061493223,0.011738062
-0.013031887,0.00121212
-0.002030302,-0.017198801
-0.016000181,-0.0017671585
-0.002158844,-0.016572118
0.0013511332,-0.010702848
0.010810613,-0.0028361082
-0.012226789,0.0105679035
0.007659496,-0.008733511
-0.010913496,0.011670113
0.012689329,-0.011925936
0.007979603,0.012008071
-0.014172857,0.0098006725
-0.00088692113,-0.016292393
0.008708687,0.0023459196
0.00900736,0.0041202307
0.002828468,0.0060349703
0.009653131,-0.0011664629
0.0033870847,0.009981751
0.006334384,0.0043227673
0.013344891,0.012633324
-0.0025603015,0.009827495
0.007716953,-0.005915582
-0.002532121,0.0024051666
-0.0005262354,7.677078e-05
0.0011045368,0.0030231476
-0.00081788574,0.0029258728
0.009583263,-0.0011366606
-0.00064812734,0.011388779
0.002316624,-0.0042087436
-1.0079716e-06,0.0029720068
0.0022322563,-0.000310421
-0.0011059924,-0.002343297
-3.593617e-05,-0.003256619
0.0021787393,0.00066125393
-0.007716991,0.001965046
-0.008792084,-0.010171711
0.0070396513,-0.0068282485
0.0067605483,0.015743494
-0.0011397753,0.008041143
-0.013987846,-0.0013625622
-0.011841724,-0.010782659
-0.004468769,-0.008024275
0.013093454,-0.008574188
-0.0020534107,0.01650095
-0.003277284,-0.0016537309
-0.0031984714,-0.001691997
8.2151215e-05,-0.000908196
0.00090452406,-0.0066152215
0.0017308793,-0.0002669096
-0.011850297,0.0014408827
0.008566614,-0.010089219
-0.0010076003,0.012378097
0.00065106293,0.0034451485
-0.012103044,-0.0032586455
0.0012082085,-0.0041897893
-0.0065494357,-0.0069417357
-0.004170608,-0.007732153
0.0034741536,-0.0010753274
-0.0026651176,0.010031819
-0.0042862426,-0.0015277863
0.0071772086,-0.0040708184
0.021168986,0.0046584606
-0.0046427683,0.021208644
-0.00201541,-0.005920768
0.0067168195,0.0003105402
