sf_ppo_return,benchmark_return
-0.0011603473,-0.0026112199
0.002001441,0.002342105
-0.005143714,0.00088620186
0.021181956,-0.0017704368
0.0028169814,0.016326785
0.015225546,0.00081539154
0.0070110364,0.012730122
0.010694357,0.0044841766
-0.0054367697,0.0070643425
4.2347296e-05,-0.005027294
-0.00960772,0.0005508661
-0.018566517,-0.008597314
-0.0048629846,-0.019080102
0.0007243767,-0.004658282
0.012410965,0.0018122196
-0.03234934,0.009783387
-0.0062925196,-0.030289173
-0.009423552,-0.005712211
-0.009551448,-0.00959909
0.006484435,-0.008821368
-0.011209226,0.004633069
-0.0064023472,-0.010676503
0.018264873,-0.005528331
0.0042588273,0.01399827
0.011057193,0.0061187744
0.009376845,0.011870861
-0.041502386,0.007142067
-0.00031765495,-0.03941679
-0.008760584,0.00096833706
-0.0018449827,-0.005565107
0.008765458,-0.004502356
-0.0108372485,0.00639987
-0.017059468,-0.010104835
-0.006650516,-0.017014503
-0.008953701,-0.0035482645
-0.009029471,-0.01616764
-0.0036706598,-0.011138737
0.018496338,-0.0042999387
-0.01807046,0.01883471
-0.015212191,-0.015433729
0.026563417,-0.017111719
0.026256626,0.026644588
-0.004092065,0.027989268
-0.009833598,-0.0014002919
-0.02497873,-0.011459708
-0.0020092346,-0.021056294
0.0015041649,-0.0032054186
-0.0025093085,0.0012433529
0.0226158,-0.0009692311
-0.018732883,0.028341174
0.022297576,-0.013445675
0.011758066,0.018592715
-0.0038043302,0.011196613
-0.010521429,-0.0032758117
0.029234588,-0.0029654503
0.0154914325,0.024691105
0.01400392,0.013417721
0.00068923016,0.010702372
0.0065093935,7.43866e-05
0.026297556,0.006098509
-0.005521706,0.025864363
-0.0049550813,-0.003921032
-0.021658735,-0.0024363995
-0.005156302,-0.015479028
0.010771734,-0.004557371
0.01016594,0.012561083
0.005245127,0.013078332
-0.023600033,0.010169268
0.04902991,-0.019507587
0.0035549174,0.036951303
-0.006223914,0.0009635687
0.008172729,-0.0062569976
-0.0012732737,0.0016764402
-0.0028437255,-0.0011637211
0.0062911026,-0.00022375584
0.004799691,0.005943179
0.012103033,-0.0013456345
0.006498348,0.0118047
0.0002053956,0.0028141737
-0.013635747,0.004473686
-0.0055129495,-0.014486551
0.024471177,9.071827e-05
0.0011624598,0.021777987
0.0037907166,-0.005630493
-0.014802113,0.0010137558
-0.0114267105,-0.014022052
0.00032260822,-0.010332584
0.008561145,4.708767e-05
-0.0083629275,0.0054633617
0.014791598,-0.00902921
0.0069967615,0.015789509
-0.006752497,0.0030466318
-0.022275576,-0.0041716695
-0.0075928313,-0.02249676
-0.0085083125,-0.008486092
0.0031680383,-0.0049489737
0.015763707,0.0028146505
-0.012042231,0.016034842
0.0058478545,-0.010456204
-0.0032291857,0.005342245
-0.013177748,0.0011333227
0.01362399,-0.011005759
-0.0055117076,0.010496855
-0.00061153487,-0.0022140145
0.0072222245,-0.00032818317
-0.01624184,0.0040256977
0.024614766,-0.010210216
-0.00472572,0.021273255
0.0043826313,-0.0033589005
0.012063403,0.0055627823
0.0042232187,0.007978559
0.0066979723,0.006386161
-0.006737904,0.0032945871
-0.017019859,-0.011420667
-0.015359665,-0.018103063
0.01643237,-0.00758034
0.008649046,0.010014653
0.008939429,0.007612467
3.5475856e-05,0.0031044483
-0.00362453,0.00029289722
0.0035984346,0.0060920715
-0.012154803,0.0008444786
0.011846456,-0.0076810718
0.005293374,0.010942459
0.008863975,0.00020301342
-0.008093362,-0.0011445284
-0.00094614376,-0.003756702
0.0022575243,-0.0010313988
-0.008340804,0.007838964
-0.010726513,-0.00608021
0.001562612,-0.0073384643
0.011407385,0.0050264597
-0.006605167,0.011121035
0.003948208,-0.0045745373
-0.012773075,0.0011376143
0.00565653,-0.012634754
-0.022943608,0.0038532019
-0.0014930798,-0.020608008
0.004835639,-0.002550602
-0.009238306,0.0032930374
0.0024493649,-0.01016438
-0.0044411453,0.0021990538
-0.004715846,-0.007065892
0.0073281373,0.00015735626
0.014621314,0.010462642
0.00011621308,0.011738062
-0.015989121,0.00121212
0.0010803546,-0.017198801
-0.016757516,-0.0017671585
-0.008612746,-0.016572118
0.0005531543,-0.010702848
0.00790978,-0.0028361082
-0.0054284916,0.0105679035
0.011574848,-0.008733511
-0.011279847,0.011670113
0.013326914,-0.011925936
0.008207832,0.012008071
-0.018631157,0.0098006725
-0.00036156163,-0.016292393
0.003661256,0.0023459196
0.003337342,0.0041202307
-0.003234733,0.0060349703
0.012607563,-0.0011664629
0.00599685,0.009981751
0.016309936,0.0043227673
0.0072506214,0.012633324
-0.0094621945,0.009827495
0.0016454532,-0.005915582
0.0013284268,0.0024051666
0.0031054972,7.677078e-05
0.0023150297,0.0030231476
-0.0041812407,0.0029258728
0.012012264,-0.0011366606
-0.0015325528,0.011388779
0.0068788133,-0.0042087436
-0.0003846557,0.0029720068
0.006636882,-0.000310421
-0.0026353109,-0.002343297
0.0026709058,-0.003256619
0.0043478957,0.00066125393
-0.00910288,0.001965046
-0.012124461,-0.010171711
0.017026102,-0.0068282485
0.009302746,0.015743494
-0.0023175688,0.008041143
-0.0053093233,-0.0013625622
-0.0049178684,-0.010782659
-0.011238368,-0.008024275
0.01726898,-0.008574188
7.9374564e-05,0.01650095
-0.0036039893,-0.0016537309
0.0018986589,-0.001691997
-0.007169254,-0.000908196
-0.0019781,-0.0066152215
7.802149e-05,-0.0002669096
-0.009758744,0.0014408827
0.013614654,-0.010089219
0.009010937,0.012378097
-0.003973969,0.0034451485
-0.0068465257,-0.0032586455
-0.0066958577,-0.0041897893
-0.0064142155,-0.0069417357
-0.0002346746,-0.007732153
0.008065913,-0.0010753274
9.01771e-05,0.010031819
-0.009210372,-0.0015277863
0.013501534,-0.0040708184
0.023970092,0.0046584606
