sk_a2c_return,benchmark_return
-0.0017086518,-0.0026112199
0.0007965579,0.002342105
-0.0033732418,0.00088620186
0.017837357,-0.0017704368
-0.000712942,0.016326785
0.013699588,0.00081539154
0.003281463,0.012730122
0.008294854,0.0044841766
-0.007627861,0.0070643425
-0.00054488005,-0.005027294
-0.011449145,0.0005508661
-0.020413216,-0.008597314
-0.0028816205,-0.019080102
0.0033914482,-0.004658282
0.013168228,0.0018122196
-0.037230123,0.009783387
-0.0051030694,-0.030289173
-0.008127517,-0.005712211
-0.0071640383,-0.00959909
0.0027216098,-0.008821368
-0.012322237,0.004633069
-0.008128644,-0.010676503
0.019719245,-0.005528331
0.0041921968,0.01399827
0.013164167,0.0061187744
0.0071797213,0.011870861
-0.043451697,0.007142067
0.00022611994,-0.03941679
-0.006043071,0.00096833706
-0.0068792296,-0.005565107
0.0067449436,-0.004502356
-0.011486497,0.00639987
-0.015440221,-0.010104835
-0.004959135,-0.017014503
-0.017871855,-0.0035482645
-0.008180778,-0.01616764
-0.002970253,-0.011138737
0.021891097,-0.0042999387
-0.019581432,0.01883471
-0.02707262,-0.015433729
0.026357092,-0.017111719
0.030272521,0.026644588
-0.0002924755,0.027989268
-0.012295766,-0.0014002919
-0.02721009,-0.011459708
-0.0022414406,-0.021056294
0.0038288753,-0.0032054186
-0.00017969256,0.0012433529
0.023499273,-0.0009692311
-0.014676618,0.028341174
0.022140704,-0.013445675
0.010299317,0.018592715
-0.0043909554,0.011196613
-0.004374198,-0.0032758117
0.025865981,-0.0029654503
0.013412875,0.024691105
0.012096782,0.013417721
-0.010710472,0.010702372
-0.00033836142,7.43866e-05
0.019946953,0.006098509
-0.0049677463,0.025864363
-0.0062743095,-0.003921032
-0.016652653,-0.0024363995
0.00068799895,-0.015479028
0.01716083,-0.004557371
0.009772716,0.012561083
0.0091080945,0.013078332
-0.017531678,0.010169268
0.047455925,-0.019507587
0.008822451,0.036951303
-0.012330314,0.0009635687
0.007726227,-0.0062569976
-0.00373831,0.0016764402
-0.0010114309,-0.0011637211
0.0045352303,-0.00022375584
-0.0023738365,0.005943179
0.009358428,-0.0013456345
0.0058905063,0.0118047
0.004155285,0.0028141737
-0.013990744,0.004473686
0.000813043,-0.014486551
0.024693258,9.071827e-05
-0.004256363,0.021777987
0.004818026,-0.005630493
-0.013991333,0.0010137558
-0.012857248,-0.014022052
0.00086906704,-0.010332584
0.008326264,4.708767e-05
-0.010371618,0.0054633617
0.016858276,-0.00902921
0.00503167,0.015789509
-0.005037844,0.0030466318
-0.02330744,-0.0041716695
