sk_a2c_return,benchmark_return
-0.008532992,0.002342105
-0.009917449,0.00088620186
0.025297454,-0.0017704368
0.0045514395,0.016326785
0.017534275,0.00081539154
0.0057678334,0.012730122
0.0074347486,0.0044841766
-0.008935482,0.0070643425
0.0063899313,-0.005027294
-0.01789057,0.0005508661
-0.025713118,-0.008597314
-0.000295252,-0.019080102
0.002812891,-0.004658282
0.014942715,0.0018122196
-0.04228644,0.009783387
-0.00851774,-0.030289173
-0.012743679,-0.005712211
-0.011670597,-0.00959909
-0.008832096,-0.008821368
-0.010350659,0.004633069
-0.009037098,-0.010676503
0.016572624,-0.005528331
0.0052935495,0.01399827
0.01853444,0.0061187744
0.0067083896,0.011870861
-0.05121194,0.007142067
-0.00033819236,-0.03941679
-0.015266674,0.00096833706
-0.00061746326,-0.005565107
0.008051243,-0.004502356
-0.012264503,0.00639987
-0.011612618,-0.010104835
-0.013906725,-0.017014503
-0.01582704,-0.0035482645
-0.014198296,-0.01616764
-0.0019173479,-0.011138737
0.027713854,-0.0042999387
-0.018477755,0.01883471
-0.0136178415,-0.015433729
0.031226238,-0.017111719
0.034197886,0.026644588
-3.93582e-06,0.027989268
-0.0060688304,-0.0014002919
-0.032362625,-0.011459708
-0.012714074,-0.021056294
-0.0047332672,-0.0032054186
-0.0017880825,0.0012433529
0.02974412,-0.0009692311
-0.028697124,0.028341174
0.027291995,-0.013445675
0.0114724375,0.018592715
-0.0021289545,0.011196613
-0.0040730326,-0.0032758117
0.025567964,-0.0029654503
0.013214728,0.024691105
0.021851083,0.013417721
-0.006199177,0.010702372
0.00470004,7.43866e-05
0.025873814,0.006098509
-0.0073371227,0.025864363
-0.0028887754,-0.003921032
-0.02364845,-0.0024363995
-0.0060270913,-0.015479028
0.021371156,-0.004557371
0.01339368,0.012561083
0.0056825723,0.013078332
-0.033784967,0.010169268
0.07002306,-0.019507587
0.019375248,0.036951303
-0.008298667,0.0009635687
0.01067353,-0.0062569976
-0.010501414,0.0016764402
-0.0065142745,-0.0011637211
-0.0020119685,-0.00022375584
0.0046177628,0.005943179
0.019531418,-0.0013456345
0.006635632,0.0118047
0.00094644196,0.0028141737
-0.020834185,0.004473686
-0.0039700205,-0.014486551
0.03687225,9.071827e-05
0.0019081489,0.021777987
-0.0012462116,-0.005630493
-0.020769961,0.0010137558
-0.019887378,-0.014022052
0.0029852784,-0.010332584
0.016804904,4.708767e-05
-0.0095287,0.0054633617
0.019651406,-0.00902921
0.013219803,0.015789509
-0.005922613,0.0030466318
-0.025811035,-0.0041716695
-0.010690446,-0.02249676
-0.012891375,-0.008486092
0.0016783306,-0.0049489737
0.015411154,0.0028146505
-0.022212323,0.016034842
0.0071355854,-0.010456204
-0.011979522,0.005342245
-0.011917861,0.0011333227
0.020187043,-0.011005759
-0.003355915,0.010496855
-0.004072479,-0.0022140145
0.0048365565,-0.00032818317
-0.014456937,0.0040256977
0.022300813,-0.010210216
0.009702156,0.021273255
0.009394358,-0.0033589005
0.012190324,0.0055627823
0.01282148,0.007978559
0.00752503,0.006386161
0.0012718355,0.0032945871
-0.018194618,-0.011420667
-0.017114703,-0.018103063
0.024531426,-0.00758034
0.017526675,0.010014653
0.0014774085,0.007612467
0.0007483809,0.0031044483
0.01432073,0.00029289722
0.0032158003,0.0060920715
-0.020471742,0.0008444786
0.016522488,-0.0076810718
0.014668208,0.010942459
0.020722944,0.00020301342
-0.01861799,-0.0011445284
-0.002182283,-0.003756702
0.015478,-0.0010313988
-0.009170373,0.007838964
-0.009284625,-0.00608021
-0.0059511242,-0.0073384643
0.01472564,0.0050264597
0.0047788,0.011121035
0.00033916783,-0.0045745373
-0.016847847,0.0011376143
-0.008893898,-0.012634754
-0.029819602,0.0038532019
0.00023017528,-0.020608008
0.028116135,-0.002550602
-0.010679879,0.0032930374
0.0027073172,-0.01016438
-0.006748667,0.0021990538
-0.008796044,-0.007065892
0.010621665,0.00015735626
0.017750444,0.010462642
-0.0008945633,0.011738062
-0.014487623,0.00121212
0.0074289897,-0.017198801
-0.016939227,-0.0017671585
-0.011276983,-0.016572118
-0.00026545126,-0.010702848
0.015045885,-0.0028361082
-0.0049345256,0.0105679035
0.017732818,-0.008733511
-0.004856899,0.011670113
0.007260579,-0.011925936
0.011496013,0.012008071
-0.012193509,0.0098006725
0.00656851,-0.016292393
-0.0008689081,0.0023459196
-0.00043514368,0.0041202307
-0.0013257248,0.0060349703
0.013936952,-0.0011664629
0.0074662743,0.009981751
0.01623942,0.0043227673
0.00908866,0.012633324
-0.0077730017,0.009827495
-0.008451299,-0.005915582
0.0022579788,0.0024051666
0.0064461213,7.677078e-05
-0.0019802775,0.0030231476
-0.0072812107,0.0029258728
0.012724692,-0.0011366606
0.0008051956,0.011388779
0.005341228,-0.0042087436
0.004647163,0.0029720068
0.0014659787,-0.000310421
-0.006194573,-0.002343297
