sk_a2c_return,benchmark_return
-0.0011577166,0.002342105
-0.005719354,0.00088620186
0.022242421,-0.0017704368
0.0012318544,0.016326785
0.0124358,0.00081539154
0.00643883,0.012730122
0.00377676,0.0044841766
-0.00713827,0.0070643425
0.0021551894,-0.005027294
-0.012547251,0.0005508661
-0.020490035,-0.008597314
-0.002304392,-0.019080102
0.0030349847,-0.004658282
0.01233445,0.0018122196
-0.030758789,0.009783387
-0.0067783576,-0.030289173
-0.009395653,-0.005712211
-0.010148658,-0.00959909
-0.004728049,-0.008821368
-0.010557629,0.004633069
-0.006000394,-0.010676503
0.014985885,-0.005528331
0.007697584,0.01399827
0.012795304,0.0061187744
0.0084506655,0.011870861
-0.042169284,0.007142067
0.00086881465,-0.03941679
-0.009991807,0.00096833706
-0.006805598,-0.005565107
0.004689802,-0.004502356
-0.010404302,0.00639987
-0.016138727,-0.010104835
-0.0061509083,-0.017014503
-0.01865008,-0.0035482645
-0.013864449,-0.01616764
-0.0012445971,-0.011138737
0.021051968,-0.0042999387
-0.019452158,0.01883471
-0.017414033,-0.015433729
0.02980157,-0.017111719
0.035318654,0.026644588
-0.0041387035,0.027989268
-0.009964763,-0.0014002919
-0.025834238,-0.011459708
-0.004801026,-0.021056294
-0.0030287835,-0.0032054186
-0.0031734111,0.0012433529
0.02788353,-0.0009692311
-0.015265788,0.028341174
0.022517871,-0.013445675
0.011546839,0.018592715
0.00025649427,0.011196613
0.0024818664,-0.0032758117
0.02375849,-0.0029654503
0.014078414,0.024691105
0.01519029,0.013417721
-0.015717136,0.010702372
0.013122218,7.43866e-05
0.028072458,0.006098509
-0.0053850855,0.025864363
-0.00187811,-0.003921032
-0.014076695,-0.0024363995
0.0038577954,-0.015479028
0.013540024,-0.004557371
0.015949972,0.012561083
0.01121656,0.013078332
-0.0148748895,0.010169268
0.04799637,-0.019507587
0.0016730159,0.036951303
-0.00402728,0.0009635687
0.0053184275,-0.0062569976
-0.005649582,0.0016764402
-0.001324858,-0.0011637211
