td3_return,benchmark_return
-0.002606459,0.002342105
-0.004227352,0.00088620186
0.02000805,-0.0017704368
0.0005381196,0.016326785
0.017757026,0.00081539154
0.0041790395,0.012730122
0.005475416,0.0044841766
-0.007028235,0.0070643425
0.004500912,-0.005027294
-0.011063227,0.0005508661
-0.020929253,-0.008597314
-0.0026687423,-0.019080102
0.0009938679,-0.004658282
0.009845721,0.0018122196
-0.037002612,0.009783387
-0.00870599,-0.030289173
-0.010445277,-0.005712211
-0.010834458,-0.00959909
0.0002534661,-0.008821368
-0.011172202,0.004633069
-0.008197834,-0.010676503
0.014942364,-0.005528331
0.0073885196,0.01399827
0.014599433,0.0061187744
0.011802773,0.011870861
-0.040751882,0.007142067
0.00043966866,-0.03941679
-0.0076210448,0.00096833706
-0.003900908,-0.005565107
0.0063073165,-0.004502356
-0.012093134,0.00639987
-0.016241021,-0.010104835
-0.004312565,-0.017014503
-0.015947577,-0.0035482645
-0.008706462,-0.01616764
-0.00152253,-0.011138737
0.017548872,-0.0042999387
-0.015168523,0.01883471
-0.013887844,-0.015433729
0.026342282,-0.017111719
0.027653644,0.026644588
-0.003525889,0.027989268
-0.012447185,-0.0014002919
-0.026954928,-0.011459708
-0.003258305,-0.021056294
-0.0025949564,-0.0032054186
-0.0022745426,0.0012433529
0.025659522,-0.0009692311
-0.018123677,0.028341174
0.024066942,-0.013445675
0.0143260835,0.018592715
-0.0028785653,0.011196613
-0.001443671,-0.0032758117
0.024292078,-0.0029654503
0.0149460165,0.024691105
0.01344112,0.013417721
-0.0011397721,0.010702372
0.004327429,7.43866e-05
0.020072645,0.006098509
-0.00458911,0.025864363
-0.0071340133,-0.003921032
-0.017376479,-0.0024363995
-0.006151849,-0.015479028
0.010464702,-0.004557371
0.008320368,0.012561083
0.008409675,0.013078332
-0.020123364,0.010169268
0.04842825,-0.019507587
0.0023748556,0.036951303
-0.005552355,0.0009635687
0.004635839,-0.0062569976
-0.0070589837,0.0016764402
0.0010989156,-0.0011637211
0.0064866515,-0.00022375584
-0.0019066803,0.005943179
0.014902878,-0.0013456345
0.0067209834,0.0118047
0.0011979061,0.0028141737
-0.010644606,0.004473686
-0.0016982143,-0.014486551
0.02574115,9.071827e-05
-0.0068436232,0.021777987
-0.0017852309,-0.005630493
-0.018433806,0.0010137558
-0.010795302,-0.014022052
-0.00011241647,-0.010332584
0.009324066,4.708767e-05
-0.008487679,0.0054633617
0.014735098,-0.00902921
