td3_return,benchmark_return
0.0027277346,-0.0026112199
0.0013378123,0.002342105
-0.00021497556,0.00088620186
0.015317818,-0.0017704368
0.004235623,0.016326785
0.013352839,0.00081539154
0.0064559295,0.012730122
0.009372672,0.0044841766
-0.0048015933,0.0070643425
0.0020539286,-0.005027294
-0.0067603886,0.0005508661
-0.01683682,-0.008597314
-0.0061526727,-0.019080102
0.0007625529,-0.004658282
0.008870593,0.0018122196
-0.030393273,0.009783387
-0.0049627325,-0.030289173
-0.008379341,-0.005712211
-0.008504921,-0.00959909
0.007848262,-0.008821368
-0.011102925,0.004633069
-0.006014458,-0.010676503
0.017118048,-0.005528331
0.0041683963,0.01399827
0.0106041515,0.0061187744
0.005020236,0.011870861
-0.034432206,0.007142067
-0.0044780388,-0.03941679
-0.007371697,0.00096833706
-0.0015821517,-0.005565107
0.0057284166,-0.004502356
-0.010332912,0.00639987
-0.018838502,-0.010104835
-0.0060562002,-0.017014503
-0.010511559,-0.0035482645
-0.009523797,-0.01616764
-0.006532524,-0.011138737
0.016777612,-0.0042999387
-0.014959335,0.01883471
-0.014263807,-0.015433729
0.027673537,-0.017111719
0.023371698,0.026644588
-0.003095914,0.027989268
-0.013747412,-0.0014002919
-0.020570803,-0.011459708
-0.0006648466,-0.021056294
0.0028297836,-0.0032054186
-0.0014934745,0.0012433529
0.029494323,-0.0009692311
-0.011188412,0.028341174
0.01692845,-0.013445675
0.011136448,0.018592715
-0.0058356393,0.011196613
-0.0039570783,-0.0032758117
0.01838004,-0.0029654503
0.015426936,0.024691105
0.011422296,0.013417721
0.009057369,0.010702372
0.0048399298,7.43866e-05
0.024740541,0.006098509
-0.0039173216,0.025864363
-0.0008350004,-0.003921032
-0.014708144,-0.0024363995
-0.0050113313,-0.015479028
0.0119155925,-0.004557371
0.010694791,0.012561083
0.009222426,0.013078332
-0.020969851,0.010169268
0.034667097,-0.019507587
0.0032616982,0.036951303
-0.006980703,0.0009635687
0.0024448622,-0.0062569976
0.00071837066,0.0016764402
0.002953384,-0.0011637211
0.008272149,-0.00022375584
0.0032869994,0.005943179
0.011797105,-0.0013456345
0.0028325901,0.0118047
0.0033013811,0.0028141737
-0.013879698,0.004473686
5.7954305e-05,-0.014486551
0.018800765,9.071827e-05
-0.0019058499,0.021777987
0.002261666,-0.005630493
-0.01405172,0.0010137558
-0.0056091133,-0.014022052
0.001264718,-0.010332584
0.0052707666,4.708767e-05
-0.008974613,0.0054633617
0.0144297015,-0.00902921
0.001999198,0.015789509
-0.0058831666,0.0030466318
-0.018473813,-0.0041716695
-0.008254379,-0.02249676
-0.0031991405,-0.008486092
0.001962866,-0.0049489737
0.011760034,0.0028146505
-0.0064243115,0.016034842
0.0046897684,-0.010456204
0.0022696087,0.005342245
-0.010655593,0.0011333227
0.009795325,-0.011005759
-0.0031413161,0.010496855
0.00063887506,-0.0022140145
0.004849637,-0.00032818317
