td3_return,benchmark_return
0.00054978504,-0.0026112199
0.0045026857,0.002342105
-0.0041931528,0.00088620186
0.019375488,-0.0017704368
0.004419502,0.016326785
0.015134185,0.00081539154
0.007035482,0.012730122
0.007982465,0.0044841766
-0.00676682,0.0070643425
0.00057686085,-0.005027294
-0.008934646,0.0005508661
-0.020430451,-0.008597314
-0.0054413187,-0.019080102
0.00302161,-0.004658282
0.0071524987,0.0018122196
-0.033249576,0.009783387
-0.008733604,-0.030289173
-0.0070541096,-0.005712211
-0.0090186205,-0.00959909
0.0061221034,-0.008821368
-0.010308015,0.004633069
-0.008384314,-0.010676503
0.018369485,-0.005528331
0.005667007,0.01399827
0.014807893,0.0061187744
0.0061918586,0.011870861
-0.036767125,0.007142067
0.0003329911,-0.03941679
-0.009049138,0.00096833706
-0.005315968,-0.005565107
0.0059518944,-0.004502356
-0.012381654,0.00639987
-0.017126294,-0.010104835
-0.005588259,-0.017014503
-0.013232231,-0.0035482645
-0.010550825,-0.01616764
-0.0060936934,-0.011138737
0.020010192,-0.0042999387
-0.011914973,0.01883471
-0.014940532,-0.015433729
0.026510432,-0.017111719
0.026801644,0.026644588
-0.0044409237,0.027989268
-0.011224755,-0.0014002919
-0.019366298,-0.011459708
-0.000906815,-0.021056294
0.0020426912,-0.0032054186
-0.00200638,0.0012433529
0.026027514,-0.0009692311
-0.016302781,0.028341174
0.018828131,-0.013445675
0.01603361,0.018592715
-0.0050230864,0.011196613
-0.008103419,-0.0032758117
0.024955794,-0.0029654503
0.014873795,0.024691105
0.0147756105,0.013417721
0.008726009,0.010702372
0.007669179,7.43866e-05
0.02172389,0.006098509
-0.0040699206,0.025864363
-0.0026604412,-0.003921032
-0.020368354,-0.0024363995
-0.0091492655,-0.015479028
0.009739543,-0.004557371
0.013949443,0.012561083
0.010586032,0.013078332
-0.024066469,0.010169268
0.04341601,-0.019507587
0.004356301,0.036951303
-0.004436211,0.0009635687
0.0077537703,-0.0062569976
-0.0034655891,0.0016764402
-0.004689753,-0.0011637211
0.005583847,-0.00022375584
0.0065994463,0.005943179
0.010865025,-0.0013456345
0.004874075,0.0118047
0.0040485025,0.0028141737
-0.011575211,0.004473686
-0.0011226803,-0.014486551
0.021145528,9.071827e-05
-0.0042641326,0.021777987
0.002567641,-0.005630493
-0.018509623,0.0010137558
-0.009561365,-0.014022052
-1.6328178e-06,-0.010332584
0.0034836377,4.708767e-05
-0.0072809462,0.0054633617
0.013131107,-0.00902921
0.004894571,0.015789509
-0.0068028374,0.0030466318
-0.02120399,-0.0041716695
-0.007899932,-0.02249676
-0.006082726,-0.008486092
0.0021615147,-0.0049489737
0.013134557,0.0028146505
-0.008160496,0.016034842
0.00464404,-0.010456204
0.00017803535,0.005342245
-0.0126063,0.0011333227
0.01293961,-0.011005759
-0.004414547,0.010496855
0.0045602326,-0.0022140145
0.0140781095,-0.00032818317
-0.011408823,0.0040256977
0.024878733,-0.010210216
-0.0033396166,0.021273255
0.006119669,-0.0033589005
0.0069076503,0.0055627823
0.0061233127,0.007978559
0.004529369,0.006386161
-0.012607015,0.0032945871
-0.017445963,-0.011420667
-0.011987309,-0.018103063
0.015415121,-0.00758034
0.0081139095,0.010014653
0.0008283613,0.007612467
-0.00019707668,0.0031044483
-0.0014568884,0.00029289722
0.009186235,0.0060920715
-0.0036207282,0.0008444786
