td3_return,benchmark_return
-0.0021281638,0.002342105
-0.004041461,0.00088620186
0.018681834,-0.0017704368
-0.0005828577,0.016326785
0.0115216635,0.00081539154
0.0041555515,0.012730122
0.004982024,0.0044841766
-0.0066112187,0.0070643425
0.0072197956,-0.005027294
-0.013506689,0.0005508661
-0.0216505,-0.008597314
-4.7189056e-05,-0.019080102
0.0056436793,-0.004658282
0.009211863,0.0018122196
-0.029022599,0.009783387
-0.0065973997,-0.030289173
-0.008333171,-0.005712211
-0.011092126,-0.00959909
0.00018848572,-0.008821368
-0.0063756118,0.004633069
-0.0035085832,-0.010676503
0.015272599,-0.005528331
0.0065084994,0.01399827
0.014895518,0.0061187744
0.008119971,0.011870861
-0.042726457,0.007142067
0.0074408315,-0.03941679
-0.011174125,0.00096833706
-0.011542526,-0.005565107
0.00789523,-0.004502356
-0.013040163,0.00639987
-0.020053446,-0.010104835
-0.00788357,-0.017014503
-0.021580685,-0.0035482645
-0.012689687,-0.01616764
-0.0046085566,-0.011138737
0.020010853,-0.0042999387
-0.016864933,0.01883471
-0.025049187,-0.015433729
0.02901569,-0.017111719
0.031003304,0.026644588
0.0019264402,0.027989268
-0.008171262,-0.0014002919
-0.020253269,-0.011459708
-0.0042723888,-0.021056294
0.0027960313,-0.0032054186
0.00011641726,0.0012433529
0.026569352,-0.0009692311
-0.01831626,0.028341174
0.02289748,-0.013445675
0.0139434,0.018592715
0.0023615633,0.011196613
-0.0028447988,-0.0032758117
0.018596029,-0.0029654503
0.010510285,0.024691105
0.016353698,0.013417721
-0.004797545,0.010702372
0.003182525,7.43866e-05
0.0175645,0.006098509
-0.0064411205,0.025864363
-0.0051613315,-0.003921032
-0.020742273,-0.0024363995
-0.0047842907,-0.015479028
0.013799467,-0.004557371
0.010466993,0.012561083
0.011839249,0.013078332
-0.02178424,0.010169268
0.047860432,-0.019507587
0.007817737,0.036951303
-0.004306128,0.0009635687
0.00353762,-0.0062569976
-0.007796602,0.0016764402
0.0013122883,-0.0011637211
0.0029761363,-0.00022375584
-0.005359024,0.005943179
0.011580709,-0.0013456345
0.0032175663,0.0118047
0.0026042068,0.0028141737
-0.011004241,0.004473686
0.0024313072,-0.014486551
0.026689244,9.071827e-05
-0.008162044,0.021777987
0.0013805117,-0.005630493
-0.01723849,0.0010137558
-0.013048163,-0.014022052
-0.002842897,-0.010332584
0.008673021,4.708767e-05
-0.009837235,0.0054633617
0.016884033,-0.00902921
0.0041948603,0.015789509
-0.0051835813,0.0030466318
-0.02140211,-0.0041716695
-0.009915051,-0.02249676
-0.006037043,-0.008486092
0.0042518564,-0.0049489737
0.022913685,0.0028146505
-0.012394238,0.016034842
0.007584158,-0.010456204
0.0012328357,0.005342245
-0.011836693,0.0011333227
0.013440689,-0.011005759
-0.0009933537,0.010496855
0.0029413365,-0.0022140145
0.011590222,-0.00032818317
-0.006761738,0.0040256977
0.028739352,-0.010210216
-0.0014249119,0.021273255
0.007099667,-0.0033589005
0.0067458716,0.0055627823
0.0048148427,0.007978559
0.0053330576,0.006386161
-0.007526739,0.0032945871
-0.017938074,-0.011420667
-0.005832185,-0.018103063
0.015869288,-0.00758034
0.007785824,0.010014653
0.0027199173,0.007612467
0.001845989,0.0031044483
0.011550127,0.00029289722
0.0065293144,0.0060920715
-0.0075459094,0.0008444786
0.009468643,-0.0076810718
-0.001061295,0.010942459
0.00065516424,0.00020301342
-0.009285632,-0.0011445284
-0.0032675487,-0.003756702
0.009455643,-0.0010313988
-0.012242523,0.007838964
-0.0035538203,-0.00608021
0.0005837633,-0.0073384643
0.012262995,0.0050264597
-0.0012018873,0.011121035
0.002484846,-0.0045745373
-0.010933048,0.0011376143
0.0005120003,-0.012634754
-0.016467694,0.0038532019
0.0005541833,-0.020608008
0.0024979005,-0.002550602
-0.013097044,0.0032930374
0.0031222673,-0.01016438
-0.0014216385,0.0021990538
0.0018844815,-0.007065892
0.014933251,0.00015735626
