td3_return,benchmark_return
0.0010956895,-0.0026112199
-0.0028389455,0.002342105
-0.004363778,0.00088620186
0.021591756,-0.0017704368
0.00096786086,0.016326785
0.01648456,0.00081539154
0.008732187,0.012730122
0.005967737,0.0044841766
-0.00887957,0.0070643425
0.0032821412,-0.005027294
-0.014198793,0.0005508661
-0.020582255,-0.008597314
-0.0035754857,-0.019080102
0.0026604445,-0.004658282
0.013226099,0.0018122196
-0.034807198,0.009783387
-0.0062119006,-0.030289173
-0.009140755,-0.005712211
-0.009987026,-0.00959909
0.0018128146,-0.008821368
-0.010491077,0.004633069
-0.0061806706,-0.010676503
0.016386447,-0.005528331
0.0075323586,0.01399827
0.01605084,0.0061187744
0.007478019,0.011870861
-0.04315123,0.007142067
0.0018666097,-0.03941679
-0.008486337,0.00096833706
-0.004582224,-0.005565107
0.0077595627,-0.004502356
-0.015011514,0.00639987
-0.0177727,-0.010104835
-0.0049824226,-0.017014503
-0.015643006,-0.0035482645
-0.010318576,-0.01616764
-0.0038751708,-0.011138737
0.020054424,-0.0042999387
-0.018159617,0.01883471
-0.020852461,-0.015433729
0.02822331,-0.017111719
0.028550377,0.026644588
0.00040570486,0.027989268
-0.010674149,-0.0014002919
-0.02450037,-0.011459708
-0.0059768376,-0.021056294
-0.0015521832,-0.0032054186
-0.0013596946,0.0012433529
0.028483033,-0.0009692311
-0.01575704,0.028341174
0.024945673,-0.013445675
0.011255499,0.018592715
-0.004394793,0.011196613
-0.0045470134,-0.0032758117
0.021435913,-0.0029654503
0.012068838,0.024691105
0.018856259,0.013417721
0.0043145786,0.010702372
0.0018556211,7.43866e-05
0.025572345,0.006098509
-0.007970297,0.025864363
-0.0027297465,-0.003921032
-0.019306898,-0.0024363995
-0.006072717,-0.015479028
0.01683439,-0.004557371
0.0093445815,0.012561083
0.012021186,0.013078332
-0.02413669,0.010169268
0.047816064,-0.019507587
0.0078870505,0.036951303
-0.0058985706,0.0009635687
0.0062074205,-0.0062569976
-0.004877378,0.0016764402
-0.00092231814,-0.0011637211
0.004953228,-0.00022375584
0.0007246697,0.005943179
0.013890149,-0.0013456345
0.0069023906,0.0118047
-0.00015779781,0.0028141737
-0.014869661,0.004473686
-0.00048466105,-0.014486551
0.028590927,9.071827e-05
0.0016533837,0.021777987
0.00088148314,-0.005630493
-0.01685474,0.0010137558
-0.011435803,-0.014022052
0.0001324224,-0.010332584
0.010887824,4.708767e-05
-0.007686248,0.0054633617
0.015702697,-0.00902921
0.0035963138,0.015789509
-0.0094543435,0.0030466318
-0.023092462,-0.0041716695
