sk_ppo_return,benchmark_return
-0.0004673548,-0.0026112199
0.0016587565,0.002342105
-0.001036694,0.00088620186
0.015776193,-0.0017704368
0.0012603217,0.016326785
0.016344113,0.00081539154
0.004571182,0.012730122
0.0027201036,0.0044841766
-0.0056743757,0.0070643425
0.0029897464,-0.005027294
-0.0062961285,0.0005508661
-0.019708732,-0.008597314
-0.0052846195,-0.019080102
-0.0025591853,-0.004658282
0.010280185,0.0018122196
-0.03990839,0.009783387
-0.006938664,-0.030289173
-0.010238137,-0.005712211
-0.008008711,-0.00959909
0.005396517,-0.008821368
-0.017031213,0.004633069
-0.010930639,-0.010676503
0.016931942,-0.005528331
0.0021354842,0.01399827
0.016911093,0.0061187744
0.009914095,0.011870861
-0.037444424,0.007142067
-0.006104901,-0.03941679
-0.010305971,0.00096833706
-0.0011360506,-0.005565107
0.0025090443,-0.004502356
-0.008129832,0.00639987
-0.017757962,-0.010104835
0.0001131297,-0.017014503
-0.0128725,-0.0035482645
-0.0054480485,-0.01616764
-0.0055469507,-0.011138737
0.016574318,-0.0042999387
-0.014330757,0.01883471
-0.016496468,-0.015433729
0.028273698,-0.017111719
0.026195524,0.026644588
-0.00033315475,0.027989268
-0.016492836,-0.0014002919
-0.029759392,-0.011459708
-0.005916178,-0.021056294
-0.003071001,-0.0032054186
-0.0014210298,0.0012433529
0.031810008,-0.0009692311
-0.012750725,0.028341174
0.020484738,-0.013445675
0.009889734,0.018592715
-0.005384184,0.011196613
-0.00077061437,-0.0032758117
0.025152087,-0.0029654503
0.015250817,0.024691105
0.009937341,0.013417721
-0.005073487,0.010702372
0.003041497,7.43866e-05
0.029425671,0.006098509
-0.0054522175,0.025864363
-0.0065310383,-0.003921032
-0.019681066,-0.0024363995
-0.008250399,-0.015479028
0.015889859,-0.004557371
0.012240543,0.012561083
0.0073649017,0.013078332
-0.019715333,0.010169268
0.041661415,-0.019507587
0.0030551988,0.036951303
-0.008348516,0.0009635687
0.00041480138,-0.0062569976
-0.0013252853,0.0016764402
0.0034807248,-0.0011637211
0.007807553,-0.00022375584
0.0015678103,0.005943179
0.011320783,-0.0013456345
0.005212938,0.0118047
0.0035883053,0.0028141737
-0.017526628,0.004473686
-0.00044717808,-0.014486551
0.027695984,9.071827e-05
-0.003185024,0.021777987
0.0031555428,-0.005630493
-0.014026105,0.0010137558
-0.008721679,-0.014022052
0.002180049,-0.010332584
0.0064204014,4.708767e-05
-0.007384498,0.0054633617
0.01685199,-0.00902921
0.004624066,0.015789509
-0.0032445258,0.0030466318
-0.026523406,-0.0041716695
-0.008624052,-0.02249676
-0.007177158,-0.008486092
0.0025813556,-0.0049489737
0.013162867,0.0028146505
-0.01119562,0.016034842
0.0029211456,-0.010456204
0.00030700394,0.005342245
-0.012329692,0.0011333227
0.014283496,-0.011005759
-0.0029051332,0.010496855
0.0024283624,-0.0022140145
-0.005689191,-0.00032818317
-0.018624222,0.0040256977
0.01993452,-0.010210216
0.00038785706,0.021273255
0.0052152057,-0.0033589005
0.0115941195,0.0055627823
0.0071506184,0.007978559
0.0007802479,0.006386161
-0.007704746,0.0032945871
-0.023108644,-0.011420667
-0.011392606,-0.018103063
0.017375374,-0.00758034
0.007442554,0.010014653
-0.005317881,0.007612467
-0.0031427436,0.0031044483
0.0031804952,0.00029289722
0.0029342915,0.0060920715
-0.009826382,0.0008444786
0.01322245,-0.0076810718
0.0049323076,0.010942459
0.0093916515,0.00020301342
-0.010756951,-0.0011445284
-0.0028121804,-0.003756702
0.010266669,-0.0010313988
-0.004154933,0.007838964
