sk_ppo_return,benchmark_return
0.0020550978,-0.0026112199
0.00065005856,0.002342105
-5.1042105e-05,0.00088620186
0.020658601,-0.0017704368
0.0038057433,0.016326785
0.013852388,0.00081539154
0.0071433145,0.012730122
0.006594773,0.0044841766
-0.006658576,0.0070643425
0.004157616,-0.005027294
-0.01312799,0.0005508661
-0.017853158,-0.008597314
-0.00559424,-0.019080102
0.0033175098,-0.004658282
0.012931295,0.0018122196
-0.02640123,0.009783387
-0.004048068,-0.030289173
-0.0081507005,-0.005712211
-0.008536138,-0.00959909
0.00043996648,-0.008821368
-0.009853924,0.004633069
-0.0044882316,-0.010676503
0.018224746,-0.005528331
0.0086025465,0.01399827
0.0043847514,0.0061187744
0.008042508,0.011870861
-0.03904545,0.007142067
0.0011928012,-0.03941679
-0.0012168936,0.00096833706
-0.0086034,-0.005565107
0.006453331,-0.004502356
-0.010289268,0.00639987
-0.017672632,-0.010104835
-0.0098914,-0.017014503
-0.017502598,-0.0035482645
-0.017771577,-0.01616764
-0.0071978467,-0.011138737
0.020077765,-0.0042999387
-0.016633883,0.01883471
-0.01626433,-0.015433729
0.026995737,-0.017111719
0.03104952,0.026644588
-0.0070549366,0.027989268
-0.012772861,-0.0014002919
-0.020975234,-0.011459708
-0.0013680751,-0.021056294
-0.00442012,-0.0032054186
0.00072305393,0.0012433529
0.029314434,-0.0009692311
-0.008755835,0.028341174
0.021518415,-0.013445675
0.013672834,0.018592715
0.0017038105,0.011196613
-0.005915777,-0.0032758117
0.027282769,-0.0029654503
0.015292453,0.024691105
0.011468939,0.013417721
-0.0081096515,0.010702372
0.007866013,7.43866e-05
0.022579964,0.006098509
-0.002178383,0.025864363
0.0007432009,-0.003921032
-0.007362115,-0.0024363995
0.00429304,-0.015479028
0.014373579,-0.004557371
0.012971068,0.012561083
0.008492908,0.013078332
-0.012079857,0.010169268
0.039270177,-0.019507587
0.0001784615,0.036951303
-0.0076324595,0.0009635687
-0.00036426602,-0.0062569976
0.000275297,0.0016764402
0.0026532945,-0.0011637211
0.008901611,-0.00022375584
0.0009988872,0.005943179
0.009488707,-0.0013456345
0.008210335,0.0118047
0.005107639,0.0028141737
-0.014915405,0.004473686
0.0028487477,-0.014486551
0.02237401,9.071827e-05
-0.0041448944,0.021777987
0.0075976048,-0.005630493
-0.011809358,0.0010137558
-0.007344442,-0.014022052
-0.0029981232,-0.010332584
0.0073493733,4.708767e-05
-0.005846914,0.0054633617
0.01604694,-0.00902921
0.0044735977,0.015789509
-0.0054247538,0.0030466318
-0.022338396,-0.0041716695
-0.0063822977,-0.02249676
-0.001194431,-0.008486092
0.0053915074,-0.0049489737
0.017659234,0.0028146505
-0.013065145,0.016034842
0.005845705,-0.010456204
0.0012003549,0.005342245
-0.0077906814,0.0011333227
0.0076973257,-0.011005759
-0.0026687218,0.010496855
0.0036040738,-0.0022140145
0.0073351585,-0.00032818317
-0.011219763,0.0040256977
0.024525981,-0.010210216
-0.0077823303,0.021273255
0.0020183832,-0.0033589005
0.009060395,0.0055627823
0.0042143995,0.007978559
0.0065997886,0.006386161
-0.017441804,0.0032945871
-0.018095711,-0.011420667
-0.007640585,-0.018103063
0.0059505226,-0.00758034
0.0078123943,0.010014653
0.010733772,0.007612467
-0.000914422,0.0031044483
-0.0054490194,0.00029289722
-0.0036021902,0.0060920715
-0.0012439258,0.0008444786
0.014544446,-0.0076810718
-0.0008162134,0.010942459
-0.006652579,0.00020301342
-0.0030071524,-0.0011445284
0.0034721433,-0.003756702
0.009596015,-0.0010313988
-0.0058432203,0.007838964
-0.009468795,-0.00608021
0.0052941116,-0.0073384643
0.011587616,0.0050264597
-0.0055703013,0.011121035
0.0020895621,-0.0045745373
-0.011003754,0.0011376143
0.005534542,-0.012634754
-0.016098453,0.0038532019
-0.00052055327,-0.020608008
0.0035536077,-0.002550602
-0.009393409,0.0032930374
0.0034030168,-0.01016438
-0.005391558,0.0021990538
-0.0042408057,-0.007065892
0.009085766,0.00015735626
0.011381917,0.010462642
-0.0012034307,0.011738062
-0.017747274,0.00121212
-0.0027703492,-0.017198801
-0.019440733,-0.0017671585
-0.0015206526,-0.016572118
-0.0058387206,-0.010702848
0.010817437,-0.0028361082
-0.017231438,0.0105679035
0.018276429,-0.008733511
-0.017556768,0.011670113
0.013876087,-0.011925936
0.008279358,0.012008071
-0.021749273,0.0098006725
-0.0022168546,-0.016292393
0.005311563,0.0023459196
0.011994342,0.0041202307
0.0012403423,0.0060349703
0.010729039,-0.0011664629
0.0043890113,0.009981751
0.011416203,0.0043227673
0.0067987335,0.012633324
