sk_ppo_return,benchmark_return
-0.010491723,0.002342105
-0.0052719237,0.00088620186
0.024369946,-0.0017704368
-0.002924724,0.016326785
0.01616199,0.00081539154
0.006943125,0.012730122
0.00416556,0.0044841766
-0.009445629,0.0070643425
0.0017382316,-0.005027294
-0.018607548,0.0005508661
-0.022216758,-0.008597314
-0.003477228,-0.019080102
0.0034620576,-0.004658282
0.019182341,0.0018122196
-0.037959125,0.009783387
-0.0069885524,-0.030289173
-0.009155363,-0.005712211
-0.009783527,-0.00959909
-0.0073626107,-0.008821368
-0.011846746,0.004633069
-0.0043789386,-0.010676503
0.017745536,-0.005528331
0.008852274,0.01399827
0.012325676,0.0061187744
0.011001936,0.011870861
-0.051046994,0.007142067
0.0046060286,-0.03941679
-0.006155507,0.00096833706
-0.005766952,-0.005565107
0.008057534,-0.004502356
-0.010035126,0.00639987
-0.017270863,-0.010104835
-0.012193878,-0.017014503
-0.01710461,-0.0035482645
-0.0127051985,-0.01616764
-0.004402829,-0.011138737
0.018757926,-0.0042999387
-0.026222149,0.01883471
-0.025996529,-0.015433729
0.027736286,-0.017111719
0.036163058,0.026644588
-0.00039797643,0.027989268
-0.011309819,-0.0014002919
-0.031373966,-0.011459708
-0.0067932406,-0.021056294
-0.007187723,-0.0032054186
0.0008617044,0.0012433529
0.03128536,-0.0009692311
-0.015254427,0.028341174
0.031627458,-0.013445675
0.009781156,0.018592715
-0.0037877166,0.011196613
-0.0012836572,-0.0032758117
0.02697214,-0.0029654503
0.008198706,0.024691105
0.018230882,0.013417721
-0.020226879,0.010702372
0.003287379,7.43866e-05
0.028728668,0.006098509
-0.009227087,0.025864363
-0.0013352786,-0.003921032
-0.016659874,-0.0024363995
0.0007759142,-0.015479028
0.02413461,-0.004557371
0.01111008,0.012561083
0.0087255025,0.013078332
-0.019938802,0.010169268
0.061507065,-0.019507587
0.0092111435,0.036951303
-0.009331206,0.0009635687
0.004263799,-0.0062569976
-0.005663323,0.0016764402
-0.0006371925,-0.0011637211
0.002593492,-0.00022375584
-0.0057800002,0.005943179
0.0138867665,-0.0013456345
0.00993893,0.0118047
0.00079011684,0.0028141737
-0.017440317,0.004473686
-0.0002083883,-0.014486551
0.034944735,9.071827e-05
-0.002783607,0.021777987
0.0028952865,-0.005630493
-0.013164745,0.0010137558
-0.017053768,-0.014022052
-0.0017633529,-0.010332584
0.01729698,4.708767e-05
-0.0065285936,0.0054633617
0.022159308,-0.00902921
0.0072765937,0.015789509
-0.0051928363,0.0030466318
-0.026743073,-0.0041716695
-0.011468368,-0.02249676
-0.008100162,-0.008486092
0.0026637376,-0.0049489737
0.025168486,0.0028146505
-0.0210093,0.016034842
0.0021836702,-0.010456204
-0.008693236,0.005342245
-0.008386287,0.0011333227
0.015600066,-0.011005759
-0.00018922777,0.010496855
0.0013335102,-0.0022140145
0.0068013426,-0.00032818317
-0.012555397,0.0040256977
0.025707388,-0.010210216
0.0024202373,0.021273255
0.0059498376,-0.0033589005
0.012741931,0.0055627823
0.008011642,0.007978559
0.009227224,0.006386161
-0.0003937105,0.0032945871
-0.01770328,-0.011420667
-0.011802464,-0.018103063
0.017488461,-0.00758034
0.016315317,0.010014653
0.0027658532,0.007612467
0.0023207422,0.0031044483
0.009881508,0.00029289722
0.004197192,0.0060920715
-0.016554248,0.0008444786
0.011969477,-0.0076810718
