ppo_return,benchmark_return
0.0017862462,0.002342105
0.00041646624,0.00088620186
0.01840105,-0.0017704368
0.00813143,0.016326785
0.017062405,0.00081539154
0.005139523,0.012730122
0.004977606,0.0044841766
-0.0027968325,0.0070643425
-0.0007542144,-0.005027294
-0.009602883,0.0005508661
-0.017621834,-0.008597314
-0.0039068805,-0.019080102
0.0003957745,-0.004658282
0.011862877,0.0018122196
-0.025899045,0.009783387
-0.006674828,-0.030289173
-0.008352246,-0.005712211
-0.010301907,-0.00959909
0.0066435966,-0.008821368
-0.008624663,0.004633069
-0.0037947956,-0.010676503
0.012828819,-0.005528331
0.0069822613,0.01399827
0.011411799,0.0061187744
0.011666935,0.011870861
-0.034948044,0.007142067
0.0048737447,-0.03941679
-0.006009424,0.00096833706
-0.004218965,-0.005565107
0.007143663,-0.004502356
-0.012612659,0.00639987
-0.022275621,-0.010104835
-0.0021970626,-0.017014503
-0.016049515,-0.0035482645
-0.012323824,-0.01616764
-0.005024859,-0.011138737
0.0153501965,-0.0042999387
-0.015372295,0.01883471
-0.02188297,-0.015433729
0.030284932,-0.017111719
0.0302977,0.026644588
-0.002509292,0.027989268
-0.011640766,-0.0014002919
-0.019198457,-0.011459708
0.0015679252,-0.021056294
-0.0026438232,-0.0032054186
-0.0001791765,0.0012433529
0.03284718,-0.0009692311
-0.011166724,0.028341174
0.023083596,-0.013445675
0.011399376,0.018592715
-0.004276423,0.011196613
-0.002998165,-0.0032758117
0.027164904,-0.0029654503
0.011077529,0.024691105
0.011590501,0.013417721
0.007121181,0.010702372
0.0052976757,7.43866e-05
0.026513211,0.006098509
-0.003220272,0.025864363
-0.00075554696,-0.003921032
-0.01688375,-0.0024363995
-0.008446433,-0.015479028
0.014958275,-0.004557371
0.0071387156,0.012561083
0.00910446,0.013078332
-0.021129435,0.010169268
0.03617081,-0.019507587
0.0040412657,0.036951303
0.00069553906,0.0009635687
-9.1205555e-05,-0.0062569976
-0.0012190943,0.0016764402
0.0034330434,-0.0011637211
0.00818022,-0.00022375584
0.0016244953,0.005943179
0.012709204,-0.0013456345
0.0047347047,0.0118047
-0.0003816531,0.0028141737
-0.013579113,0.004473686
0.0013580963,-0.014486551
0.020458799,9.071827e-05
-0.0020575724,0.021777987
0.0007544616,-0.005630493
-0.01486405,0.0010137558
-0.010141411,-0.014022052
-0.00012626576,-0.010332584
0.007779718,4.708767e-05
-0.00821993,0.0054633617
0.012756358,-0.00902921
0.0058373963,0.015789509
-0.0054087145,0.0030466318
-0.024161892,-0.0041716695
-0.009234398,-0.02249676
-0.0067604315,-0.008486092
0.0059300945,-0.0049489737
0.018758478,0.0028146505
-0.0068356446,0.016034842
0.0058353543,-0.010456204
0.0011778611,0.005342245
-0.012219692,0.0011333227
0.011061264,-0.011005759
-0.00090571516,0.010496855
0.00028485418,-0.0022140145
0.011997898,-0.00032818317
-0.002571285,0.0040256977
0.023967242,-0.010210216
-0.009161612,0.021273255
0.0077558807,-0.0033589005
0.006848794,0.0055627823
0.0058336854,0.007978559
0.008142487,0.006386161
-0.00874692,0.0032945871
-0.017883632,-0.011420667
-0.004614598,-0.018103063
0.012689797,-0.00758034
0.007994125,0.010014653
0.004702831,0.007612467
-0.00015870831,0.0031044483
-0.004245901,0.00029289722
0.0002914122,0.0060920715
-0.004176665,0.0008444786
0.0050457832,-0.0076810718
-0.0012243692,0.010942459
-0.0017554325,0.00020301342
0.0015287596,-0.0011445284
0.0010507097,-0.003756702
0.0067026056,-0.0010313988
-0.0052252766,0.007838964
-0.007951576,-0.00608021
0.0051448615,-0.0073384643
0.0095298765,0.0050264597
-0.00395003,0.011121035
0.0033300326,-0.0045745373
-0.014297337,0.0011376143
0.006145053,-0.012634754
-0.017770275,0.0038532019
-0.0027514733,-0.020608008
0.0029963444,-0.002550602
-0.0051543745,0.0032930374
0.0034070145,-0.01016438
-0.006693036,0.0021990538
