ppo_return,benchmark_return
-0.0006453742,-0.0026112199
0.0008300709,0.002342105
-0.0035578238,0.00088620186
0.02281347,-0.0017704368
0.0033182814,0.016326785
0.016024217,0.00081539154
0.008994043,0.012730122
0.0034174428,0.0044841766
-0.006901879,0.0070643425
-0.0007074232,-0.005027294
-0.012663169,0.0005508661
-0.02154094,-0.008597314
-0.0062273876,-0.019080102
0.00326676,-0.004658282
0.011783383,0.0018122196
-0.03348977,0.009783387
-0.008250731,-0.030289173
-0.006094677,-0.005712211
-0.008614559,-0.00959909
0.0068672374,-0.008821368
-0.009962206,0.004633069
-0.0065799025,-0.010676503
0.018313872,-0.005528331
0.0045424425,0.01399827
0.014370049,0.0061187744
0.010128979,0.011870861
-0.041254617,0.007142067
0.002589295,-0.03941679
-0.009574382,0.00096833706
-0.007336106,-0.005565107
0.006714487,-0.004502356
-0.011171692,0.00639987
-0.020930728,-0.010104835
-0.005779182,-0.017014503
-0.01300087,-0.0035482645
-0.00963413,-0.01616764
-0.006038883,-0.011138737
0.016985904,-0.0042999387
-0.01638109,0.01883471
-0.017008347,-0.015433729
0.027371634,-0.017111719
0.030429995,0.026644588
-0.0027040497,0.027989268
-0.0113625685,-0.0014002919
-0.024528142,-0.011459708
-0.0031411704,-0.021056294
-0.004746823,-0.0032054186
-0.00046684995,0.0012433529
0.029957848,-0.0009692311
-0.017433744,0.028341174
0.026813183,-0.013445675
0.0152042825,0.018592715
-0.005289646,0.011196613
-0.004965354,-0.0032758117
0.02872506,-0.0029654503
0.012410213,0.024691105
0.012916698,0.013417721
2.5922942e-05,0.010702372
0.00040758325,7.43866e-05
0.01958696,0.006098509
-0.004547286,0.025864363
-0.007901584,-0.003921032
-0.024672689,-0.0024363995
-0.011585399,-0.015479028
0.0092498325,-0.004557371
0.011630133,0.012561083
0.008075536,0.013078332
-0.027638955,0.010169268
0.04924587,-0.019507587
0.005487147,0.036951303
-0.0040061814,0.0009635687
0.0049408693,-0.0062569976
-0.004238874,0.0016764402
-0.0033013711,-0.0011637211
0.0030271877,-0.00022375584
0.0010289493,0.005943179
0.009878317,-0.0013456345
0.008168401,0.0118047
0.001263164,0.0028141737
-0.013272827,0.004473686
-0.0045484337,-0.014486551
0.027609466,9.071827e-05
-0.0055192984,0.021777987
0.0008414109,-0.005630493
-0.019799437,0.0010137558
-0.013285427,-0.014022052
-0.0024104402,-0.010332584
0.0066190017,4.708767e-05
-0.005770079,0.0054633617
0.013839602,-0.00902921
0.0059200167,0.015789509
-0.007731908,0.0030466318
-0.026444623,-0.0041716695
-0.008043638,-0.02249676
-0.009962755,-0.008486092
0.0038208384,-0.0049489737
0.012962846,0.0028146505
-0.0120621305,0.016034842
0.005935438,-0.010456204
-0.0048874,0.005342245
-0.0116514,0.0011333227
0.01634043,-0.011005759
-0.0031991128,0.010496855
0.0034146213,-0.0022140145
0.007542531,-0.00032818317
-0.015243835,0.0040256977
0.026492538,-0.010210216
0.000661799,0.021273255
0.0076861973,-0.0033589005
0.014067398,0.0055627823
0.0071189767,0.007978559
0.0076885694,0.006386161
-0.010035644,0.0032945871
-0.017252985,-0.011420667
-0.008290042,-0.018103063
0.018560572,-0.00758034
0.009565135,0.010014653
0.0023872158,0.007612467
0.0015790251,0.0031044483
0.0018918318,0.00029289722
0.0077429363,0.0060920715
-0.00802102,0.0008444786
0.012633559,-0.0076810718
0.003591615,0.010942459
0.012153363,0.00020301342
-0.0105378935,-0.0011445284
-0.00069413317,-0.003756702
0.0077796946,-0.0010313988
-0.0085853245,0.007838964
-0.009352801,-0.00608021
-0.0010897792,-0.0073384643
0.011714676,0.0050264597
-0.003779979,0.011121035
0.003793178,-0.0045745373
-0.016565613,0.0011376143
0.0024166026,-0.012634754
-0.018683283,0.0038532019
-0.00038556565,-0.020608008
0.0033052366,-0.002550602
-0.009611441,0.0032930374
0.0030797315,-0.01016438
-0.0048599797,0.0021990538
-0.004077565,-0.007065892
0.008870785,0.00015735626
0.01617237,0.010462642
0.0011445893,0.011738062
-0.014696249,0.00121212
-0.002497981,-0.017198801
-0.018340632,-0.0017671585
-0.008889998,-0.016572118
-0.0029262716,-0.010702848
0.014472772,-0.0028361082
-0.00786416,0.0105679035
0.015861945,-0.008733511
-0.016819233,0.011670113
0.010276675,-0.011925936
0.013562478,0.012008071
-0.018339964,0.0098006725
0.0020540555,-0.016292393
0.00086447457,0.0023459196
0.0068349713,0.0041202307
-0.0038740358,0.0060349703
0.014299604,-0.0011664629
0.0044168145,0.009981751
0.014466984,0.0043227673
0.0043827263,0.012633324
-0.0048695733,0.009827495
-0.00015748422,-0.005915582
0.0018296035,0.0024051666
0.0014937848,7.677078e-05
-0.00031803385,0.0030231476
-0.0031378355,0.0029258728
0.017587492,-0.0011366606
0.0035283302,0.011388779
0.005751935,-0.0042087436
-0.00017799497,0.0029720068
0.0058501074,-0.000310421
-0.0032478361,-0.002343297
0.0037037043,-0.003256619
-0.00023726768,0.00066125393
-0.012449312,0.001965046
-0.0065412433,-0.010171711
0.02186107,-0.0068282485
0.0063462034,0.015743494
-0.0036687083,0.008041143
-0.008480936,-0.0013625622
-0.0064744507,-0.010782659
-0.008262084,-0.008024275
0.019680971,-0.008574188
0.0010842785,0.01650095
-0.0015167558,-0.0016537309
0.002747831,-0.001691997
-0.00812044,-0.000908196
-0.0048982105,-0.0066152215
0.0032955257,-0.0002669096
-0.006983477,0.0014408827
0.013957569,-0.010089219
0.009823243,0.012378097
-0.0044837636,0.0034451485
-0.0047661504,-0.0032586455
-0.012390456,-0.0041897893
-0.004961738,-0.0069417357
-0.0018368966,-0.007732153
0.011263409,-0.0010753274
0.00020242651,0.010031819
-0.004500944,-0.0015277863
0.008260205,-0.0040708184
0.018883148,0.0046584606
-0.0042434298,0.021208644
0.0018380721,-0.005920768
-0.0047234343,0.0003105402
0.0057500936,0.0027325153
-7.436138e-07,0.005007863
0.007735572,0.0012760162
0.0036185533,0.005595207
-0.0035179164,0.0042797327
0.01242492,-0.0068044066
-0.0026070112,0.01261735
-0.0050054477,-0.00316602
-0.004530658,-0.007150352
0.00518172,-0.0030055642
-0.004281981,-0.00014162064
-0.0036288914,-0.006459594
0.0060561965,-0.0003771186
-0.0017441845,0.006288886
0.011528032,-0.002183497
0.011826453,0.007968664
0.0009477045,0.008357525
-0.004236904,0.0003157854
-0.009648139,-0.0037720203
-0.00397573,-0.010685146
0.0022803876,-0.0055238605
0.010519961,0.006210804
0.0060539646,0.009339452
0.00550239,0.0025103092
-0.0019391705,0.0013890266
0.0013427478,0.0033112764
0.0028206517,0.0022115707
0.0050903684,0.010599256
-3.7196383e-05,0.0031266212
0.0004750846,0.0046766996
0.0017290555,7.1287155e-05
0.00051731634,0.0052102804
0.00090991444,0.00075769424
-0.01094752,0.0023152828
0.0066308454,-0.006683588
0.0018291367,0.005004406
-0.00138431,0.002826929
-0.012443409,0.0020008087
-0.0036215924,-0.009771347
0.003577131,-0.001888454
0.008082233,-0.0042670965
-0.0049658935,0.011621237
-0.0065557235,-0.0044721365
0.005290024,-0.005412221
0.00093523815,0.0015029907
0.003998815,0.002992034
-0.01171269,0.00074350834
-0.005547991,-0.010231197
-0.0072898925,-0.0051693916
0.00015487181,-0.008367717
0.0019227769,0.0007493496
-0.005067504,-0.0010715127
0.00859238,-0.0050738454
-0.013021449,0.005370617
0.005629396,-0.010836244
0.005106664,0.0072574615
0.009511,0.0062037706
0.0010148039,0.008469105
-1.935583e-05,0.0010778904
0.0020399764,-0.004824519
-0.0087167015,0.0033351183
-0.0071035386,-0.0056186914
0.0016684026,-0.0057380795
0.0048118024,0.001670599
0.008140433,0.0021988153
-0.00033609496,0.002519846
0.0010327691,-0.00051152706
0.0068843192,-0.0020336509
-0.009375133,0.0095899105
0.0028875296,-0.008275449
-0.0036322789,0.00017511845
-0.005156683,-0.0030779243
-0.014613616,-0.0022264123
-0.005415574,-0.010756314
0.0016230068,-0.0031282902
-0.014192936,0.0012671947
-0.0037644675,-0.0114094615
0.005147729,-0.0020408034
-0.004849555,0.0034595728
-0.0015905048,-0.0047180653
-0.016556151,-0.002212882
0.009616032,-0.012890518
0.00076871715,0.0038534403
0.011379499,-0.00030124187
0.0035000066,0.00869596
0.0032663385,0.0058989525
0.004760974,0.004006982
-0.006178434,0.001943469
-0.0004814504,-0.0051392317
0.0120515525,0.0011640787
-0.00014622188,0.009333134
-0.01572188,0.00038576126
-0.007104424,-0.0097821355
-0.008889417,-0.0074530244
-0.0031036288,-0.00858587
0.0040731463,-0.0057617426
-0.0059593935,0.0062232018
-0.009626795,-0.0031818151
-0.0037957751,-0.007616818
0.016813338,-0.011185586
0.007720829,0.015774488
0.009078203,0.0037629604
0.0166167,0.0067076683
0.009583615,0.016964912
0.0019090932,0.0065675974
0.0048526064,0.0010139942
0.00041342087,0.0016641617
-0.0024648495,-0.0011809468
0.010581745,-0.006458938
-0.0003091103,0.011541367
0.016982144,0.0015975237
0.002212907,0.014264941
0.0070982133,0.0046948195
0.002104538,-0.0013072491
0.006598445,5.185604e-05
-0.002128586,0.005830407
0.0061801537,-0.0017851591
0.0030560372,0.0052651167
-0.001006078,0.0033203363
-0.0022702368,-0.0016015768
0.002201738,0.0023635626
0.012904298,0.00037956238
0.008458803,0.014689922
-0.0026283462,0.008194804
