ppo_return,benchmark_return
-0.0030736404,-0.0026112199
-5.948325e-05,0.002342105
-0.007331039,0.00088620186
0.024642745,-0.0017704368
0.0052594026,0.016326785
0.02098659,0.00081539154
0.008116924,0.012730122
0.009910051,0.0044841766
-0.006997763,0.0070643425
0.00057646784,-0.005027294
-0.016053572,0.0005508661
-0.023840424,-0.008597314
-0.0059594763,-0.019080102
0.0041506467,-0.004658282
0.011138941,0.0018122196
-0.035732653,0.009783387
-0.00658915,-0.030289173
-0.007614311,-0.005712211
-0.008690469,-0.00959909
0.002370042,-0.008821368
-0.009918438,0.004633069
-0.007933859,-0.010676503
0.019723332,-0.005528331
0.0058977315,0.01399827
0.013811999,0.0061187744
0.012672164,0.011870861
-0.043430958,0.007142067
0.0027764621,-0.03941679
-0.010519916,0.00096833706
-0.0063471603,-0.005565107
0.00895742,-0.004502356
-0.012233546,0.00639987
-0.016321242,-0.010104835
-0.010378007,-0.017014503
-0.016692935,-0.0035482645
-0.005216133,-0.01616764
-0.0068846517,-0.011138737
0.018462038,-0.0042999387
-0.019922143,0.01883471
-0.022609279,-0.015433729
0.026698848,-0.017111719
0.031585813,0.026644588
-0.0011866003,0.027989268
-0.010921394,-0.0014002919
-0.032062605,-0.011459708
-0.007860981,-0.021056294
-0.004643819,-0.0032054186
-0.0009043275,0.0012433529
0.024749963,-0.0009692311
-0.020809319,0.028341174
0.030335784,-0.013445675
0.01429856,0.018592715
-0.003966037,0.011196613
0.00030114822,-0.0032758117
0.026764229,-0.0029654503
0.009114048,0.024691105
0.015936773,0.013417721
-0.0054860013,0.010702372
-0.004541111,7.43866e-05
0.016122648,0.006098509
-0.0039534452,0.025864363
-0.009139068,-0.003921032
-0.025531748,-0.0024363995
-0.012140502,-0.015479028
0.01119015,-0.004557371
0.008599306,0.012561083
0.004899204,0.013078332
-0.03751986,0.010169268
0.058211986,-0.019507587
0.015289169,0.036951303
-0.009678243,0.0009635687
0.011801113,-0.0062569976
-0.0058659515,0.0016764402
-0.0075511658,-0.0011637211
0.0045404383,-0.00022375584
0.00446836,0.005943179
0.009760594,-0.0013456345
0.010764253,0.0118047
-0.00023103929,0.0028141737
-0.011857924,0.004473686
-0.0075762603,-0.014486551
0.030483665,9.071827e-05
-0.0033542172,0.021777987
-0.00071201386,-0.005630493
-0.020577587,0.0010137558
-0.016236039,-0.014022052
-0.0018393553,-0.010332584
0.012051321,4.708767e-05
-0.0070282235,0.0054633617
0.016050301,-0.00902921
0.0066711963,0.015789509
-0.007794233,0.0030466318
-0.02823272,-0.0041716695
-0.01217399,-0.02249676
-0.015432744,-0.008486092
0.004276191,-0.0049489737
0.016230756,0.0028146505
-0.012955914,0.016034842
0.0061201244,-0.010456204
-0.0092346845,0.005342245
-0.014747509,0.0011333227
0.018634241,-0.011005759
-0.0028803032,0.010496855
0.005423563,-0.0022140145
0.00874677,-0.00032818317
-0.014016795,0.0040256977
0.02507245,-0.010210216
0.004382895,0.021273255
0.0072538485,-0.0033589005
0.014676456,0.0055627823
0.007993559,0.007978559
0.0075842184,0.006386161
-0.0022506046,0.0032945871
-0.017042875,-0.011420667
-0.009811637,-0.018103063
0.023687055,-0.00758034
0.014065406,0.010014653
0.0008296965,0.007612467
0.0041577937,0.0031044483
0.0038142684,0.00029289722
0.0046445183,0.0060920715
-0.009969159,0.0008444786
0.012575473,-0.0076810718
0.011248993,0.010942459
0.014949972,0.00020301342
-0.015402758,-0.0011445284
-0.004158078,-0.003756702
0.0077193496,-0.0010313988
-0.006786957,0.007838964
-0.006059854,-0.00608021
-0.0027875076,-0.0073384643
0.013151574,0.0050264597
0.00068698835,0.011121035
0.0056457696,-0.0045745373
-0.018536061,0.0011376143
0.0005515655,-0.012634754
-0.019693488,0.0038532019
-0.0015481956,-0.020608008
0.0077831848,-0.002550602
-0.010525737,0.0032930374
0.0020128193,-0.01016438
-0.0045609428,0.0021990538
-0.009114415,-0.007065892
0.011935709,0.00015735626
0.014836541,0.010462642
-0.0013107082,0.011738062
-0.0128524685,0.00121212
0.0012814958,-0.017198801
-0.018546904,-0.0017671585
-0.011639593,-0.016572118
0.0013506643,-0.010702848
0.015700934,-0.0028361082
0.000117562915,0.0105679035
0.018050682,-0.008733511
-0.008401871,0.011670113
0.008006316,-0.011925936
0.012650522,0.012008071
-0.014833736,0.0098006725
0.0045619216,-0.016292393
0.0009516657,0.0023459196
0.007501559,0.0041202307
-0.004053486,0.0060349703
0.013006675,-0.0011664629
0.0073996615,0.009981751
0.015184354,0.0043227673
0.004288719,0.012633324
-0.0018477142,0.009827495
-0.0017654701,-0.005915582
0.0030011416,0.0024051666
0.002447222,7.677078e-05
-0.0037335781,0.0030231476
-0.007825626,0.0029258728
0.01673785,-0.0011366606
-0.00037953124,0.011388779
0.0040628514,-0.0042087436
0.0030985046,0.0029720068
-0.0018916479,-0.000310421
-0.003254739,-0.002343297
0.007852081,-0.003256619
0.0013810596,0.00066125393
-0.0132727055,0.001965046
-0.0011828487,-0.010171711
0.021062285,-0.0068282485
0.0043552364,0.015743494
-0.0006834802,0.008041143
-0.005497822,-0.0013625622
-0.0052200593,-0.010782659
-0.00989025,-0.008024275
0.019529058,-0.008574188
0.0048384536,0.01650095
-0.0036264558,-0.0016537309
0.0042253514,-0.001691997
-0.012905678,-0.000908196
-0.0034020355,-0.0066152215
0.0025560702,-0.0002669096
-0.00563539,0.0014408827
0.0133837415,-0.010089219
0.011047878,0.012378097
-0.008779855,0.0034451485
-0.0068091713,-0.0032586455
-0.009379619,-0.0041897893
-0.0021329208,-0.0069417357
0.010904352,-0.007732153
0.013024086,-0.0010753274
0.0010394033,0.010031819
-0.0041052173,-0.0015277863
0.009393521,-0.0040708184
0.01526169,0.0046584606
-0.0018441696,0.021208644
0.00034972798,-0.005920768
-0.0070301997,0.0003105402
0.010741684,0.0027325153
0.0013543944,0.005007863
0.009432297,0.0012760162
0.004320969,0.005595207
0.00041769896,0.0042797327
0.008469621,-0.0068044066
-0.006661474,0.01261735
-0.0029930416,-0.00316602
-0.005592324,-0.007150352
0.0060160793,-0.0030055642
-0.0068595014,-0.00014162064
-0.0023538484,-0.006459594
0.009320527,-0.0003771186
-0.0020441893,0.006288886
0.0034543783,-0.002183497
0.011448806,0.007968664
0.00063828396,0.008357525
-0.0039416202,0.0003157854
-0.009534866,-0.0037720203
-0.00499382,-0.010685146
-0.00016104257,-0.0055238605
0.008196403,0.006210804
0.0065612784,0.009339452
0.007066826,0.0025103092
0.001685595,0.0013890266
-0.0022585494,0.0033112764
0.006136399,0.0022115707
0.0065401616,0.010599256
-0.004238921,0.0031266212
0.0025452846,0.0046766996
0.0005581501,7.1287155e-05
0.000523437,0.0052102804
0.00066375034,0.00075769424
-0.0032460224,0.0023152828
0.010471072,-0.006683588
0.0070458716,0.005004406
-0.0039364933,0.002826929
-0.014762062,0.0020008087
-0.0012499767,-0.009771347
0.00426928,-0.001888454
0.009499927,-0.0042670965
-0.0036892747,0.011621237
-0.01023754,-0.0044721365
0.0076368004,-0.005412221
-0.0040864656,0.0015029907
0.0058009485,0.002992034
-0.009989961,0.00074350834
-0.007699261,-0.010231197
-0.010494266,-0.0051693916
0.0023584105,-0.008367717
0.005747403,0.0007493496
-0.0054413606,-0.0010715127
0.0083336765,-0.0050738454
-0.01445549,0.005370617
0.0055864262,-0.010836244
0.005546246,0.0072574615
0.010291566,0.0062037706
0.0035200578,0.008469105
0.0007785556,0.0010778904
-0.002525136,-0.004824519
-0.006313521,0.0033351183
-0.0071637905,-0.0056186914
0.0012927956,-0.0057380795
0.0031128493,0.001670599
0.007077548,0.0021988153
-0.0030655167,0.002519846
0.0029732713,-0.00051152706
0.007925249,-0.0020336509
-0.010293134,0.0095899105
-0.0018739188,-0.008275449
-0.007674412,0.00017511845
-0.0037018652,-0.0030779243
-0.014434841,-0.0022264123
-0.002567933,-0.010756314
0.0028724766,-0.0031282902
-0.014326487,0.0012671947
-0.00373646,-0.0114094615
0.0044278773,-0.0020408034
0.0011523217,0.0034595728
0.00413774,-0.0047180653
-0.016404284,-0.002212882
0.008460704,-0.012890518
0.0011137803,0.0038534403
0.009708633,-0.00030124187
0.0032364926,0.00869596
0.004726092,0.0058989525
0.0044235163,0.004006982
-0.003483765,0.001943469
-0.0029654165,-0.0051392317
0.011438823,0.0011640787
-0.0020039014,0.009333134
-0.010379702,0.00038576126
-0.005274594,-0.0097821355
-0.009734263,-0.0074530244
0.0036272209,-0.00858587
0.006276128,-0.0057617426
-0.013485527,0.0062232018
-0.0075594718,-0.0031818151
0.002009117,-0.007616818
0.01726568,-0.011185586
0.006677901,0.015774488
0.0068245167,0.0037629604
0.017573567,0.0067076683
0.008397082,0.016964912
0.0026808865,0.0065675974
0.0074497596,0.0010139942
-3.3857017e-05,0.0016641617
0.005341183,-0.0011809468
0.008126566,-0.006458938
0.0014434208,0.011541367
0.015721565,0.0015975237
0.0041232053,0.014264941
-0.0022739198,0.0046948195
-0.0007193283,-0.0013072491
0.007422303,5.185604e-05
-0.0035434272,0.005830407
0.0044818674,-0.0017851591
0.0021124978,0.0052651167
-0.0002559534,0.0033203363
-0.0032528078,-0.0016015768
-0.0008141284,0.0023635626
