sk_ddpg_return,benchmark_return
-0.0014613395,0.002342105
-0.0044342796,0.00088620186
0.020151014,-0.0017704368
0.002051237,0.016326785
0.0165275,0.00081539154
0.0061255223,0.012730122
0.0065817554,0.0044841766
-0.006768063,0.0070643425
-0.0001446052,-0.005027294
-0.011014955,0.0005508661
-0.019936508,-0.008597314
-0.0034805133,-0.019080102
0.0013611458,-0.004658282
0.012748402,0.0018122196
-0.03525263,0.009783387
-0.006315949,-0.030289173
-0.009684177,-0.005712211
-0.009410627,-0.00959909
0.0011211667,-0.008821368
-0.01170888,0.004633069
-0.007703522,-0.010676503
0.016896611,-0.005528331
0.0051687527,0.01399827
0.014536074,0.0061187744
0.009688041,0.011870861
-0.04110892,0.007142067
0.00083970604,-0.03941679
-0.008019192,0.00096833706
-0.0036451654,-0.005565107
0.0078107994,-0.004502356
-0.01157987,0.00639987
-0.017656893,-0.010104835
-0.0069567,-0.017014503
-0.0148754055,-0.0035482645
-0.008579446,-0.01616764
-0.0038703952,-0.011138737
0.017295567,-0.0042999387
-0.019380664,0.01883471
-0.022644702,-0.015433729
0.02798145,-0.017111719
0.029156025,0.026644588
-0.0013240257,0.027989268
-0.0125238225,-0.0014002919
-0.027770013,-0.011459708
-0.0032021648,-0.021056294
0.002021272,-0.0032054186
-0.0016001991,0.0012433529
0.02675285,-0.0009692311
-0.017350934,0.028341174
0.023152433,-0.013445675
0.010380988,0.018592715
-0.002313096,0.011196613
-0.0023489662,-0.0032758117
0.022151815,-0.0029654503
0.012655113,0.024691105
0.013584494,0.013417721
-0.001978105,0.010702372
0.0039394717,7.43866e-05
0.026176013,0.006098509
-0.0060871616,0.025864363
-0.0040639197,-0.003921032
-0.018299777,-0.0024363995
-0.0041496716,-0.015479028
0.015654119,-0.004557371
0.00868987,0.012561083
0.010318926,0.013078332
-0.022818742,0.010169268
0.04610284,-0.019507587
0.008344108,0.036951303
-0.0065451916,0.0009635687
0.004860081,-0.0062569976
-0.0039264094,0.0016764402
-0.0011370498,-0.0011637211
0.005075507,-0.00022375584
3.8742644e-05,0.005943179
0.01177644,-0.0013456345
