sk_ddpg_return,benchmark_return
-0.00028738324,-0.0026112199
0.003655974,0.002342105
-0.0020056365,0.00088620186
0.021879049,-0.0017704368
0.0074731554,0.016326785
0.016883254,0.00081539154
0.0033065672,0.012730122
0.010144837,0.0044841766
-0.0071925046,0.0070643425
0.0044264146,-0.005027294
-0.01443912,0.0005508661
-0.021057015,-0.008597314
-0.00048260408,-0.019080102
0.004029699,-0.004658282
0.0139761055,0.0018122196
-0.029321998,0.009783387
-0.0034930487,-0.030289173
-0.011443249,-0.005712211
-0.011008475,-0.00959909
0.00034364758,-0.008821368
-0.008018205,0.004633069
-0.006160824,-0.010676503
0.01698467,-0.005528331
0.0047010407,0.01399827
0.01512875,0.0061187744
0.013175824,0.011870861
-0.043612815,0.007142067
0.0007238974,-0.03941679
-0.010523194,0.00096833706
-0.010933756,-0.005565107
0.009310296,-0.004502356
-0.011395589,0.00639987
-0.020235518,-0.010104835
-0.012141122,-0.017014503
-0.02088243,-0.0035482645
-0.011326134,-0.01616764
-0.0012313252,-0.011138737
0.024704613,-0.0042999387
-0.020493608,0.01883471
-0.018074002,-0.015433729
0.03476455,-0.017111719
0.032508098,0.026644588
-0.004101457,0.027989268
-0.0057726176,-0.0014002919
-0.025606586,-0.011459708
-0.0029230006,-0.021056294
-0.001765808,-0.0032054186
-0.0044849417,0.0012433529
0.024793185,-0.0009692311
-0.020709766,0.028341174
0.024229823,-0.013445675
0.014047722,0.018592715
-0.00044651586,0.011196613
-0.0068070916,-0.0032758117
0.021403352,-0.0029654503
0.013207729,0.024691105
0.017316692,0.013417721
-0.0076848934,0.010702372
0.00657984,7.43866e-05
0.022501605,0.006098509
-0.004856159,0.025864363
-0.0059263245,-0.003921032
-0.018386725,-0.0024363995
-0.004284701,-0.015479028
0.012816925,-0.004557371
0.009975672,0.012561083
0.0072970013,0.013078332
-0.028492283,0.010169268
0.050029103,-0.019507587
0.008604708,0.036951303
-0.0092135,0.0009635687
0.0092385365,-0.0062569976
-0.00562556,0.0016764402
-0.00092145667,-0.0011637211
0.0068005905,-0.00022375584
0.0029353884,0.005943179
0.011539348,-0.0013456345
0.0047343853,0.0118047
0.00090260373,0.0028141737
-0.017831776,0.004473686
0.0007123087,-0.014486551
0.022761555,9.071827e-05
-0.0018905682,0.021777987
0.0033608417,-0.005630493
-0.015955364,0.0010137558
-0.01622645,-0.014022052
-0.0018031796,-0.010332584
0.007673094,4.708767e-05
-0.008383425,0.0054633617
0.017243035,-0.00902921
0.0074735717,0.015789509
-0.008735753,0.0030466318
-0.021104995,-0.0041716695
-0.008724855,-0.02249676
-0.009452291,-0.008486092
0.006295581,-0.0049489737
0.016646314,0.0028146505
-0.013460004,0.016034842
0.009168305,-0.010456204
-0.0008780312,0.005342245
-0.0147199705,0.0011333227
0.014754421,-0.011005759
-0.0019338765,0.010496855
0.0028866748,-0.0022140145
0.0100296335,-0.00032818317
-0.010557849,0.0040256977
0.026637603,-0.010210216
-0.0028577398,0.021273255
0.006930651,-0.0033589005
0.012509879,0.0055627823
0.00899755,0.007978559
0.006023979,0.006386161
-0.010060949,0.0032945871
-0.016049944,-0.011420667
-0.013062626,-0.018103063
0.017916251,-0.00758034
0.009486158,0.010014653
0.009853363,0.007612467
0.00015839128,0.0031044483
0.002361669,0.00029289722
0.009092625,0.0060920715
-0.008388254,0.0008444786
0.011175427,-0.0076810718
0.0012510923,0.010942459
0.008991644,0.00020301342
-0.010119764,-0.0011445284
-0.0030264417,-0.003756702
0.006210983,-0.0010313988
-0.010149484,0.007838964
-0.009602242,-0.00608021
0.0035568797,-0.0073384643
0.010272876,0.0050264597
