sk_ddpg_return,benchmark_return
0.0027899528,-0.0026112199
-0.0006863666,0.002342105
-0.0022130483,0.00088620186
0.018712275,-0.0017704368
0.00065804773,0.016326785
0.012943927,0.00081539154
0.0075688944,0.012730122
0.0056491597,0.0044841766
-0.0057134037,0.0070643425
-0.0011057951,-0.005027294
-0.008507012,0.0005508661
-0.018176636,-0.008597314
-0.0068142684,-0.019080102
0.0021943708,-0.004658282
0.00854016,0.0018122196
-0.029145138,0.009783387
-0.00676267,-0.030289173
-0.0076338667,-0.005712211
-0.008987305,-0.00959909
0.004563922,-0.008821368
-0.009874201,0.004633069
-0.005403687,-0.010676503
0.01571582,-0.005528331
0.007592677,0.01399827
0.013431867,0.0061187744
0.0061935694,0.011870861
-0.03796326,0.007142067
-0.001965527,-0.03941679
-0.0068484936,0.00096833706
-0.00392493,-0.005565107
0.0066238516,-0.004502356
-0.012792729,0.00639987
-0.019347994,-0.010104835
-0.00472097,-0.017014503
-0.0115836235,-0.0035482645
-0.012479687,-0.01616764
-0.005860765,-0.011138737
0.017998874,-0.0042999387
-0.0133590605,0.01883471
-0.014382883,-0.015433729
0.028111,-0.017111719
0.02759506,0.026644588
-0.0035312506,0.027989268
-0.012229054,-0.0014002919
-0.021141388,-0.011459708
-0.004650081,-0.021056294
-0.00157935,-0.0032054186
-0.00059850083,0.0012433529
0.028076056,-0.0009692311
-0.013795201,0.028341174
0.021898823,-0.013445675
0.014033273,0.018592715
-0.005363916,0.011196613
-0.0065724864,-0.0032758117
0.021356022,-0.0029654503
0.015057677,0.024691105
0.013518685,0.013417721
0.0014450054,0.010702372
0.008591615,7.43866e-05
0.026273724,0.006098509
-0.0054695825,0.025864363
-0.0016893977,-0.003921032
-0.017737072,-0.0024363995
-0.006788002,-0.015479028
0.011556,-0.004557371
0.014382121,0.012561083
0.011464243,0.013078332
-0.015659919,0.010169268
0.042282872,-0.019507587
-0.0018284988,0.036951303
-0.0048987474,0.0009635687
-0.00018185675,-0.0062569976
0.00048882485,0.0016764402
-0.0028120128,-0.0011637211
0.005640355,-0.00022375584
-8.314644e-05,0.005943179
0.012847419,-0.0013456345
0.0039880746,0.0118047
0.0042731767,0.0028141737
-0.012752397,0.004473686
-0.00084380026,-0.014486551
0.025190756,9.071827e-05
-0.007925486,0.021777987
0.0011619215,-0.005630493
-0.018471578,0.0010137558
-0.0064600804,-0.014022052
-0.00068674545,-0.010332584
0.004900614,4.708767e-05
-0.006381117,0.0054633617
0.015067106,-0.00902921
0.0028918732,0.015789509
-0.0063726185,0.0030466318
-0.019332554,-0.0041716695
-0.00892962,-0.02249676
-0.003907231,-0.008486092
0.0020945217,-0.0049489737
0.013743589,0.0028146505
-0.00819881,0.016034842
0.0053053102,-0.010456204
0.0023106842,0.005342245
-0.009555252,0.0011333227
0.011658537,-0.011005759
-0.0036038088,0.010496855
0.0008704473,-0.0022140145
0.0052818544,-0.00032818317
-0.014320821,0.0040256977
0.022626419,-0.010210216
-0.0007496221,0.021273255
0.005955758,-0.0033589005
0.00679324,0.0055627823
0.0056869574,0.007978559
0.0053794486,0.006386161
-0.011416354,0.0032945871
-0.019929329,-0.011420667
-0.010491598,-0.018103063
0.013107246,-0.00758034
0.0058363597,0.010014653
0.007781392,0.007612467
0.0005508989,0.0031044483
0.0017272242,0.00029289722
0.0068237567,0.0060920715
-0.0029409681,0.0008444786
0.011213545,-0.0076810718
0.0001255418,0.010942459
-0.0008082587,0.00020301342
-0.002803228,-0.0011445284
0.0011015288,-0.003756702
0.0032655448,-0.0010313988
-0.0065026567,0.007838964
-0.0073806727,-0.00608021
0.0017530925,-0.0073384643
0.0121045,0.0050264597
-0.0057654064,0.011121035
0.0020380837,-0.0045745373
-0.012903872,0.0011376143
0.0051483475,-0.012634754
-0.019021472,0.0038532019
-0.00090277556,-0.020608008
0.002165168,-0.002550602
-0.0071782414,0.0032930374
0.0028816932,-0.01016438
-0.004675012,0.0021990538
2.5465606e-06,-0.007065892
0.013667756,0.00015735626
0.010060123,0.010462642
-0.0002215082,0.011738062
-0.017275129,0.00121212
-0.0016533217,-0.017198801
-0.017393123,-0.0017671585
-0.010288082,-0.016572118
-0.003601798,-0.010702848
0.012693595,-0.0028361082
-0.007894337,0.0105679035
0.011297466,-0.008733511
-0.013476462,0.011670113
0.012112011,-0.011925936
0.010325724,0.012008071
-0.015347068,0.0098006725
0.0010748198,-0.016292393
0.0041809883,0.0023459196
0.0065314407,0.0041202307
-0.001995555,0.0060349703
0.011027949,-0.0011664629
0.0027378974,0.009981751
0.013228067,0.0043227673
0.0064372774,0.012633324
-0.0072121597,0.009827495
0.0011255692,-0.005915582
0.00014764241,0.0024051666
0.003197953,7.677078e-05
0.0030992012,0.0030231476
-0.00077394705,0.0029258728
0.009781469,-0.0011366606
0.0015410101,0.011388779
0.005678138,-0.0042087436
-8.7225424e-05,0.0029720068
0.0022978468,-0.000310421
-0.004683578,-0.002343297
0.0029415984,-0.003256619
-0.0003860271,0.00066125393
-0.010309863,0.001965046
-0.0075144093,-0.010171711
0.017538223,-0.0068282485
0.009201796,0.015743494
-0.0018727205,0.008041143
-0.012151708,-0.0013625622
-0.0066547454,-0.010782659
-0.008701918,-0.008024275
0.016189152,-0.008574188
-0.0017467375,0.01650095
-0.0011489785,-0.0016537309
-0.0007624073,-0.001691997
-0.004003186,-0.000908196
-0.000756571,-0.0066152215
0.0011726781,-0.0002669096
-0.010381071,0.0014408827
0.014014209,-0.010089219
0.0049328776,0.012378097
-0.0027016755,0.0034451485
-0.005207333,-0.0032586455
-0.008329797,-0.0041897893
-0.0076100263,-0.0069417357
-0.00223851,-0.007732153
0.010696685,-0.0010753274
-0.0016890441,0.010031819
-0.0034154048,-0.0015277863
0.006380465,-0.0040708184
0.019409478,0.0046584606
-0.0055372976,0.021208644
0.0023350816,-0.005920768
0.0017767567,0.0003105402
0.0036291464,0.0027325153
0.0017063002,0.005007863
0.004135647,0.0012760162
0.0043298146,0.005595207
-0.0047478406,0.0042797327
0.0143972235,-0.0068044066
-0.0017648217,0.01261735
-0.0052942694,-0.00316602
-0.0026600396,-0.007150352
0.00018588385,-0.0030055642
-0.0072186464,-0.00014162064
0.0006019655,-0.006459594
0.0073205316,-0.0003771186
-0.002589074,0.006288886
0.010045112,-0.002183497
0.009549779,0.007968664
0.0018803224,0.008357525
-0.0023982106,0.0003157854
-0.010586692,-0.0037720203
-0.00572867,-0.010685146
0.005359861,-0.0055238605
0.009240985,0.006210804
0.0045360285,0.009339452
0.0025238807,0.0025103092
0.002765854,0.0013890266
-0.00014062025,0.0033112764
0.010224579,0.0022115707
0.0070333104,0.010599256
0.0017643695,0.0031266212
-0.0015193308,0.0046766996
0.0041549294,7.1287155e-05
0.0006005962,0.0052102804
0.0003607897,0.00075769424
-0.010548938,0.0023152828
0.005242996,-0.006683588
0.0013993673,0.005004406
0.0036398924,0.002826929
-0.008415516,0.0020008087
-0.004091603,-0.009771347
-0.0028846506,-0.001888454
0.01015722,-0.0042670965
-0.0053123743,0.011621237
-0.004927974,-0.0044721365
0.0016255426,-0.005412221
0.0041545113,0.0015029907
0.0014583658,0.002992034
-0.009637941,0.00074350834
-0.0044015185,-0.010231197
-0.007964451,-0.0051693916
0.00076081353,-0.008367717
-0.00033148364,0.0007493496
-0.0053491844,-0.0010715127
0.0057350597,-0.0050738454
-0.0067135147,0.005370617
0.003798073,-0.010836244
0.005020657,0.0072574615
0.00952734,0.0062037706
0.0009141827,0.008469105
-0.0028286157,0.0010778904
0.0036273203,-0.004824519
-0.008881295,0.0033351183
-0.0036866101,-0.0056186914
0.0023287092,-0.0057380795
0.002693326,0.001670599
0.0049631516,0.0021988153
-0.0012974117,0.002519846
0.0003858137,-0.00051152706
0.010071749,-0.0020336509
-0.009440681,0.0095899105
0.00044857338,-0.008275449
-0.0014358793,0.00017511845
-0.0020634637,-0.0030779243
-0.012278511,-0.0022264123
-0.0034909793,-0.010756314
0.00016043792,-0.0031282902
-0.010684037,0.0012671947
-0.0040781004,-0.0114094615
0.005668511,-0.0020408034
-0.0071998667,0.0034595728
-0.0045008324,-0.0047180653
-0.01436466,-0.002212882
0.006703339,-0.012890518
-0.0037393162,0.0038534403
0.009410461,-0.00030124187
0.0036902325,0.00869596
0.005375899,0.0058989525
0.0021160443,0.004006982
-0.008506307,0.001943469
0.0021177402,-0.0051392317
0.012351834,0.0011640787
0.0018498711,0.009333134
-0.012081626,0.00038576126
-0.005579753,-0.0097821355
-0.009049755,-0.0074530244
-0.0052237506,-0.00858587
0.010237035,-0.0057617426
-0.00047926055,0.0062232018
-0.0064619128,-0.0031818151
