sk_ddpg_return,benchmark_return
0.0024471642,-0.0026112199
-0.002012269,0.002342105
-0.0031746812,0.00088620186
0.017947668,-0.0017704368
0.0021252057,0.016326785
0.013604634,0.00081539154
0.0045433375,0.012730122
0.010130643,0.0044841766
-0.0050699394,0.0070643425
0.003773551,-0.005027294
-0.012443872,0.0005508661
-0.019758934,-0.008597314
-0.004242027,-0.019080102
0.0037926906,-0.004658282
0.009569995,0.0018122196
-0.030291785,0.009783387
-0.0054885917,-0.030289173
-0.008692708,-0.005712211
-0.010402926,-0.00959909
0.001033948,-0.008821368
-0.00987405,0.004633069
-0.0050074384,-0.010676503
0.016291277,-0.005528331
0.007318837,0.01399827
0.011704058,0.0061187744
0.009317005,0.011870861
-0.039894,0.007142067
0.002168953,-0.03941679
-0.008915075,0.00096833706
-0.0037170555,-0.005565107
0.0082994625,-0.004502356
-0.012752319,0.00639987
-0.01616941,-0.010104835
-0.008143648,-0.017014503
-0.016558854,-0.0035482645
-0.012434655,-0.01616764
-0.0032754692,-0.011138737
0.019200323,-0.0042999387
-0.018550226,0.01883471
-0.02307345,-0.015433729
0.027839474,-0.017111719
0.029490879,0.026644588
-0.0020736023,0.027989268
-0.012235002,-0.0014002919
-0.022917707,-0.011459708
-0.0043730624,-0.021056294
-0.00017064935,-0.0032054186
-0.0015032024,0.0012433529
0.02723974,-0.0009692311
-0.014896398,0.028341174
0.022016302,-0.013445675
0.013594177,0.018592715
-0.002083794,0.011196613
-0.0015886019,-0.0032758117
0.017269062,-0.0029654503
0.013224667,0.024691105
0.016114812,0.013417721
-0.004265882,0.010702372
0.006081649,7.43866e-05
0.027395757,0.006098509
-0.0056331004,0.025864363
-0.00068212935,-0.003921032
-0.014203251,-0.0024363995
-0.002194853,-0.015479028
0.015258262,-0.004557371
0.009477702,0.012561083
0.008825012,0.013078332
-0.01601737,0.010169268
0.044305813,-0.019507587
0.0044616535,0.036951303
-0.005836535,0.0009635687
0.006108337,-0.0062569976
-0.0039781695,0.0016764402
0.001497952,-0.0011637211
0.0062474906,-0.00022375584
0.00015547367,0.005943179
0.013250086,-0.0013456345
0.0033139721,0.0118047
0.0027957154,0.0028141737
-0.013612405,0.004473686
0.0027764011,-0.014486551
0.022803402,9.071827e-05
-0.005139777,0.021777987
0.0016241191,-0.005630493
-0.016173912,0.0010137558
-0.009678397,-0.014022052
-0.0012132131,-0.010332584
0.008441092,4.708767e-05
-0.00730494,0.0054633617
0.017715998,-0.00902921
0.0049920552,0.015789509
-0.005184084,0.0030466318
-0.02080448,-0.0041716695
-0.011612463,-0.02249676
-0.0043025617,-0.008486092
0.004074676,-0.0049489737
0.021019358,0.0028146505
-0.010938589,0.016034842
0.005261205,-0.010456204
0.0020051328,0.005342245
-0.011505679,0.0011333227
0.011872377,-0.011005759
-0.0015569113,0.010496855
0.0037588968,-0.0022140145
0.00997165,-0.00032818317
-0.008443826,0.0040256977
0.024165688,-0.010210216
-0.0019705263,0.021273255
0.0051824665,-0.0033589005
0.004424872,0.0055627823
0.0053120623,0.007978559
0.0055998284,0.006386161
-0.009005341,0.0032945871
-0.021436805,-0.011420667
-0.010309827,-0.018103063
0.011540853,-0.00758034
0.010487491,0.010014653
0.0063047307,0.007612467
0.0010550142,0.0031044483
0.0043456852,0.00029289722
0.004912741,0.0060920715
-0.006422904,0.0008444786
0.010906164,-0.0076810718
0.002929632,0.010942459
0.0009857531,0.00020301342
-0.0050983494,-0.0011445284
-0.0025897746,-0.003756702
0.0066305115,-0.0010313988
-0.008673229,0.007838964
-0.0060386495,-0.00608021
0.0027022331,-0.0073384643
0.0138830645,0.0050264597
-0.0022652815,0.011121035
0.0025964912,-0.0045745373
-0.009295039,0.0011376143
0.0029391285,-0.012634754
-0.020098677,0.0038532019
-0.0015396487,-0.020608008
0.0041008927,-0.002550602
-0.00865633,0.0032930374
0.0022261653,-0.01016438
-0.002197239,0.0021990538
-0.0028008344,-0.007065892
0.012330231,0.00015735626
0.010581074,0.010462642
-0.00046716977,0.011738062
-0.013725728,0.00121212
-0.0014250044,-0.017198801
-0.017846335,-0.0017671585
-0.0037684557,-0.016572118
-0.0040113227,-0.010702848
0.013237144,-0.0028361082
-0.010069477,0.0105679035
0.012465548,-0.008733511
-0.010719111,0.011670113
0.013293955,-0.011925936
0.009883168,0.012008071
-0.018494096,0.0098006725
0.0022582,-0.016292393
0.0041926103,0.0023459196
0.0073246993,0.0041202307
-5.8698665e-06,0.0060349703
0.012277355,-0.0011664629
0.0031514608,0.009981751
0.012394736,0.0043227673
0.0050435443,0.012633324
-0.0039513083,0.009827495
-0.0010721048,-0.005915582
-0.0011585146,0.0024051666
0.0029999777,7.677078e-05
0.0004084559,0.0030231476
-0.0029426925,0.0029258728
0.0089594005,-0.0011366606
-0.0006874692,0.011388779
0.0054754927,-0.0042087436
0.0024715946,0.0029720068
0.0008017711,-0.000310421
-0.0074878316,-0.002343297
0.0028101252,-0.003256619
0.00033593923,0.00066125393
-0.010564774,0.001965046
-0.0071109827,-0.010171711
0.016779168,-0.0068282485
0.0073256143,0.015743494
0.0012252656,0.008041143
-0.0122463675,-0.0013625622
-0.007441657,-0.010782659
-0.009586541,-0.008024275
0.014963459,-0.008574188
-0.00018348137,0.01650095
-0.00028779876,-0.0016537309
-0.0012917602,-0.001691997
-0.003727211,-0.000908196
-0.000649815,-0.0066152215
0.0016174173,-0.0002669096
-0.009368222,0.0014408827
0.0137679465,-0.010089219
0.007215294,0.012378097
-0.0034572454,0.0034451485
-0.008030293,-0.0032586455
-0.0052134087,-0.0041897893
-0.008663388,-0.0069417357
0.003737314,-0.007732153
0.010238697,-0.0010753274
0.0012787628,0.010031819
-0.005633781,-0.0015277863
0.006290397,-0.0040708184
0.016497202,0.0046584606
-0.006288715,0.021208644
0.0010630985,-0.005920768
0.0037902072,0.0003105402
0.00571367,0.0027325153
0.0019018193,0.005007863
0.005351463,0.0012760162
0.0037205766,0.005595207
0.0038268836,0.0042797327
0.010202304,-0.0068044066
-0.00052139396,0.01261735
-0.0093063805,-0.00316602
-0.0035555337,-0.007150352
-0.0017092573,-0.0030055642
-0.0076263165,-0.00014162064
0.0020569235,-0.006459594
0.007916172,-0.0003771186
-0.0021461067,0.006288886
0.0073159835,-0.002183497
0.0075016636,0.007968664
0.00032702662,0.008357525
-0.00024891528,0.0003157854
-0.011728622,-0.0037720203
-0.005098106,-0.010685146
0.0047884085,-0.0055238605
0.010398519,0.006210804
0.0016643023,0.009339452
0.0019852472,0.0025103092
-0.004820554,0.0013890266
8.768857e-05,0.0033112764
0.005382613,0.0022115707
0.0070206854,0.010599256
0.005820692,0.0031266212
-0.00078036974,0.0046766996
0.005218758,7.1287155e-05
-0.0007678447,0.0052102804
0.008068116,0.00075769424
-0.007906208,0.0023152828
0.0044857003,-0.006683588
0.0019617523,0.005004406
-0.003322585,0.002826929
-0.009030926,0.0020008087
-0.0007560516,-0.009771347
-0.00638932,-0.001888454
0.010023566,-0.0042670965
-0.0051690997,0.011621237
-0.0050552716,-0.0044721365
0.0010556579,-0.005412221
0.002769969,0.0015029907
0.0015725272,0.002992034
-0.010217217,0.00074350834
-0.003929389,-0.010231197
-0.005921705,-0.0051693916
0.0024616362,-0.008367717
0.00062326196,0.0007493496
-0.005213222,-0.0010715127
0.0043591857,-0.0050738454
-0.008251581,0.005370617
0.006588747,-0.010836244
0.005696218,0.0072574615
0.00876582,0.0062037706
0.002766537,0.008469105
-0.0013217678,0.0010778904
0.0022208542,-0.004824519
-0.008245187,0.0033351183
-0.005130153,-0.0056186914
-0.0023945794,-0.0057380795
-0.0011256658,0.001670599
0.0033136783,0.0021988153
-0.0006783503,0.002519846
0.00036286298,-0.00051152706
0.00893553,-0.0020336509
-0.009096054,0.0095899105
-0.002320002,-0.008275449
-0.0014262086,0.00017511845
-0.0031102542,-0.0030779243
-0.015571563,-0.0022264123
-0.003261341,-0.010756314
0.00067158794,-0.0031282902
-0.010923805,0.0012671947
-0.0032916593,-0.0114094615
0.00093341013,-0.0020408034
-0.0023385282,0.0034595728
-0.005322199,-0.0047180653
-0.008866131,-0.002212882
0.0031090318,-0.012890518
-0.0034898194,0.0038534403
0.0060026255,-0.00030124187
0.0035498077,0.00869596
0.007065558,0.0058989525
0.00062189513,0.004006982
-0.0077251485,0.001943469
-0.0010867772,-0.0051392317
0.0110933995,0.0011640787
0.0021263482,0.009333134
-0.0063558524,0.00038576126
-0.0044564977,-0.0097821355
-0.010112534,-0.0074530244
-0.0031259754,-0.00858587
0.012384894,-0.0057617426
-0.006818355,0.0062232018
-0.0040212385,-0.0031818151
-0.011613317,-0.007616818
0.016967557,-0.011185586
0.010300506,0.015774488
0.0047905594,0.0037629604
0.017063124,0.0067076683
0.006145105,0.016964912
0.0012221613,0.0065675974
0.0020296269,0.0010139942
-0.0020919216,0.0016641617
-0.0060301633,-0.0011809468
0.010336622,-0.006458938
0.0021457153,0.011541367
0.013360231,0.0015975237
0.0050114347,0.014264941
-0.007182869,0.0046948195
0.0010420104,-0.0013072491
0.008883095,5.185604e-05
0.00015703068,0.005830407
0.0045093177,-0.0017851591
0.0025916055,0.0052651167
-0.0005718358,0.0033203363
0.0036764094,-0.0016015768
0.002884853,0.0023635626
0.014053887,0.00037956238
0.010513375,0.014689922
-0.0011573823,0.008194804
-0.0009609442,-0.0011327863
-0.0029773351,-0.0022064447
0.0013460069,-0.0019413233
0.002331025,0.0017459393
0.007476202,0.0036129951
0.0053033167,0.0043329
0.0104020955,0.0047523975
0.003808159,0.014005661
0.0027735026,0.004262924
0.00477184,0.0015251637
0.004606585,2.3007393e-05
-0.012829359,0.006752372
0.008224097,-0.012671649
-0.0045604683,0.00869298
0.004038983,-0.0004914403
0.0021003233,0.0042625666
0.0014179276,0.0029615164
0.00032064161,0.0014228821
-0.0006469572,-0.0005452633
-0.007686159,0.0006766319
-0.00065714703,-0.0075526237
0.002497829,0.00027108192
0.0037984818,0.00068831444
-0.0049400036,0.00578928
0.0068289167,-0.004188955
-0.00015560054,0.00454545
5.2978285e-05,0.00040555
-0.007313686,-0.0031300783
-0.001982011,-0.00616765
0.0075447825,-0.0025280118
0.015038384,0.0054186583
0.000663277,0.01054728
0.004082671,0.003644824
-0.0037961567,-0.0025356412
0.010616481,-0.002613306
0.0054015755,0.0064206123
0.0034888901,0.0015847683
0.004849851,0.0058783293
-0.010123188,0.0034919977
0.007599882,-0.008240938
0.001984799,0.009686351
-0.007504236,0.0034937859
0.0029017301,-0.007096231
0.0050122994,0.0036799908
0.0005472282,0.004049659
0.0013265256,0.0012661219
0.0036676747,-0.001410842
-0.011075413,0.003250122
0.0046459497,-0.013522267
0.0075484025,0.0039589405
-0.0033844719,0.0090789795
0.0014953507,-0.003743112
0.0007212084,-0.0016616583
0.013120309,0.0012559891
0.0015036499,0.011832237
-0.0022775684,0.0015977621
0.00033444856,-0.0015920997
0.0017567688,-0.0024781823
0.0011570371,-0.00060015917
0.0010467692,0.0012162924
0.0013689605,0.0023332834
-0.004041858,-0.002495706
0.004564453,-0.010378003
0.0022826027,0.0019659996
-0.0022960214,0.003370285
0.0011242954,-0.0017699599
0.003988506,0.0012129545
0.00015157684,0.006082773
-0.008509359,0.0009698868
-0.0053663547,-0.0035258532
0.0023342331,-0.0049064755
0.0067983367,0.001954317
0.01027479,0.008257985
0.004676069,0.01026237
-0.0077076,0.006814122
-0.002653777,-0.007678807
-0.0030529,-0.0041102767
0.011701862,-0.00079649687
0.0010394196,0.01216197
-0.0073303245,0.0011894703
-0.0064652925,-0.0060420632
-0.0032476014,-0.010023892
-0.012252095,-0.0011002421
0.005147471,-0.0135496855
0.00032517692,0.007955551
-0.0009810316,-0.0002888441
-0.009320902,-0.00023472309
0.00098242,-0.010856986
-0.012925284,-6.330013e-05
-0.0065119304,-0.012372613
-0.00094851595,-0.0065326095
-0.0045312205,0.0016922951
0.0027940124,-0.0012079477
0.0071393377,0.00058460236
0.004865398,0.0055861473
0.0065397276,0.006675601
-0.00149182,0.0068962574
-0.0052620675,-0.0011107922
0.0019583367,-0.009753287
0.0053869598,0.0040397644
-0.0128163695,0.0038292408
-0.0012079506,-0.0148534775
0.0073031825,0.002310276
0.0045019686,0.008505106
0.0053657386,0.011772752
0.0012583487,0.004565954
0.005053755,0.00082337856
0.0045772633,0.0044267178
0.0032573715,0.008484483
-0.0001751155,0.0031756163
0.0018771428,-0.0020582676
0.0053052725,0.0032105446
0.0054654274,0.008844972
0.0017873937,-0.000967741
-0.007658569,0.003366232
0.0020313459,-0.0049200654
-0.0015650355,0.0016634464
-0.015424822,-0.0050647855
0.0033406662,-0.015269995
-0.0026768476,0.00011074543
-0.0064525483,-0.005547285
-0.0030027954,-0.010586619
0.01753619,-0.0085859895
-1.4005907e-05,0.015083075
0.006885345,-0.002980113
-0.0006089213,0.0036363602
0.0037589741,0.0024808645
-0.0019727557,0.002031684
0.0010428588,-0.0022420287
-0.0061499984,0.0017796755
-0.0053581656,-0.0031032562
0.00020966814,-0.0009087324
-4.362855e-05,-0.0016818643
0.0054424214,-0.0014992356
0.0035178692,0.004896283
0.0076929205,0.0014636517
0.0020539244,0.007722497
0.004678813,0.0003978014
-0.007975437,0.006663561
0.00031176806,-0.0075879693
0.0025036514,0.00039994717
-0.0108978925,0.0009266138
0.0025654177,-0.0011541247
0.0007526559,0.0012950897
0.0008220541,0.004144311
0.0020284778,-0.00060641766
-0.0023452237,0.0017266273
-0.0024924332,-0.0007893443
0.010236915,-0.0013424754
0.0021937885,0.010928154
0.004414462,0.00081539154
-0.0006418183,0.006217003
0.015424785,0.005270362
0.0068358923,0.018471241
-0.008970472,0.0059480667
-0.011465214,-0.012938917
0.001627047,-0.009282887
-0.00024366936,0.003174901
-0.0092895385,-0.0014190674
0.0033583168,-0.01249361
0.011305524,0.002037406
0.00067625684,0.01638329
0.004408375,-0.0012173057
0.004739323,0.0050172806
-0.012021697,0.0024411678
-0.011129992,-0.01211524
