a2c_return,benchmark_return
0.0008715758,0.002342105
-0.0019764062,0.00088620186
0.020221172,-0.0017704368
0.0006507814,0.016326785
0.015476635,0.00081539154
0.01117843,0.012730122
0.003216218,0.0044841766
-0.00530144,0.0070643425
-0.00018369328,-0.005027294
-0.011224164,0.0005508661
-0.017599862,-0.008597314
-0.005287333,-0.019080102
0.003702202,-0.004658282
0.013553309,0.0018122196
-0.026988817,0.009783387
-0.0069007166,-0.030289173
-0.008424349,-0.005712211
-0.00991544,-0.00959909
0.0035698605,-0.008821368
-0.008116135,0.004633069
-0.004245592,-0.010676503
0.018803665,-0.005528331
0.0042814612,0.01399827
0.0050227204,0.0061187744
0.011869645,0.011870861
-0.03921137,0.007142067
0.004522989,-0.03941679
-0.007276694,0.00096833706
-0.008874395,-0.005565107
0.008199773,-0.004502356
-0.006860987,0.00639987
-0.020190936,-0.010104835
-0.008314679,-0.017014503
-0.010560855,-0.0035482645
-0.01481462,-0.01616764
-0.004812324,-0.011138737
0.011764642,-0.0042999387
-0.018130654,0.01883471
-0.016647765,-0.015433729
0.028205581,-0.017111719
0.02492205,0.026644588
-0.0024480892,0.027989268
-0.008651931,-0.0014002919
-0.023513889,-0.011459708
0.0034315703,-0.021056294
-5.1462277e-05,-0.0032054186
-0.0043759844,0.0012433529
0.029537601,-0.0009692311
-0.016228136,0.028341174
0.021185167,-0.013445675
0.011046882,0.018592715
0.00432191,0.011196613
-0.009832285,-0.0032758117
0.025446748,-0.0029654503
0.014502778,0.024691105
0.012361333,0.013417721
-0.0052251494,0.010702372
0.005307238,7.43866e-05
0.032601517,0.006098509
-0.0052694287,0.025864363
-0.0057253335,-0.003921032
-0.017150274,-0.0024363995
-0.0010775997,-0.015479028
0.0061056446,-0.004557371
0.01264106,0.012561083
0.009884343,0.013078332
-0.017623559,0.010169268
0.041550916,-0.019507587
-0.001236997,0.036951303
-0.0032197982,0.0009635687
0.0033647176,-0.0062569976
0.0014079659,0.0016764402
0.0033824963,-0.0011637211
0.0060323454,-0.00022375584
-0.0036158958,0.005943179
0.009816527,-0.0013456345
0.008564421,0.0118047
0.0015972437,0.0028141737
-0.015518079,0.004473686
-0.0046558753,-0.014486551
0.026362605,9.071827e-05
0.00093452615,0.021777987
0.008667613,-0.005630493
-0.009362604,0.0010137558
-0.009914104,-0.014022052
-0.005229531,-0.010332584
0.0089044655,4.708767e-05
-0.0061031133,0.0054633617
0.015129884,-0.00902921
0.004398314,0.015789509
-0.00873782,0.0030466318
-0.022187538,-0.0041716695
-0.009321094,-0.02249676
-0.004371547,-0.008486092
0.0054930635,-0.0049489737
0.01719875,0.0028146505
-0.013769262,0.016034842
0.0061201765,-0.010456204
-0.0031971384,0.005342245
-0.011762158,0.0011333227
0.011746509,-0.011005759
-0.0057401583,0.010496855
-0.0018039842,-0.0022140145
0.011684619,-0.00032818317
-0.016002422,0.0040256977
0.03090842,-0.010210216
-0.0076216455,0.021273255
0.0029229368,-0.0033589005
0.012768357,0.0055627823
0.0021941937,0.007978559
0.0061674253,0.006386161
-0.0057129483,0.0032945871
-0.013533326,-0.011420667
-0.008603048,-0.018103063
0.017066536,-0.00758034
0.007363137,0.010014653
0.012406552,0.007612467
-0.0021227563,0.0031044483
-0.011153038,0.00029289722
0.0023605835,0.0060920715
-0.0069272625,0.0008444786
0.011701204,-0.0076810718
0.0017543809,0.010942459
-0.0009822291,0.00020301342
0.0002521825,-0.0011445284
0.0036083024,-0.003756702
0.008310549,-0.0010313988
-0.010095087,0.007838964
-0.00940295,-0.00608021
0.002323603,-0.0073384643
0.011075321,0.0050264597
-0.004536562,0.011121035
0.0020320418,-0.0045745373
-0.013774376,0.0011376143
0.0051925518,-0.012634754
-0.014541659,0.0038532019
0.0009985131,-0.020608008
0.0016377678,-0.002550602
-0.012228998,0.0032930374
0.0035458575,-0.01016438
-0.0023667125,0.0021990538
-0.005894974,-0.007065892
0.009771771,0.00015735626
0.015613404,0.010462642
0.0024846357,0.011738062
-0.014533208,0.00121212
-0.0053606825,-0.017198801
-0.014763869,-0.0017671585
-0.0031965936,-0.016572118
-0.0014135785,-0.010702848
0.01136229,-0.0028361082
-0.010092737,0.0105679035
0.018457294,-0.008733511
-0.015124582,0.011670113
0.012953159,-0.011925936
0.008320856,0.012008071
-0.022408277,0.0098006725
-0.0012404467,-0.016292393
0.0058100414,0.0023459196
0.005702643,0.0041202307
-0.0015736234,0.0060349703
0.015931893,-0.0011664629
0.0055454513,0.009981751
0.013606121,0.0043227673
0.009484356,0.012633324
-0.00803371,0.009827495
0.0019173531,-0.005915582
0.003150743,0.0024051666
-0.00057456095,7.677078e-05
0.0026235124,0.0030231476
-0.0006483553,0.0029258728
0.012418774,-0.0011366606
-0.011628572,0.011388779
0.00896226,-0.0042087436
0.0020425634,0.0029720068
0.01676526,-0.000310421
-0.0040073544,-0.002343297
-0.0015278802,-0.003256619
0.0024040663,0.00066125393
-0.008508538,0.001965046
-0.006094576,-0.010171711
0.017323775,-0.0068282485
0.0094352,0.015743494
-0.004438337,0.008041143
-0.0045657065,-0.0013625622
-0.0065370165,-0.010782659
-0.0068744235,-0.008024275
