a2c_return,benchmark_return
-0.000670864,0.002342105
0.0013704512,0.00088620186
0.016198477,-0.0017704368
0.0012867973,0.016326785
0.017116485,0.00081539154
0.005544063,0.012730122
0.0025834462,0.0044841766
-0.004070259,0.0070643425
0.00060012605,-0.005027294
-0.009330416,0.0005508661
-0.01730892,-0.008597314
-0.0033533163,-0.019080102
0.0030524791,-0.004658282
0.0119399885,0.0018122196
-0.031953376,0.009783387
-0.0063078925,-0.030289173
-0.010158995,-0.005712211
-0.007817806,-0.00959909
0.00448615,-0.008821368
-0.009146045,0.004633069
-0.0057903267,-0.010676503
0.015239396,-0.005528331
0.0037194197,0.01399827
0.01100666,0.0061187744
0.012903895,0.011870861
-0.037338436,0.007142067
0.0040112706,-0.03941679
-0.006916088,0.00096833706
-0.005945919,-0.005565107
0.008495341,-0.004502356
-0.0048589343,0.00639987
-0.018034238,-0.010104835
-0.0044428823,-0.017014503
-0.017524788,-0.0035482645
-0.008017763,-0.01616764
-0.008520932,-0.011138737
0.012785772,-0.0042999387
-0.017567849,0.01883471
-0.01663709,-0.015433729
0.031300783,-0.017111719
0.02351121,0.026644588
-0.001505388,0.027989268
-0.010410425,-0.0014002919
-0.02361636,-0.011459708
-0.0034722416,-0.021056294
-0.0027790603,-0.0032054186
0.00013547434,0.0012433529
0.032972343,-0.0009692311
-0.017054103,0.028341174
0.02393615,-0.013445675
0.012438168,0.018592715
-0.0016034741,0.011196613
-0.0042581065,-0.0032758117
0.02650459,-0.0029654503
0.011318478,0.024691105
0.01115169,0.013417721
-0.0014086477,0.010702372
0.0038056758,7.43866e-05
0.026986198,0.006098509
-0.0056932946,0.025864363
-0.008614743,-0.003921032
-0.019205496,-0.0024363995
-0.0075152204,-0.015479028
0.003714513,-0.004557371
0.009767685,0.012561083
0.0071860394,0.013078332
-0.02307552,0.010169268
0.03795153,-0.019507587
0.0062720515,0.036951303
-0.0068693464,0.0009635687
0.00029502765,-0.0062569976
-0.002729185,0.0016764402
0.0027955496,-0.0011637211
0.0075523574,-0.00022375584
-0.002955189,0.005943179
0.010159584,-0.0013456345
0.0051423926,0.0118047
0.0021323548,0.0028141737
-0.015673285,0.004473686
-0.0047118794,-0.014486551
0.025588501,9.071827e-05
-0.0011526982,0.021777987
0.0025772334,-0.005630493
-0.011899394,0.0010137558
-0.0104800435,-0.014022052
-0.002334452,-0.010332584
0.009117412,4.708767e-05
-0.00872521,0.0054633617
0.0150216855,-0.00902921
0.0023571975,0.015789509
