a2c_return,benchmark_return
-0.0070257043,0.002342105
-0.0044829366,0.00088620186
0.02476585,-0.0017704368
0.0014796753,0.016326785
0.015239853,0.00081539154
0.0032967764,0.012730122
0.00037672385,0.0044841766
-0.007435436,0.0070643425
0.011462835,-0.005027294
-0.01217632,0.0005508661
-0.023570068,-0.008597314
-0.003199685,-0.019080102
0.0009915682,-0.004658282
0.013950736,0.0018122196
-0.044324104,0.009783387
-0.015128807,-0.030289173
-0.0068422025,-0.005712211
-0.010677953,-0.00959909
-0.0022497533,-0.008821368
-0.014412478,0.004633069
-0.01055732,-0.010676503
0.016164076,-0.005528331
0.007879852,0.01399827
0.017982671,0.0061187744
0.010873815,0.011870861
-0.045614243,0.007142067
0.004655183,-0.03941679
-0.005554649,0.00096833706
-0.0026024855,-0.005565107
0.0054246364,-0.004502356
-0.012130226,0.00639987
-0.015954388,-0.010104835
-0.011602839,-0.017014503
-0.016008863,-0.0035482645
-0.011896877,-0.01616764
-0.0017226578,-0.011138737
0.019914111,-0.0042999387
-0.018800167,0.01883471
-0.014490942,-0.015433729
0.025708184,-0.017111719
0.03529018,0.026644588
-0.0039723804,0.027989268
-0.015979523,-0.0014002919
-0.026145384,-0.011459708
-0.0080441935,-0.021056294
-0.004239053,-0.0032054186
-0.0020668476,0.0012433529
0.03505187,-0.0009692311
-0.022968685,0.028341174
0.026120264,-0.013445675
0.015486715,0.018592715
-0.004794601,0.011196613
0.0007467109,-0.0032758117
0.020096116,-0.0029654503
0.014367291,0.024691105
0.018427692,0.013417721
0.0054950826,0.010702372
0.006884828,7.43866e-05
0.025679916,0.006098509
-0.005283312,0.025864363
-0.0016053064,-0.003921032
-0.016720787,-0.0024363995
-0.010698955,-0.015479028
0.022189146,-0.004557371
0.008223816,0.012561083
0.009595001,0.013078332
-0.018110957,0.010169268
0.054340467,-0.019507587
0.00914655,0.036951303
-0.002211403,0.0009635687
0.0038987214,-0.0062569976
-0.01067182,0.0016764402
0.0020655666,-0.0011637211
0.004908743,-0.00022375584
0.0011071936,0.005943179
0.015703665,-0.0013456345
0.004777945,0.0118047
7.310904e-05,0.0028141737
-0.015478407,0.004473686
0.0049851267,-0.014486551
0.0253416,9.071827e-05
0.00082710985,0.021777987
-0.004027081,-0.005630493
-0.012677857,0.0010137558
-0.013507888,-0.014022052
-0.0005894749,-0.010332584
0.008918214,4.708767e-05
-0.0054774187,0.0054633617
0.016350849,-0.00902921
0.010764422,0.015789509
-0.012117976,0.0030466318
-0.027558172,-0.0041716695
-0.014184902,-0.02249676
-0.005374026,-0.008486092
-3.0571136e-05,-0.0049489737
0.014723677,0.0028146505
-0.019268258,0.016034842
0.0021664286,-0.010456204
-0.010415124,0.005342245
-0.010371372,0.0011333227
0.015874766,-0.011005759
-0.0004627573,0.010496855
0.0025851328,-0.0022140145
0.013231018,-0.00032818317
-0.015900917,0.0040256977
0.023817193,-0.010210216
0.008526905,0.021273255
0.008525021,-0.0033589005
0.008603506,0.0055627823
0.00844429,0.007978559
0.0059094746,0.006386161
-0.014579901,0.0032945871
-0.019470084,-0.011420667
-0.011411312,-0.018103063
0.014427554,-0.00758034
0.021536212,0.010014653
-0.004738345,0.007612467
0.002112626,0.0031044483
0.0036601103,0.00029289722
0.021394556,0.0060920715
-0.011085158,0.0008444786
0.0134452805,-0.0076810718
0.008418348,0.010942459
0.0107233375,0.00020301342
-0.001459986,-0.0011445284
-0.0063317586,-0.003756702
0.011325289,-0.0010313988
-0.0038077163,0.007838964
-0.005228931,-0.00608021
-0.00016694529,-0.0073384643
0.012260432,0.0050264597
0.0011068683,0.011121035
0.0016300648,-0.0045745373
-0.004519092,0.0011376143
-0.0011937016,-0.012634754
-0.023076272,0.0038532019
0.0010888943,-0.020608008
0.016280035,-0.002550602
-0.007847681,0.0032930374
0.0019360156,-0.01016438
-0.011940318,0.0021990538
0.0013771186,-0.007065892
0.009049145,0.00015735626
0.015331566,0.010462642
-0.0008689922,0.011738062
-0.017632328,0.00121212
0.0026284908,-0.017198801
-0.01621662,-0.0017671585
-0.021499963,-0.016572118
-0.015040503,-0.010702848
0.019154742,-0.0028361082
-0.010605764,0.0105679035
0.013624601,-0.008733511
-0.0138390595,0.011670113
0.012917837,-0.011925936
0.010959478,0.012008071
-0.01338532,0.0098006725
0.0027393522,-0.016292393
-0.0011618072,0.0023459196
0.009929427,0.0041202307
-0.0050637205,0.0060349703
0.014471252,-0.0011664629
0.0018881523,0.009981751
0.015692094,0.0043227673
0.0020110002,0.012633324
-0.010176501,0.009827495
0.00068726036,-0.005915582
-0.0054397318,0.0024051666
0.008272229,7.677078e-05
0.00012745842,0.0030231476
-0.006211779,0.0029258728
0.010508973,-0.0011366606
0.004155769,0.011388779
0.0040374356,-0.0042087436
-0.002150372,0.0029720068
-0.0040457267,-0.000310421
-0.010079484,-0.002343297
0.0029027537,-0.003256619
-7.944795e-05,0.00066125393
-0.012134235,0.001965046
-0.004725934,-0.010171711
0.011826929,-0.0068282485
0.010588068,0.015743494
0.0019698774,0.008041143
-0.018923866,-0.0013625622
-0.008678495,-0.010782659
-0.012309723,-0.008024275
0.018209266,-0.008574188
0.00082773255,0.01650095
-0.0053747613,-0.0016537309
-0.0028697792,-0.001691997
-0.0057470957,-0.000908196
-0.00040985175,-0.0066152215
0.007444791,-0.0002669096
-0.0058610877,0.0014408827
0.019338986,-0.010089219
0.0110784415,0.012378097
-0.00056728395,0.0034451485
0.0021794355,-0.0032586455
-0.0077597173,-0.0041897893
-0.010972489,-0.0069417357
0.02816224,-0.007732153
0.016561616,-0.0010753274
0.0033883343,0.010031819
