a2c_return,benchmark_return
-0.0020636637,-0.0026112199
0.001025063,0.002342105
-0.0042770365,0.00088620186
0.016596273,-0.0017704368
-0.00489673,0.016326785
0.0141525455,0.00081539154
0.008156512,0.012730122
0.008671984,0.0044841766
-0.0022199058,0.0070643425
0.0005052466,-0.005027294
-0.0061050775,0.0005508661
-0.019200083,-0.008597314
-0.005783144,-0.019080102
0.0038939305,-0.004658282
0.0041543506,0.0018122196
-0.028876718,0.009783387
-0.007927874,-0.030289173
-0.00683324,-0.005712211
-0.0072098537,-0.00959909
0.0060597267,-0.008821368
-0.011133467,0.004633069
-0.0040378105,-0.010676503
0.01527685,-0.005528331
0.0037514956,0.01399827
0.009485079,0.0061187744
0.0017316486,0.011870861
-0.040146507,0.007142067
0.0029543538,-0.03941679
-0.009727016,0.00096833706
0.0006419564,-0.005565107
0.006682932,-0.004502356
-0.0065414263,0.00639987
-0.011431448,-0.010104835
0.0016344993,-0.017014503
-0.010606007,-0.0035482645
-0.0049274424,-0.01616764
-0.0031957815,-0.011138737
0.012862165,-0.0042999387
-0.016324788,0.01883471
-0.015160729,-0.015433729
0.02279931,-0.017111719
0.0175682,0.026644588
-0.0016006902,0.027989268
-0.011757433,-0.0014002919
-0.02198982,-0.011459708
-0.0010430927,-0.021056294
0.011801083,-0.0032054186
-0.00019469197,0.0012433529
0.020558428,-0.0009692311
-0.0133917555,0.028341174
0.018547501,-0.013445675
0.011062755,0.018592715
-0.008108005,0.011196613
-0.002298404,-0.0032758117
0.021134082,-0.0029654503
0.021976046,0.024691105
0.0135413855,0.013417721
0.0028697578,0.010702372
-0.0018031088,7.43866e-05
0.027146535,0.006098509
-0.008039735,0.025864363
-0.0055851755,-0.003921032
-0.021410031,-0.0024363995
-0.010139222,-0.015479028
0.0012309571,-0.004557371
0.015677204,0.012561083
0.0177471,0.013078332
-0.021497762,0.010169268
0.042857736,-0.019507587
-0.003920557,0.036951303
-0.005912945,0.0009635687
0.009323414,-0.0062569976
-0.0031064448,0.0016764402
0.0015201343,-0.0011637211
0.0061689694,-0.00022375584
-2.453677e-05,0.005943179
0.010188223,-0.0013456345
0.004284851,0.0118047
0.000752754,0.0028141737
-0.0064864955,0.004473686
-0.0069974805,-0.014486551
0.028324135,9.071827e-05
-0.007172191,0.021777987
0.00018993487,-0.005630493
-0.014939625,0.0010137558
-0.0075748595,-0.014022052
-0.0012387269,-0.010332584
0.006048151,4.708767e-05
-0.0123096835,0.0054633617
0.009944219,-0.00902921
0.0010610006,0.015789509
-0.0054485346,0.0030466318
-0.022625864,-0.0041716695
-0.009034748,-0.02249676
-0.004200528,-0.008486092
-0.0005425078,-0.0049489737
0.013128719,0.0028146505
-0.00867627,0.016034842
0.0016983987,-0.010456204
-0.0017926446,0.005342245
-0.013215172,0.0011333227
0.0126345875,-0.011005759
-0.00260216,0.010496855
-0.005461218,-0.0022140145
0.008138732,-0.00032818317
-0.00965204,0.0040256977
0.024843955,-0.010210216
-0.0051003736,0.021273255
0.002347193,-0.0033589005
0.0047853044,0.0055627823
0.0004563265,0.007978559
0.0031582077,0.006386161
-0.0019788833,0.0032945871
-0.02012456,-0.011420667
-0.0053545185,-0.018103063
0.014315993,-0.00758034
0.0074989297,0.010014653
0.0018396614,0.007612467
-0.0015548995,0.0031044483
-7.5672564e-05,0.00029289722
-0.00041514324,0.0060920715
-0.0051057115,0.0008444786
0.012274517,-0.0076810718
0.0010317636,0.010942459
-0.0015793901,0.00020301342
-0.005706957,-0.0011445284
-0.0030107424,-0.003756702
0.0048430064,-0.0010313988
-0.007375289,0.007838964
0.0012813112,-0.00608021
0.0011297292,-0.0073384643
0.013077101,0.0050264597
-0.0059354883,0.011121035
0.0015165168,-0.0045745373
-0.014589115,0.0011376143
0.010015725,-0.012634754
-0.013662286,0.0038532019
-0.002940294,-0.020608008
0.006281559,-0.002550602
-0.01026426,0.0032930374
0.0013939978,-0.01016438
-0.006952377,0.0021990538
-0.00074115547,-0.007065892
0.016801089,0.00015735626
0.0059735826,0.010462642
0.0063955337,0.011738062
-0.013155372,0.00121212
-0.00074440014,-0.017198801
-0.012872581,-0.0017671585
-0.006017435,-0.016572118
0.009039433,-0.010702848
0.007931685,-0.0028361082
0.007561029,0.0105679035
0.008746603,-0.008733511
-0.009746714,0.011670113
0.013079443,-0.011925936
0.0016086219,0.012008071
-0.011084308,0.0098006725
0.0042108544,-0.016292393
0.0122533655,0.0023459196
0.0045077098,0.0041202307
-0.0015164906,0.0060349703
0.0090914015,-0.0011664629
0.0048065595,0.009981751
0.00960307,0.0043227673
0.009558975,0.012633324
-0.00035635591,0.009827495
0.009243565,-0.005915582
0.0009738563,0.0024051666
-0.0033661316,7.677078e-05
-0.0014917725,0.0030231476
-0.002359341,0.0029258728
0.011419173,-0.0011366606
-0.004752611,0.011388779
0.0020721576,-0.0042087436
0.0010379311,0.0029720068
-0.0013919851,-0.000310421
-0.0026134483,-0.002343297
0.0011839359,-0.003256619
0.00091348466,0.00066125393
-0.0049018767,0.001965046
-0.009797162,-0.010171711
0.011827373,-0.0068282485
0.00585014,0.015743494
-1.3193309e-05,0.008041143
-0.007358628,-0.0013625622
-0.010264606,-0.010782659
-0.0011980252,-0.008024275
0.017800044,-0.008574188
-0.00062403595,0.01650095
-0.0027701098,-0.0016537309
0.0031794435,-0.001691997
-0.002595539,-0.000908196
9.201024e-05,-0.0066152215
-0.0010322719,-0.0002669096
-0.010963418,0.0014408827
0.0054099094,-0.010089219
0.0035980889,0.012378097
-0.0030937856,0.0034451485
-0.006010965,-0.0032586455
-0.005424505,-0.0041897893
-0.0040830183,-0.0069417357
0.00061719003,-0.007732153
0.005245276,-0.0010753274
0.0010804805,0.010031819
0.0036698626,-0.0015277863
-0.0019670152,-0.0040708184
0.0138732465,0.0046584606
8.090257e-05,0.021208644
-0.0039624856,-0.005920768
-0.005926185,0.0003105402
0.008297491,0.0027325153
0.0018372848,0.005007863
0.00076723204,0.0012760162
0.0047977683,0.005595207
-0.00087214966,0.0042797327
0.014214043,-0.0068044066
-0.0014582933,0.01261735
0.0019428687,-0.00316602
-0.004601974,-0.007150352
0.009220805,-0.0030055642
-0.006916123,-0.00014162064
-0.0041751643,-0.006459594
0.0030650774,-0.0003771186
-0.0034781604,0.006288886
-0.0008195535,-0.002183497
0.009915536,0.007968664
0.0029715626,0.008357525
0.00026201454,0.0003157854
-0.009349957,-0.0037720203
-0.0126756625,-0.010685146
0.007222035,-0.0055238605
0.004395618,0.006210804
0.005687685,0.009339452
0.005114142,0.0025103092
0.0074116993,0.0013890266
0.0016531388,0.0033112764
0.0064530135,0.0022115707
0.007999562,0.010599256
0.0025363476,0.0031266212
0.0030625847,0.0046766996
0.00063183036,7.1287155e-05
0.0011374056,0.0052102804
0.0037612775,0.00075769424
-0.0043960907,0.0023152828
0.0043735327,-0.006683588
-0.002819469,0.005004406
-0.0044072527,0.002826929
-0.006179238,0.0020008087
-0.0040026777,-0.009771347
0.0010658744,-0.001888454
0.013183604,-0.0042670965
0.003750399,0.011621237
-0.0071146255,-0.0044721365
0.0030650334,-0.005412221
0.0028537556,0.0015029907
0.0027556808,0.002992034
-0.0014706154,0.00074350834
-0.003556364,-0.010231197
