a2c_return,benchmark_return
0.0030672546,0.002342105
-0.014050643,0.00088620186
0.022022469,-0.0017704368
0.0024397923,0.016326785
0.012838084,0.00081539154
0.0029240816,0.012730122
0.00816211,0.0044841766
-0.008551248,0.0070643425
0.0022383372,-0.005027294
-0.014610633,0.0005508661
-0.016457539,-0.008597314
-0.0016365867,-0.019080102
0.006271544,-0.004658282
0.015469927,0.0018122196
-0.029360656,0.009783387
-0.0024446447,-0.030289173
-0.0065442086,-0.005712211
-0.010581471,-0.00959909
-0.003007604,-0.008821368
-0.003717398,0.004633069
-0.0044473633,-0.010676503
0.021570146,-0.005528331
0.005284719,0.01399827
0.012365769,0.0061187744
0.0048657795,0.011870861
-0.04711656,0.007142067
-0.0023467797,-0.03941679
-0.007585777,0.00096833706
-0.010111192,-0.005565107
0.010831306,-0.004502356
-0.017519595,0.00639987
-0.019464573,-0.010104835
-0.011955069,-0.017014503
-0.02123595,-0.0035482645
-0.012148682,-0.01616764
-0.00024063227,-0.011138737
0.024909066,-0.0042999387
-0.024431344,0.01883471
-0.04279318,-0.015433729
0.032739088,-0.017111719
0.031132175,0.026644588
0.008509053,0.027989268
-0.0057550967,-0.0014002919
-0.028877303,-0.011459708
-0.00092891743,-0.021056294
0.0050013736,-0.0032054186
-0.0014924848,0.0012433529
0.02192162,-0.0009692311
-0.015624517,0.028341174
0.021632664,-0.013445675
0.003320338,0.018592715
-0.0017922468,0.011196613
-0.009584719,-0.0032758117
0.023364704,-0.0029654503
0.007973936,0.024691105
0.024063414,0.013417721
0.0021843594,0.010702372
0.0043834895,7.43866e-05
0.023619074,0.006098509
-0.006447294,0.025864363
0.0040737186,-0.003921032
-0.01880897,-0.0024363995
0.0057709184,-0.015479028
0.02270209,-0.004557371
0.0058892705,0.012561083
0.01217364,0.013078332
-0.017712247,0.010169268
0.049619813,-0.019507587
0.014165013,0.036951303
-0.007752831,0.0009635687
0.009607989,-0.0062569976
-0.0070440774,0.0016764402
-0.00022965793,-0.0011637211
0.0056498228,-0.00022375584
-0.0071846205,0.005943179
0.014294199,-0.0013456345
0.004698838,0.0118047
-0.0002892819,0.0028141737
-0.014636377,0.004473686
0.0023688206,-0.014486551
0.024528198,9.071827e-05
0.0038909114,0.021777987
0.0100629665,-0.005630493
-0.014218268,0.0010137558
-0.010191789,-0.014022052
0.00068357575,-0.010332584
0.012934876,4.708767e-05
-0.01515473,0.0054633617
0.013482334,-0.00902921
0.007027482,0.015789509
-0.011031833,0.0030466318
-0.019323708,-0.0041716695
-0.011118598,-0.02249676
-0.009060545,-0.008486092
0.003979334,-0.0049489737
0.045098208,0.0028146505
-0.0048909863,0.016034842
0.007016963,-0.010456204
0.0035344008,0.005342245
-0.012750504,0.0011333227
0.012332304,-0.011005759
-0.0023696758,0.010496855
0.0030293367,-0.0022140145
0.0055791563,-0.00032818317
-0.010808537,0.0040256977
0.025908705,-0.010210216
-0.0079138335,0.021273255
0.0028697106,-0.0033589005
0.009672354,0.0055627823
0.0015922255,0.007978559
0.0025842048,0.006386161
-0.0032995432,0.0032945871
-0.01684079,-0.011420667
-0.012489131,-0.018103063
0.013551775,-0.00758034
0.004334368,0.010014653
0.0006091115,0.007612467
-0.002732106,0.0031044483
-0.007884815,0.00029289722
-0.0022119072,0.0060920715
-0.008329697,0.0008444786
0.013066011,-0.0076810718
0.0041042026,0.010942459
-0.004246527,0.00020301342
-0.009385064,-0.0011445284
-0.0026680303,-0.003756702
0.004211105,-0.0010313988
-0.012722052,0.007838964
-0.007521463,-0.00608021
0.0065061194,-0.0073384643
0.011400589,0.0050264597
0.0018013794,0.011121035
0.0014732664,-0.0045745373
-0.018251423,0.0011376143
0.005624253,-0.012634754
-0.020776076,0.0038532019
-0.004732194,-0.020608008
0.0034735154,-0.002550602
-0.012042091,0.0032930374
0.0037826367,-0.01016438
-0.0053795334,0.0021990538
0.00083343044,-0.007065892
0.008724626,0.00015735626
0.012087552,0.010462642
-0.0024880255,0.011738062
-0.012581764,0.00121212
-0.0016576138,-0.017198801
-0.0141005125,-0.0017671585
-0.0040214458,-0.016572118
0.00011117925,-0.010702848
0.010961759,-0.0028361082
-0.0073467083,0.0105679035
0.01347428,-0.008733511
-0.009645363,0.011670113
0.013882977,-0.011925936
0.014282832,0.012008071
-0.029595932,0.0098006725
0.0010798364,-0.016292393
0.008006454,0.0023459196
-0.0021127153,0.0041202307
0.0015520874,0.0060349703
0.011563349,-0.0011664629
0.0028397627,0.009981751
0.014730654,0.0043227673
0.011950236,0.012633324
0.0030897479,0.009827495
-0.00073488173,-0.005915582
-0.0016926654,0.0024051666
0.004252324,7.677078e-05
0.0062847,0.0030231476
0.00088073016,0.0029258728
0.013942925,-0.0011366606
-0.007689656,0.011388779
0.002871271,-0.0042087436
-0.0025242341,0.0029720068
-0.0046245563,-0.000310421
-0.0056605455,-0.002343297
-9.318894e-05,-0.003256619
0.009111871,0.00066125393
-0.010216355,0.001965046
