a2c_return,benchmark_return
-0.0022073549,-0.0026112199
0.00567549,0.002342105
-0.004218252,0.00088620186
0.02061414,-0.0017704368
0.0017404587,0.016326785
0.015195285,0.00081539154
0.0046190047,0.012730122
0.014233148,0.0044841766
-0.0075434633,0.0070643425
0.007065022,-0.005027294
-0.014871782,0.0005508661
-0.021382999,-0.008597314
-0.005792509,-0.019080102
0.0046119443,-0.004658282
0.01423372,0.0018122196
-0.032038298,0.009783387
-0.0035109124,-0.030289173
-0.009364984,-0.005712211
-0.0064340727,-0.00959909
0.0014770328,-0.008821368
-0.010789807,0.004633069
-0.0054271137,-0.010676503
0.019129325,-0.005528331
0.0073510553,0.01399827
0.008680685,0.0061187744
0.004698005,0.011870861
-0.045217637,0.007142067
-0.0033068783,-0.03941679
-0.007609751,0.00096833706
-0.0041894075,-0.005565107
0.00654506,-0.004502356
-0.009921821,0.00639987
-0.013866538,-0.010104835
-0.011161344,-0.017014503
-0.017368957,-0.0035482645
-0.009243912,-0.01616764
-0.0032111723,-0.011138737
0.027340787,-0.0042999387
-0.022951484,0.01883471
-0.01679184,-0.015433729
0.02910089,-0.017111719
0.03318653,0.026644588
-0.005617921,0.027989268
-0.0085091125,-0.0014002919
-0.025213532,-0.011459708
-0.00446576,-0.021056294
0.0015802182,-0.0032054186
-0.004952371,0.0012433529
0.02374948,-0.0009692311
-0.011501794,0.028341174
0.02202122,-0.013445675
0.0134519925,0.018592715
-0.0057587195,0.011196613
-0.004399809,-0.0032758117
0.026951173,-0.0029654503
0.0177731,0.024691105
0.016024671,0.013417721
-0.009579986,0.010702372
0.008009356,7.43866e-05
0.024833826,0.006098509
-0.003526871,0.025864363
-0.00062910083,-0.003921032
-0.011584672,-0.0024363995
0.0016219628,-0.015479028
0.013770249,-0.004557371
0.015507486,0.012561083
0.008613676,0.013078332
-0.018574176,0.010169268
0.048754122,-0.019507587
-0.0027242997,0.036951303
-0.011956461,0.0009635687
0.01588922,-0.0062569976
-0.0026438874,0.0016764402
0.002231346,-0.0011637211
0.0077979765,-0.00022375584
0.0028324332,0.005943179
0.0108155785,-0.0013456345
0.005548317,0.0118047
0.0060526277,0.0028141737
-0.015783524,0.004473686
-0.001243142,-0.014486551
0.021817649,9.071827e-05
-0.0045672054,0.021777987
0.004405231,-0.005630493
-0.011823484,0.0010137558
-0.014974267,-0.014022052
-0.0012996193,-0.010332584
0.008424017,4.708767e-05
-0.009402126,0.0054633617
0.016661078,-0.00902921
0.00479874,0.015789509
-0.006280915,0.0030466318
-0.02211219,-0.0041716695
-0.0069012903,-0.02249676
-0.0074027893,-0.008486092
0.0038554412,-0.0049489737
0.015836999,0.0028146505
-0.018373411,0.016034842
0.005412732,-0.010456204
-0.0024016479,0.005342245
-0.011210141,0.0011333227
0.011679456,-0.011005759
-0.0012558235,0.010496855
0.0053158887,-0.0022140145
0.00515613,-0.00032818317
-0.015258312,0.0040256977
0.023997784,-0.010210216
-0.0035575728,0.021273255
0.003930434,-0.0033589005
0.012537891,0.0055627823
0.008439743,0.007978559
0.0028501416,0.006386161
-0.016315881,0.0032945871
-0.017986186,-0.011420667
-0.013317791,-0.018103063
0.0110681215,-0.00758034
0.01301479,0.010014653
0.006531886,0.007612467
9.470877e-05,0.0031044483
0.00078583934,0.00029289722
-0.00024938234,0.0060920715
-0.0057261693,0.0008444786
0.016021905,-0.0076810718
0.0018835426,0.010942459
0.0029511761,0.00020301342
-0.013798659,-0.0011445284
-0.0025153442,-0.003756702
0.008056781,-0.0010313988
-0.008308547,0.007838964
-0.0072477898,-0.00608021
0.0040040947,-0.0073384643
0.012294413,0.0050264597
-0.00268096,0.011121035
0.0039437446,-0.0045745373
-0.009164519,0.0011376143
0.0032135644,-0.012634754
-0.022168772,0.0038532019
-0.004241913,-0.020608008
0.0052384776,-0.002550602
-0.01353582,0.0032930374
0.00201893,-0.01016438
-0.006627141,0.0021990538
-0.003859004,-0.007065892
