sac_return,benchmark_return
-0.0011798188,0.002342105
-0.0040210453,0.00088620186
0.019604538,-0.0017704368
0.0016854352,0.016326785
0.014881638,0.00081539154
0.0054751434,0.012730122
0.006408799,0.0044841766
-0.006216169,0.0070643425
0.0028884364,-0.005027294
-0.0112820985,0.0005508661
-0.020065667,-0.008597314
-0.0034066522,-0.019080102
0.002253125,-0.004658282
0.011376587,0.0018122196
-0.033022255,0.009783387
-0.006712609,-0.030289173
-0.009014076,-0.005712211
-0.009844505,-0.00959909
0.0017737738,-0.008821368
-0.010550434,0.004633069
-0.006365687,-0.010676503
0.016044296,-0.005528331
0.0059323036,0.01399827
0.013967814,0.0061187744
0.009082928,0.011870861
-0.041184038,0.007142067
0.0019879483,-0.03941679
-0.008878593,0.00096833706
-0.004614933,-0.005565107
0.006667769,-0.004502356
-0.011419011,0.00639987
-0.017409744,-0.010104835
-0.0064714253,-0.017014503
-0.015944537,-0.0035482645
-0.010557704,-0.01616764
-0.004318224,-0.011138737
0.0191363,-0.0042999387
-0.017534897,0.01883471
-0.019704431,-0.015433729
0.028011348,-0.017111719
0.029268406,0.026644588
-0.0015759799,0.027989268
-0.0111874435,-0.0014002919
-0.024305535,-0.011459708
-0.0035520308,-0.021056294
-0.0007098631,-0.0032054186
-0.001299798,0.0012433529
0.027555196,-0.0009692311
-0.016678443,0.028341174
0.023088489,-0.013445675
0.012170576,0.018592715
-0.0034065058,0.011196613
-0.0029847536,-0.0032758117
0.023234565,-0.0029654503
0.012922925,0.024691105
0.015053681,0.013417721
-0.0016205265,0.010702372
0.0047333823,7.43866e-05
0.024210908,0.006098509
-0.0057336553,0.025864363
-0.0033412736,-0.003921032
-0.018498491,-0.0024363995
-0.0052064434,-0.015479028
0.014579517,-0.004557371
0.010569435,0.012561083
0.009343804,0.013078332
-0.021835204,0.010169268
0.047189105,-0.019507587
0.0054616327,0.036951303
-0.0052900296,0.0009635687
0.00521174,-0.0062569976
-0.004514471,0.0016764402
5.8589012e-05,-0.0011637211
0.0051626484,-0.00022375584
0.00033797807,0.005943179
0.012636861,-0.0013456345
0.0051312097,0.0118047
0.0017732386,0.0028141737
-0.013817566,0.004473686
-0.00045122052,-0.014486551
0.025612805,9.071827e-05
-0.003556828,0.021777987
0.0016175965,-0.005630493
-0.015963757,0.0010137558
-0.012378337,-0.014022052
-0.0002450645,-0.010332584
0.0088683115,4.708767e-05
-0.00817873,0.0054633617
