sac_return,benchmark_return
-0.0012863553,0.002342105
-0.004025168,0.00088620186
0.01946598,-0.0017704368
0.0017241074,0.016326785
0.0147407,0.00081539154
0.0053780456,0.012730122
0.0065767188,0.0044841766
-0.006198445,0.0070643425
0.0026025078,-0.005027294
-0.011225416,0.0005508661
-0.020008288,-0.008597314
-0.0035465937,-0.019080102
0.0023198011,-0.004658282
0.011306002,0.0018122196
-0.033053458,0.009783387
-0.006672344,-0.030289173
-0.00907761,-0.005712211
-0.009859966,-0.00959909
0.0017969173,-0.008821368
-0.010504096,0.004633069
-0.006424627,-0.010676503
0.015861092,-0.005528331
0.005998106,0.01399827
0.014059965,0.0061187744
0.009164964,0.011870861
-0.041106742,0.007142067
0.0018765227,-0.03941679
-0.008824437,0.00096833706
-0.0044871294,-0.005565107
0.0066160383,-0.004502356
-0.011373659,0.00639987
-0.01726785,-0.010104835
-0.006275058,-0.017014503
-0.016021254,-0.0035482645
-0.010479983,-0.01616764
-0.004071871,-0.011138737
0.019202216,-0.0042999387
-0.017536053,0.01883471
-0.019265242,-0.015433729
0.02788422,-0.017111719
0.029525727,0.026644588
-0.0016797776,0.027989268
-0.011224626,-0.0014002919
-0.024503747,-0.011459708
-0.0038800836,-0.021056294
-0.0008371672,-0.0032054186
-0.0013356674,0.0012433529
0.027464507,-0.0009692311
-0.016795607,0.028341174
0.023140518,-0.013445675
0.012276561,0.018592715
-0.0034170477,0.011196613
-0.0025066084,-0.0032758117
0.022830274,-0.0029654503
0.012871473,0.024691105
0.014840848,0.013417721
-0.0016287188,0.010702372
0.004389378,7.43866e-05
0.023891717,0.006098509
-0.0055871313,0.025864363
-0.0035640425,-0.003921032
-0.018437244,-0.0024363995
-0.00538934,-0.015479028
0.014207422,-0.004557371
0.010584635,0.012561083
0.009250464,0.013078332
-0.021997107,0.010169268
0.047284767,-0.019507587
0.005796268,0.036951303
-0.0053495206,0.0009635687
0.0052818554,-0.0062569976
-0.004553219,0.0016764402
-0.00022812156,-0.0011637211
0.005083143,-0.00022375584
0.00017505097,0.005943179
0.012718778,-0.0013456345
0.0050658467,0.0118047
0.0018154373,0.0028141737
-0.013909038,0.004473686
-0.0005560205,-0.014486551
0.025561376,9.071827e-05
-0.0038116667,0.021777987
0.0013239497,-0.005630493
-0.016242694,0.0010137558
-0.012376962,-0.014022052
-0.000115002644,-0.010332584
0.008718781,4.708767e-05
-0.008103359,0.0054633617
0.016000576,-0.00902921
0.0061971396,0.015789509
-0.0061712493,0.0030466318
-0.023016218,-0.0041716695
-0.009740674,-0.02249676
-0.007045698,-0.008486092
0.003131306,-0.0049489737
0.017901914,0.0028146505
-0.012210254,0.016034842
0.005079312,-0.010456204
-0.0018961147,0.005342245
-0.01183581,0.0011333227
0.013577726,-0.011005759
-0.0020586774,0.010496855
0.002113813,-0.0022140145
0.00857148,-0.00032818317
-0.010902332,0.0040256977
0.02401359,-0.010210216
-0.0010725284,0.021273255
0.0063988343,-0.0033589005
0.008593399,0.0055627823
0.0065832157,0.007978559
0.005589588,0.006386161
-0.0075568287,0.0032945871
-0.01867614,-0.011420667
-0.009833201,-0.018103063
0.015032075,-0.00758034
0.009902033,0.010014653
0.002314415,0.007612467
0.0003919874,0.0031044483
0.0034914152,0.00029289722
0.00476127,0.0060920715
-0.009071836,0.0008444786
0.011250928,-0.0076810718
0.004588669,0.010942459
0.005271976,0.00020301342
-0.008031656,-0.0011445284
-0.00226237,-0.003756702
0.0076181563,-0.0010313988
-0.0073826527,0.007838964
-0.007145466,-0.00608021
0.0018304668,-0.0073384643
0.012064373,0.0050264597
-0.0018125761,0.011121035
0.0022585727,-0.0045745373
-0.013058815,0.0011376143
0.0026584691,-0.012634754
-0.020208031,0.0038532019
-0.0016140993,-0.020608008
0.006693626,-0.002550602
-0.009798254,0.0032930374
0.0027636325,-0.01016438
-0.00541696,0.0021990538
-0.0018814107,-0.007065892
0.010342178,0.00015735626
0.012737961,0.010462642
0.0005782471,0.011738062
-0.014763373,0.00121212
-0.00070750905,-0.017198801
-0.01706471,-0.0017671585
-0.009049713,-0.016572118
-0.0020990518,-0.010702848
0.01295728,-0.0028361082
