sac_return,benchmark_return
-0.0022562426,0.002342105
-0.0074895443,0.00088620186
0.024560742,-0.0017704368
0.0014523399,0.016326785
0.017503213,0.00081539154
0.0069300635,0.012730122
0.0037011285,0.0044841766
-0.008334601,0.0070643425
0.0020610846,-0.005027294
-0.014205618,0.0005508661
-0.02274337,-0.008597314
-0.0044571157,-0.019080102
0.00365748,-0.004658282
0.012037156,0.0018122196
-0.03804646,0.009783387
-0.00878721,-0.030289173
-0.008537562,-0.005712211
-0.010227442,-0.00959909
-0.002220027,-0.008821368
-0.011587471,0.004633069
-0.009101363,-0.010676503
0.018642725,-0.005528331
0.005730464,0.01399827
0.016319398,0.0061187744
0.011409261,0.011870861
-0.045584008,0.007142067
-0.0005172099,-0.03941679
-0.00982536,0.00096833706
-0.0059115193,-0.005565107
0.0077164867,-0.004502356
-0.010564466,0.00639987
-0.017095525,-0.010104835
-0.010302226,-0.017014503
-0.015568368,-0.0035482645
-0.010270437,-0.01616764
-0.0038546203,-0.011138737
0.019751305,-0.0042999387
-0.021565344,0.01883471
-0.01901899,-0.015433729
0.028780676,-0.017111719
0.03265267,0.026644588
-0.0030965232,0.027989268
-0.012468509,-0.0014002919
-0.030425463,-0.011459708
-0.007644013,-0.021056294
-0.005890813,-0.0032054186
-0.0009524051,0.0012433529
0.028022014,-0.0009692311
-0.020035774,0.028341174
0.02766925,-0.013445675
0.014735972,0.018592715
-0.005805255,0.011196613
-0.001215639,-0.0032758117
0.022229884,-0.0029654503
0.013247595,0.024691105
0.01884002,0.013417721
-0.00791611,0.010702372
0.001262205,7.43866e-05
0.024112878,0.006098509
-0.0064409664,0.025864363
-0.0058388333,-0.003921032
-0.021677356,-0.0024363995
-0.0074382317,-0.015479028
0.01385728,-0.004557371
0.012020794,0.012561083
0.009172894,0.013078332
-0.0260173,0.010169268
0.05879558,-0.019507587
0.010734997,0.036951303
-0.0079234,0.0009635687
0.005736205,-0.0062569976
-0.007801092,0.0016764402
-0.0047165784,-0.0011637211
0.003822685,-0.00022375584
0.00068903045,0.005943179
0.013096162,-0.0013456345
0.008277792,0.0118047
0.0012131038,0.0028141737
-0.016305646,0.004473686
-0.0022199529,-0.014486551
0.031136544,9.071827e-05
-0.005937159,0.021777987
0.0013226699,-0.005630493
-0.018944252,0.0010137558
-0.013167703,-0.014022052
-0.0011027241,-0.010332584
