sac_return,benchmark_return
0.0021158585,-0.0026112199
-0.0009178206,0.002342105
-0.0009890205,0.00088620186
0.018287841,-0.0017704368
0.0040462897,0.016326785
0.014411426,0.00081539154
0.004549699,0.012730122
0.0058155814,0.0044841766
-0.0038203502,0.0070643425
0.0035584702,-0.005027294
-0.010629633,0.0005508661
-0.018735489,-0.008597314
-0.0034505199,-0.019080102
0.0015807486,-0.004658282
0.010682446,0.0018122196
-0.030864162,0.009783387
-0.006004066,-0.030289173
-0.009235725,-0.005712211
-0.01024041,-0.00959909
0.002778504,-0.008821368
-0.010896182,0.004633069
-0.0071859583,-0.010676503
0.014693136,-0.005528331
0.004287772,0.01399827
0.015755884,0.0061187744
0.01239488,0.011870861
-0.037605025,0.007142067
0.0014131222,-0.03941679
-0.010896857,0.00096833706
-0.0041903453,-0.005565107
0.0062340484,-0.004502356
-0.0091563575,0.00639987
-0.017219588,-0.010104835
-0.006072334,-0.017014503
-0.017254509,-0.0035482645
-0.0093292035,-0.01616764
-0.0046385988,-0.011138737
0.016451461,-0.0042999387
-0.018683732,0.01883471
-0.01918519,-0.015433729
0.02982512,-0.017111719
0.029053878,0.026644588
-0.002278446,0.027989268
-0.012238635,-0.0014002919
-0.025949769,-0.011459708
-0.0058444077,-0.021056294
-0.00317881,-0.0032054186
-0.0013753193,0.0012433529
0.031368274,-0.0009692311
-0.016951475,0.028341174
0.023333605,-0.013445675
0.012682343,0.018592715
-0.0018467464,0.011196613
-7.148691e-05,-0.0032758117
0.019683579,-0.0029654503
0.012642116,0.024691105
0.014302604,0.013417721
-0.002482906,0.010702372
0.000695001,7.43866e-05
0.028368983,0.006098509
-0.0056311847,0.025864363
-0.0033686503,-0.003921032
-0.019315168,-0.0024363995
-0.008090029,-0.015479028
0.015026459,-0.004557371
0.010381856,0.012561083
0.0071119843,0.013078332
-0.02226284,0.010169268
0.045650322,-0.019507587
0.0064160624,0.036951303
-0.0049493355,0.0009635687
0.0055730627,-0.0062569976
-0.003997262,0.0016764402
0.0016767873,-0.0011637211
0.006038407,-0.00022375584
0.00076393044,0.005943179
0.012732525,-0.0013456345
0.0039034206,0.0118047
-0.0001968568,0.0028141737
-0.016102534,0.004473686
0.00031542542,-0.014486551
0.02489965,9.071827e-05
-0.0025079863,0.021777987
0.00024075435,-0.005630493
-0.01591895,0.0010137558
