sac_return,benchmark_return
-0.00024895652,-0.0026112199
-0.0017916706,0.002342105
-0.005377062,0.00088620186
0.019319799,-0.0017704368
0.003306132,0.016326785
0.015613986,0.00081539154
0.006582399,0.012730122
0.005600432,0.0044841766
-0.006884629,0.0070643425
0.0024070635,-0.005027294
-0.011246861,0.0005508661
-0.022208229,-0.008597314
-0.0032968305,-0.019080102
0.002536985,-0.004658282
0.010715019,0.0018122196
-0.03707013,0.009783387
-0.0088561205,-0.030289173
-0.008500463,-0.005712211
-0.010216611,-0.00959909
4.5328954e-05,-0.008821368
-0.0127867665,0.004633069
-0.007253053,-0.010676503
0.016610336,-0.005528331
0.005269921,0.01399827
0.015887273,0.0061187744
0.009152176,0.011870861
-0.03983715,0.007142067
0.0015855585,-0.03941679
-0.009944038,0.00096833706
-0.0034271334,-0.005565107
0.0062677115,-0.004502356
-0.011234088,0.00639987
-0.016216105,-0.010104835
-0.0064257705,-0.017014503
-0.0145455655,-0.0035482645
-0.011087455,-0.01616764
-0.0032491547,-0.011138737
0.017951673,-0.0042999387
-0.015396777,0.01883471
-0.02012561,-0.015433729
0.025791656,-0.017111719
0.030037329,0.026644588
-0.0009279561,0.027989268
-0.013334266,-0.0014002919
-0.025545252,-0.011459708
-0.005238201,-0.021056294
4.443868e-05,-0.0032054186
-0.0015402575,0.0012433529
0.02907392,-0.0009692311
-0.01785586,0.028341174
0.021934835,-0.013445675
0.012852618,0.018592715
-0.0019267183,0.011196613
-0.00039575627,-0.0032758117
0.022343716,-0.0029654503
0.012842012,0.024691105
0.015464431,0.013417721
0.00033944123,0.010702372
0.005767862,7.43866e-05
0.02630448,0.006098509
-0.005521323,0.025864363
-0.0043628076,-0.003921032
-0.019908467,-0.0024363995
-0.005682799,-0.015479028
0.01484599,-0.004557371
0.010579797,0.012561083
0.009288781,0.013078332
-0.026792133,0.010169268
0.047262546,-0.019507587
0.0069376742,0.036951303
-0.0030683824,0.0009635687
0.007005184,-0.0062569976
-0.007055512,0.0016764402
-0.0018537447,-0.0011637211
0.0041224756,-0.00022375584
0.002817369,0.005943179
0.012573085,-0.0013456345
0.0066932472,0.0118047
0.0022327413,0.0028141737
-0.014407746,0.004473686
-0.00010907263,-0.014486551
0.026454598,9.071827e-05
-0.004112901,0.021777987
0.0014782554,-0.005630493
-0.016410412,0.0010137558
-0.012545574,-0.014022052
0.00036220328,-0.010332584
0.008273336,4.708767e-05
-0.006924745,0.0054633617
0.016799657,-0.00902921
0.0058998624,0.015789509
-0.0052313013,0.0030466318
-0.02583693,-0.0041716695
-0.009954529,-0.02249676
-0.00756041,-0.008486092
0.0035723082,-0.0049489737
0.018036129,0.0028146505
-0.0133758,0.016034842
0.0041316086,-0.010456204
-0.0035838159,0.005342245
-0.012631221,0.0011333227
0.015560957,-0.011005759
-0.0022940477,0.010496855
0.0031095948,-0.0022140145
0.010389512,-0.00032818317
-0.012225811,0.0040256977
0.02455796,-0.010210216
0.00042362773,0.021273255
0.0061371927,-0.0033589005
0.006152932,0.0055627823
0.009051377,0.007978559
0.0038999703,0.006386161
-0.0066151116,0.0032945871
-0.019911509,-0.011420667
-0.00909995,-0.018103063
0.017760668,-0.00758034
0.013494594,0.010014653
0.00035562867,0.007612467
0.0008752869,0.0031044483
0.004727981,0.00029289722
0.007806814,0.0060920715
-0.011701761,0.0008444786
0.011579922,-0.0076810718
0.0060436646,0.010942459
0.004797513,0.00020301342
-0.0077105006,-0.0011445284
-0.0019904007,-0.003756702
0.010880184,-0.0010313988
-0.0047345194,0.007838964
-0.005056366,-0.00608021
-0.0014142422,-0.0073384643
0.01219226,0.0050264597
-0.0015018077,0.011121035
0.0011298967,-0.0045745373
-0.015425747,0.0011376143
0.002871664,-0.012634754
-0.019519089,0.0038532019
-0.0017246621,-0.020608008
0.010419754,-0.002550602
-0.01006512,0.0032930374
0.0019509211,-0.01016438
-0.005689994,0.0021990538
-0.0007850507,-0.007065892
0.011924564,0.00015735626
0.011743214,0.010462642
0.0011092353,0.011738062
-0.01352622,0.00121212
-0.0007452195,-0.017198801
-0.016677141,-0.0017671585
-0.010951217,-0.016572118
-0.003696822,-0.010702848
0.013179096,-0.0028361082
-0.0066794036,0.0105679035
0.014507805,-0.008733511
-0.011408147,0.011670113
0.011714818,-0.011925936
0.011053555,0.012008071
-0.015867498,0.0098006725
0.0030167333,-0.016292393
0.0019333555,0.0023459196
0.0069277487,0.0041202307
-0.003573958,0.0060349703
0.013068066,-0.0011664629
0.0034780283,0.009981751
0.013136933,0.0043227673
0.0056004073,0.012633324
-0.006573311,0.009827495
0.00265498,-0.005915582
-0.0010497267,0.0024051666
0.0049025198,7.677078e-05
0.0006466621,0.0030231476
-0.004256841,0.0029258728
0.012148907,-0.0011366606
-0.0031276222,0.011388779
0.004734492,-0.0042087436
0.0007055285,0.0029720068
0.0015723817,-0.000310421
