sac_return,benchmark_return
-0.0019019468,0.002342105
-0.005107664,0.00088620186
0.020299476,-0.0017704368
0.0026966943,0.016326785
0.0144635085,0.00081539154
0.006024543,0.012730122
0.007954247,0.0044841766
-0.005846801,0.0070643425
0.0016993035,-0.005027294
-0.011723419,0.0005508661
-0.020647192,-0.008597314
-0.002449702,-0.019080102
0.0021480478,-0.004658282
0.011351074,0.0018122196
-0.033437688,0.009783387
-0.006103437,-0.030289173
-0.009425561,-0.005712211
-0.009104712,-0.00959909
0.0014200542,-0.008821368
-0.010101789,0.004633069
-0.0061214627,-0.010676503
0.015526753,-0.005528331
0.0055212467,0.01399827
0.014599762,0.0061187744
0.00859346,0.011870861
-0.042178523,0.007142067
0.0027589828,-0.03941679
-0.010036294,0.00096833706
-0.0045872056,-0.005565107
0.0079747625,-0.004502356
-0.012023476,0.00639987
-0.016306791,-0.010104835
-0.0067862202,-0.017014503
-0.016052825,-0.0035482645
-0.010568008,-0.01616764
-0.004127051,-0.011138737
0.019536939,-0.0042999387
-0.017268231,0.01883471
-0.02090204,-0.015433729
0.027124682,-0.017111719
0.029746624,0.026644588
-0.0013553608,0.027989268
-0.0099936975,-0.0014002919
-0.024360627,-0.011459708
-0.0042797066,-0.021056294
0.00017710998,-0.0032054186
-0.0010694283,0.0012433529
0.026465049,-0.0009692311
-0.018007789,0.028341174
0.02204668,-0.013445675
0.010818199,0.018592715
-0.0025612172,0.011196613
-0.003715588,-0.0032758117
0.024621168,-0.0029654503
0.012901802,0.024691105
0.015493279,0.013417721
-0.00092092203,0.010702372
0.003908111,7.43866e-05
0.025679823,0.006098509
-0.006395929,0.025864363
-0.0025337273,-0.003921032
-0.02012346,-0.0024363995
-0.0063720085,-0.015479028
0.01467286,-0.004557371
0.009596465,0.012561083
0.008417173,0.013078332
-0.024874194,0.010169268
0.04922567,-0.019507587
0.010555915,0.036951303
-0.0061869617,0.0009635687
0.00787124,-0.0062569976
-0.0049099335,0.0016764402
-0.0010588331,-0.0011637211
0.0038283318,-0.00022375584
0.00055002805,0.005943179
0.013112341,-0.0013456345
0.0054560197,0.0118047
0.00081587676,0.0028141737
-0.0138823865,0.004473686
-0.0022077323,-0.014486551
0.026826352,9.071827e-05
-0.0015543042,0.021777987
0.0010613784,-0.005630493
-0.017280487,0.0010137558
-0.014173877,-0.014022052
-0.0003501073,-0.010332584
0.009515748,4.708767e-05
-0.008934091,0.0054633617
0.016462624,-0.00902921
0.006309746,0.015789509
-0.0064745266,0.0030466318
-0.02297167,-0.0041716695
-0.009683457,-0.02249676
-0.00864733,-0.008486092
0.0029486464,-0.0049489737
0.020247113,0.0028146505
-0.012828777,0.016034842
0.0045557544,-0.010456204
-0.0026175517,0.005342245
-0.012694459,0.0011333227
0.014464084,-0.011005759
-0.0023907332,0.010496855
0.0009392116,-0.0022140145
0.009076202,-0.00032818317
-0.009839701,0.0040256977
0.024579424,-0.010210216
-0.0010225029,0.021273255
0.0069167847,-0.0033589005
0.008656415,0.0055627823
0.006480848,0.007978559
0.0056886314,0.006386161
-0.0063912612,0.0032945871
-0.0169246,-0.011420667
-0.00968084,-0.018103063
0.015607738,-0.00758034
0.011059238,0.010014653
0.003045795,0.007612467
0.0003015195,0.0031044483
0.0058600083,0.00029289722
