sac_return,benchmark_return
0.0008242152,-0.0026112199
-0.0015906625,0.002342105
-0.0025492783,0.00088620186
0.020626875,-0.0017704368
0.0028916146,0.016326785
0.015744457,0.00081539154
0.00474467,0.012730122
0.0077178115,0.0044841766
-0.0070280684,0.0070643425
0.004290715,-0.005027294
-0.012773316,0.0005508661
-0.021630887,-0.008597314
-0.0035601207,-0.019080102
0.002069063,-0.004658282
0.012824266,0.0018122196
-0.03469345,0.009783387
-0.006400362,-0.030289173
-0.009340005,-0.005712211
-0.0092508895,-0.00959909
0.00040102523,-0.008821368
-0.011229092,0.004633069
-0.007328498,-0.010676503
0.01710697,-0.005528331
0.0064383517,0.01399827
0.014180225,0.0061187744
0.008666219,0.011870861
-0.042696737,0.007142067
-0.00067970995,-0.03941679
-0.008576869,0.00096833706
-0.0040655285,-0.005565107
0.006774598,-0.004502356
-0.012127938,0.00639987
-0.01690508,-0.010104835
-0.009991199,-0.017014503
-0.016721671,-0.0035482645
-0.011316903,-0.01616764
-0.0033085274,-0.011138737
0.02207319,-0.0042999387
-0.017275747,0.01883471
-0.016860731,-0.015433729
0.029340658,-0.017111719
0.031268403,0.026644588
-0.0030749978,0.027989268
-0.011435843,-0.0014002919
-0.02578185,-0.011459708
-0.0036935736,-0.021056294
-0.0010818593,-0.0032054186
-0.002506529,0.0012433529
0.028655754,-0.0009692311
-0.018257385,0.028341174
0.023637593,-0.013445675
0.013491204,0.018592715
-0.0036514837,0.011196613
-0.0024165162,-0.0032758117
0.021975089,-0.0029654503
0.014317568,0.024691105
0.014973842,0.013417721
-0.004179889,0.010702372
0.00729922,7.43866e-05
0.024019254,0.006098509
-0.005672242,0.025864363
-0.0033595013,-0.003921032
-0.015461002,-0.0024363995
-0.004190344,-0.015479028
0.017250324,-0.004557371
0.011057381,0.012561083
0.009665153,0.013078332
-0.020741688,0.010169268
0.0475928,-0.019507587
0.005915313,0.036951303
-0.006983583,0.0009635687
0.0053245444,-0.0062569976
-0.004412329,0.0016764402
0.00019388399,-0.0011637211
0.005268777,-0.00022375584
0.0016707291,0.005943179
0.012681974,-0.0013456345
0.0041846745,0.0118047
0.0026153543,0.0028141737
-0.015726065,0.004473686
0.0011895318,-0.014486551
0.02423635,9.071827e-05
-0.002537303,0.021777987
0.0009468296,-0.005630493
-0.0152209755,0.0010137558
-0.012786897,-0.014022052
-4.2731976e-05,-0.010332584
0.008826005,4.708767e-05
-0.0076093315,0.0054633617
0.017131656,-0.00902921
0.0065562776,0.015789509
-0.0069616763,0.0030466318
-0.02320106,-0.0041716695
-0.009970075,-0.02249676
-0.007343559,-0.008486092
0.003555117,-0.0049489737
0.01583581,0.0028146505
-0.014471113,0.016034842
0.0051262616,-0.010456204
-0.0031375065,0.005342245
-0.01137285,0.0011333227
0.01364881,-0.011005759
-0.0021125327,0.010496855
0.003860225,-0.0022140145
0.00752439,-0.00032818317
-0.011921574,0.0040256977
0.02438887,-0.010210216
0.00024308736,0.021273255
0.007731251,-0.0033589005
0.010039201,0.0055627823
0.007737559,0.007978559
0.0060806097,0.006386161
-0.010443818,0.0032945871
-0.019198213,-0.011420667
-0.012434213,-0.018103063
0.0152545525,-0.00758034
0.011664182,0.010014653
0.0031314597,0.007612467
0.0001724864,0.0031044483
0.0028793048,0.00029289722
0.008338877,0.0060920715
-0.008357246,0.0008444786
0.012073859,-0.0076810718
0.0042176717,0.010942459
0.007716677,0.00020301342
-0.0096079,-0.0011445284
-0.0018121363,-0.003756702
0.008447175,-0.0010313988
-0.007097274,0.007838964
-0.008050362,-0.00608021
0.0024138964,-0.0073384643
0.012627306,0.0050264597
-0.0015996192,0.011121035
0.0030738844,-0.0045745373
-0.011577376,0.0011376143
0.0014480891,-0.012634754
-0.02205551,0.0038532019
-0.0018581657,-0.020608008
0.007793622,-0.002550602
-0.00995276,0.0032930374
0.0026854326,-0.01016438
-0.0049742986,0.0021990538
-0.0023292045,-0.007065892
0.008465629,0.00015735626
0.013259578,0.010462642
-0.0009612646,0.011738062
-0.015753897,0.00121212
0.00011619188,-0.017198801
-0.017172027,-0.0017671585
-0.010330264,-0.016572118
-0.004803055,-0.010702848
0.012825224,-0.0028361082
-0.008136085,0.0105679035
0.014188381,-0.008733511
-0.011082842,0.011670113
0.011984123,-0.011925936
0.010252975,0.012008071
-0.017028872,0.0098006725
0.0028458354,-0.016292393
0.0017905355,0.0023459196
0.007447211,0.0041202307
-0.0018178979,0.0060349703
0.012868795,-0.0011664629
0.004930737,0.009981751
0.014062239,0.0043227673
