sf_a2c_return,benchmark_return
-0.0069339736,0.002342105
-0.007938471,0.00088620186
0.020494174,-0.0017704368
-0.0022802278,0.016326785
0.016276902,0.00081539154
0.0076765176,0.012730122
0.0029460716,0.0044841766
-0.0072034416,0.0070643425
0.007029738,-0.005027294
-0.012049606,0.0005508661
-0.019997487,-0.008597314
-0.0052157505,-0.019080102
0.0016876308,-0.004658282
0.009272561,0.0018122196
-0.036156043,0.009783387
-0.009109315,-0.030289173
-0.010554991,-0.005712211
-0.013240238,-0.00959909
-0.0037085782,-0.008821368
-0.012636779,0.004633069
-0.0057671596,-0.010676503
0.013586133,-0.005528331
0.007211076,0.01399827
0.018504841,0.0061187744
0.011439169,0.011870861
-0.042885616,0.007142067
-0.00016755698,-0.03941679
-0.010068123,0.00096833706
-0.0020305172,-0.005565107
0.0077803745,-0.004502356
-0.011555902,0.00639987
-0.018274454,-0.010104835
-0.008244165,-0.017014503
-0.011794141,-0.0035482645
-0.009551403,-0.01616764
-0.0033547792,-0.011138737
0.013452088,-0.0042999387
-0.020765884,0.01883471
-0.020919107,-0.015433729
0.028080344,-0.017111719
0.028732758,0.026644588
0.0012531092,0.027989268
-0.012521724,-0.0014002919
-0.02794913,-0.011459708
-0.008754309,-0.021056294
-0.0013472306,-0.0032054186
-0.0026973556,0.0012433529
0.02762644,-0.0009692311
-0.019240117,0.028341174
0.025492953,-0.013445675
0.012058494,0.018592715
-7.7721335e-05,0.011196613
-0.0019582992,-0.0032758117
0.016256094,-0.0029654503
0.010524596,0.024691105
0.01992647,0.013417721
-0.00011711038,0.010702372
0.008198134,7.43866e-05
0.032939505,0.006098509
-0.007927018,0.025864363
-0.0027161224,-0.003921032
-0.02084815,-0.0024363995
-0.0067021353,-0.015479028
0.015234774,-0.004557371
0.010032802,0.012561083
0.011362021,0.013078332
-0.021326508,0.010169268
0.052139957,-0.019507587
0.0012878234,0.036951303
-0.0017635209,0.0009635687
0.0025574076,-0.0062569976
-0.007261754,0.0016764402
0.0006394389,-0.0011637211
0.005662381,-0.00022375584
-0.0045714215,0.005943179
0.017259642,-0.0013456345
0.006487483,0.0118047
0.0005365107,0.0028141737
-0.012178709,0.004473686
-0.002174081,-0.014486551
0.033155996,9.071827e-05
-0.007691409,0.021777987
-0.0012676333,-0.005630493
-0.016892767,0.0010137558
-0.010565769,-0.014022052
-0.0004447906,-0.010332584
0.012617061,4.708767e-05
-0.006168358,0.0054633617
