sf_sac_return,benchmark_return
5.4592325e-05,-0.0026112199
-0.0010429864,0.002342105
-0.0042978004,0.00088620186
0.019895047,-0.0017704368
0.002020788,0.016326785
0.015220611,0.00081539154
0.0056380597,0.012730122
0.0054416624,0.0044841766
-0.006609529,0.0070643425
0.002419433,-0.005027294
-0.011365046,0.0005508661
-0.020065991,-0.008597314
-0.003805266,-0.019080102
0.002441962,-0.004658282
0.01092966,0.0018122196
-0.0341271,0.009783387
-0.007190494,-0.030289173
-0.009075521,-0.005712211
-0.010142954,-0.00959909
0.0016836498,-0.008821368
-0.0107285,0.004633069
-0.0073338724,-0.010676503
0.016170116,-0.005528331
0.0055736275,0.01399827
0.015141808,0.0061187744
0.009507628,0.011870861
-0.040853046,0.007142067
0.0009438639,-0.03941679
-0.009346011,0.00096833706
-0.0048565106,-0.005565107
0.006384818,-0.004502356
-0.011427048,0.00639987
-0.017650573,-0.010104835
-0.0061133914,-0.017014503
-0.015285102,-0.0035482645
-0.010109393,-0.01616764
-0.0035546222,-0.011138737
0.01847748,-0.0042999387
-0.017732948,0.01883471
-0.019543892,-0.015433729
0.028647212,-0.017111719
0.029525844,0.026644588
-0.0013951035,0.027989268
-0.011153123,-0.0014002919
-0.025823304,-0.011459708
-0.004237018,-0.021056294
-0.0010012974,-0.0032054186
-0.0018197495,0.0012433529
0.02833888,-0.0009692311
-0.016993603,0.028341174
0.023400815,-0.013445675
0.012180868,0.018592715
-0.0025488776,0.011196613
-0.0031022786,-0.0032758117
0.022564761,-0.0029654503
0.012584452,0.024691105
0.014644113,0.013417721
-0.0015662324,0.010702372
0.0034055302,7.43866e-05
0.024892593,0.006098509
-0.0053698434,0.025864363
-0.0039814143,-0.003921032
-0.019637778,-0.0024363995
-0.0060484884,-0.015479028
0.013554232,-0.004557371
0.010670033,0.012561083
0.009378465,0.013078332
-0.0228052,0.010169268
0.04814474,-0.019507587
0.0058660004,0.036951303
-0.005106972,0.0009635687
0.0057107443,-0.0062569976
-0.0051891156,0.0016764402
-0.00016794805,-0.0011637211
0.004745138,-0.00022375584
-9.18301e-05,0.005943179
0.012903389,-0.0013456345
0.005580148,0.0118047
0.0015225282,0.0028141737
-0.014440095,0.004473686
-0.0009468036,-0.014486551
0.026236987,9.071827e-05
-0.0042291814,0.021777987
0.0013142054,-0.005630493
-0.01697666,0.0010137558
-0.012415876,-0.014022052
-0.00027626657,-0.010332584
0.008684554,4.708767e-05
-0.007826251,0.0054633617
0.015565449,-0.00902921
0.0062316046,0.015789509
-0.006851103,0.0030466318
-0.02289171,-0.0041716695
-0.009835386,-0.02249676
-0.0071174777,-0.008486092
0.002882377,-0.0049489737
0.017949168,0.0028146505
-0.012031214,0.016034842
0.004721154,-0.010456204
-0.0021869263,0.005342245
-0.012151093,0.0011333227
0.014467889,-0.011005759
-0.0021941955,0.010496855
0.0023350269,-0.0022140145
0.008552516,-0.00032818317
-0.011783404,0.0040256977
0.024839986,-0.010210216
-0.00025399064,0.021273255
0.0066186674,-0.0033589005
0.008592594,0.0055627823
0.007077743,0.007978559
0.0054324525,0.006386161
-0.00771638,0.0032945871
-0.018551312,-0.011420667
-0.010322707,-0.018103063
0.016351227,-0.00758034
0.010165283,0.010014653
0.0019324456,0.007612467
-0.0003760659,0.0031044483
0.0043241535,0.00029289722
0.0048506632,0.0060920715
-0.009720606,0.0008444786
0.011920192,-0.0076810718
0.0048648594,0.010942459
0.006724493,0.00020301342
-0.008565446,-0.0011445284
-0.0027231865,-0.003756702
0.008064428,-0.0010313988
-0.008017763,0.007838964
-0.007396577,-0.00608021
0.0012910948,-0.0073384643
0.012018895,0.0050264597
-0.001424804,0.011121035
0.0023318806,-0.0045745373
-0.013366593,0.0011376143
0.0023665319,-0.012634754
-0.019755365,0.0038532019
-0.0015984343,-0.020608008
0.0066344757,-0.002550602
-0.00988356,0.0032930374
0.0028861403,-0.01016438
-0.0053015994,0.0021990538
-0.0014641078,-0.007065892
0.01076385,0.00015735626
0.013021411,0.010462642
-0.0001328701,0.011738062
-0.014598606,0.00121212
-0.0008870652,-0.017198801
-0.016751116,-0.0017671585
-0.008964027,-0.016572118
-0.0019461387,-0.010702848
0.01334765,-0.0028361082
-0.006160106,0.0105679035
0.014175777,-0.008733511
-0.0107880365,0.011670113
0.011506058,-0.011925936
0.010674183,0.012008071
-0.017282827,0.0098006725
0.002506488,-0.016292393
0.0036821996,0.0023459196
0.005115042,0.0041202307
-0.0019617933,0.0060349703
0.01304957,-0.0011664629
0.004822459,0.009981751
0.013596618,0.0043227673
0.0066410364,0.012633324
-0.005107427,0.009827495
0.00066640857,-0.005915582
3.7426085e-05,0.0024051666
0.0028720645,7.677078e-05
0.00054617715,0.0030231476
-0.0033258742,0.0029258728
0.013021855,-0.0011366606
-0.0021563151,0.011388779
0.004489047,-0.0042087436
0.00024257948,0.0029720068
0.0008769696,-0.000310421
-0.0069369115,-0.002343297
0.003310974,-0.003256619
0.0013309043,0.00066125393
-0.010732679,0.001965046
-0.0057848585,-0.010171711
0.018102854,-0.0068282485
0.0073402515,0.015743494
-0.0011260518,0.008041143
-0.011560843,-0.0013625622
-0.0064476277,-0.010782659
-0.00882783,-0.008024275
0.018009037,-0.008574188
0.00017191461,0.01650095
-0.002691432,-0.0016537309
0.0009097399,-0.001691997
-0.0061401012,-0.000908196
-0.0022951243,-0.0066152215
0.0019921989,-0.0002669096
-0.00928202,0.0014408827
0.013166768,-0.010089219
0.008331846,0.012378097
-0.0035685473,0.0034451485
-0.0048985616,-0.0032586455
-0.007688388,-0.0041897893
-0.0071110995,-0.0069417357
0.0058250725,-0.007732153
0.009705481,-0.0010753274
-0.00015575957,0.010031819
-0.0060515287,-0.0015277863
0.0080689555,-0.0040708184
0.019902289,0.0046584606
-0.0057246294,0.021208644
0.00070485903,-0.005920768
0.00067120616,0.0003105402
0.0060003935,0.0027325153
0.0006242174,0.005007863
0.0067326496,0.0012760162
0.0054415907,0.005595207
-2.4828594e-05,0.0042797327
0.011981124,-0.0068044066
-0.0020880934,0.01261735
-0.0071760044,-0.00316602
-0.0037405174,-0.007150352
0.0018677439,-0.0030055642
-0.006178566,-0.00014162064
-0.0012357738,-0.006459594
0.0070545035,-0.0003771186
-0.0014236417,0.006288886
0.007319231,-0.002183497
0.010140393,0.007968664
0.0007046802,0.008357525
-0.0038844952,0.0003157854
-0.010599236,-0.0037720203
-0.0046346844,-0.010685146
0.0028584818,-0.0055238605
0.010671574,0.006210804
0.003458847,0.009339452
0.004637343,0.0025103092
-0.002194807,0.0013890266
-0.0009774432,0.0033112764
0.007930618,0.0022115707
0.005853543,0.010599256
0.0013844795,0.0031266212
0.0008465528,0.0046766996
0.0035092076,7.1287155e-05
0.0041279877,0.0052102804
0.0029234495,0.00075769424
-0.008533999,0.0023152828
0.0067120753,-0.006683588
0.0024335682,0.005004406
-0.00032073868,0.002826929
-0.011439178,0.0020008087
-0.0027321032,-0.009771347
-0.0016556093,-0.001888454
0.009508732,-0.0042670965
