sf_sac_return,benchmark_return
-0.00080185535,-0.0026112199
0.0033916174,0.002342105
-0.008386457,0.00088620186
0.021378303,-0.0017704368
0.003842175,0.016326785
0.017902505,0.00081539154
0.003147519,0.012730122
0.014819461,0.0044841766
-0.0050662695,0.0070643425
0.0056002378,-0.005027294
-0.012773204,0.0005508661
-0.02076887,-0.008597314
-0.00340485,-0.019080102
-0.0006209254,-0.004658282
0.012183952,0.0018122196
-0.03229132,0.009783387
-0.0027528286,-0.030289173
-0.0083690705,-0.005712211
-0.00996483,-0.00959909
0.0070510744,-0.008821368
-0.008184671,0.004633069
-0.0058872104,-0.010676503
0.019867409,-0.005528331
0.007337773,0.01399827
0.009192067,0.0061187744
0.010988492,0.011870861
-0.04350852,0.007142067
-0.00038548704,-0.03941679
-0.00813176,0.00096833706
-0.004785508,-0.005565107
0.010607553,-0.004502356
-0.018428802,0.00639987
-0.019140739,-0.010104835
-0.007462102,-0.017014503
-0.01354326,-0.0035482645
-0.0073988973,-0.01616764
-0.00014932756,-0.011138737
0.022828782,-0.0042999387
-0.014338244,0.01883471
-0.025171798,-0.015433729
0.029443515,-0.017111719
0.028747238,0.026644588
0.00086557266,0.027989268
-0.008597952,-0.0014002919
-0.028429031,-0.011459708
-0.0032993078,-0.021056294
0.0036486269,-0.0032054186
-0.0035051706,0.0012433529
0.019607002,-0.0009692311
-0.018696953,0.028341174
0.02341385,-0.013445675
0.012208914,0.018592715
-0.0041123275,0.011196613
-0.006220496,-0.0032758117
0.028539289,-0.0029654503
0.01478436,0.024691105
0.013021905,0.013417721
0.0010890783,0.010702372
0.0024438978,7.43866e-05
0.015789235,0.006098509
-0.003512895,0.025864363
-0.0063033816,-0.003921032
-0.021418322,-0.0024363995
-0.006174952,-0.015479028
0.015456742,-0.004557371
0.0059419335,0.012561083
0.0058721188,0.013078332
-0.019255131,0.010169268
0.04975721,-0.019507587
0.0076868236,0.036951303
-0.011151338,0.0009635687
0.009437376,-0.0062569976
-0.00079144846,0.0016764402
0.0019767045,-0.0011637211
0.010417628,-0.00022375584
-0.004422718,0.005943179
0.0149573805,-0.0013456345
0.0055244747,0.0118047
0.0011888326,0.0028141737
-0.009896779,0.004473686
-0.0017868042,-0.014486551
0.023955733,9.071827e-05
0.00080549717,0.021777987
0.0021776021,-0.005630493
-0.015202099,0.0010137558
-0.008398193,-0.014022052
-0.00025502453,-0.010332584
0.011763287,4.708767e-05
-0.0130418725,0.0054633617
0.016423786,-0.00902921
0.007151109,0.015789509
-0.008329475,0.0030466318
-0.023098052,-0.0041716695
-0.01017769,-0.02249676
-0.010481882,-0.008486092
0.0042553185,-0.0049489737
0.025161708,0.0028146505
-0.009782719,0.016034842
0.0068279626,-0.010456204
0.00014817718,0.005342245
-0.013520348,0.0011333227
0.011619294,-0.011005759
-0.004895276,0.010496855
0.0042460323,-0.0022140145
0.0037006023,-0.00032818317
-0.016873652,0.0040256977
0.025296032,-0.010210216
-0.002229786,0.021273255
0.0068855407,-0.0033589005
0.018052865,0.0055627823
0.0016548932,0.007978559
0.0064501585,0.006386161
-0.012081176,0.0032945871
-0.016669614,-0.011420667
-0.014010459,-0.018103063
0.016628146,-0.00758034
0.0071134805,0.010014653
0.0071715177,0.007612467
-0.0015900612,0.0031044483
-0.009029937,0.00029289722
0.0044551017,0.0060920715
-0.004688454,0.0008444786
0.011625278,-0.0076810718
0.0036817193,0.010942459
0.004259026,0.00020301342
-0.013819629,-0.0011445284
-0.0023132742,-0.003756702
-0.0017113807,-0.0010313988
-0.008652771,0.007838964
-0.007334,-0.00608021
0.0064130966,-0.0073384643
0.012653542,0.0050264597
-0.0065449,0.011121035
0.008139009,-0.0045745373
-0.0077980994,0.0011376143
0.004230988,-0.012634754
-0.023494357,0.0038532019
-0.004323471,-0.020608008
-0.00029627673,-0.002550602
-0.009225386,0.0032930374
0.0019992949,-0.01016438
-0.0022458495,0.0021990538
-0.0046980563,-0.007065892
0.0065405606,0.00015735626
0.012070489,0.010462642
-0.0031174184,0.011738062
-0.014647717,0.00121212
-0.000252378,-0.017198801
-0.014666999,-0.0017671585
-0.010610228,-0.016572118
-0.0009952367,-0.010702848
0.0072089494,-0.0028361082
-0.00524407,0.0105679035
0.01567787,-0.008733511
-0.008356434,0.011670113
0.011420673,-0.011925936
0.011417008,0.012008071
-0.024568146,0.0098006725
-0.0016448976,-0.016292393
0.004715556,0.0023459196
0.005652112,0.0041202307
-0.0038458407,0.0060349703
0.01261059,-0.0011664629
0.0060454546,0.009981751
0.01749146,0.0043227673
0.007245773,0.012633324
-0.008506996,0.009827495
-0.0028125586,-0.005915582
-0.0014402389,0.0024051666
0.0072184503,7.677078e-05
0.0025341094,0.0030231476
-0.005925614,0.0029258728
0.010348779,-0.0011366606
-0.0066757323,0.011388779
0.004855227,-0.0042087436
0.0009957791,0.0029720068
-0.00089549454,-0.000310421
-0.0057852687,-0.002343297
0.004335195,-0.003256619
0.0057931305,0.00066125393
-0.011418355,0.001965046
-0.008579344,-0.010171711
0.013804448,-0.0068282485
0.0048450646,0.015743494
-0.004855144,0.008041143
-0.0053390325,-0.0013625622
-0.0048890887,-0.010782659
-0.010275883,-0.008024275
0.0152391195,-0.008574188
0.0001365483,0.01650095
-0.00085128564,-0.0016537309
0.0022300305,-0.001691997
-0.0028273524,-0.000908196
-0.0014011324,-0.0066152215
0.00032884476,-0.0002669096
-0.01069954,0.0014408827
0.01496721,-0.010089219
0.011274111,0.012378097
-0.0046295584,0.0034451485
-0.008663488,-0.0032586455
-0.0028001727,-0.0041897893
-0.0058678035,-0.0069417357
-0.0054248213,-0.007732153
0.012175691,-0.0010753274
8.7434135e-05,0.010031819
-0.008626103,-0.0015277863
0.010739333,-0.0040708184
