sf_sac_return,benchmark_return
-0.001713102,0.002342105
-0.006914203,0.00088620186
0.020759635,-0.0017704368
0.0036853424,0.016326785
0.017053913,0.00081539154
0.0043195845,0.012730122
0.0058031417,0.0044841766
-0.0069497665,0.0070643425
0.004805355,-0.005027294
-0.01304494,0.0005508661
-0.02166749,-0.008597314
-0.0027177022,-0.019080102
0.0014832667,-0.004658282
0.011097876,0.0018122196
-0.037527073,0.009783387
-0.0084230555,-0.030289173
-0.010636534,-0.005712211
-0.0118838055,-0.00959909
0.0013139946,-0.008821368
-0.010798716,0.004633069
-0.007110997,-0.010676503
0.0153354835,-0.005528331
0.0058197784,0.01399827
0.016753107,0.0061187744
0.011680145,0.011870861
-0.0430273,0.007142067
0.0017685872,-0.03941679
-0.009866627,0.00096833706
-0.00485891,-0.005565107
0.007928934,-0.004502356
-0.012788495,0.00639987
-0.019172907,-0.010104835
-0.0052221166,-0.017014503
-0.015300224,-0.0035482645
-0.010021891,-0.01616764
-0.0024095098,-0.011138737
0.019116355,-0.0042999387
-0.0179268,0.01883471
-0.020957973,-0.015433729
0.028210146,-0.017111719
0.031243945,0.026644588
0.00082725624,0.027989268
-0.0100439405,-0.0014002919
-0.025923945,-0.011459708
-0.005618779,-0.021056294
-0.0032284504,-0.0032054186
-0.0008176997,0.0012433529
0.027963767,-0.0009692311
-0.01835132,0.028341174
0.02511388,-0.013445675
0.012650318,0.018592715
-0.0014907693,0.011196613
-0.004444472,-0.0032758117
0.02841166,-0.0029654503
0.00990656,0.024691105
0.015161223,0.013417721
0.0016012316,0.010702372
0.004188968,7.43866e-05
0.023317102,0.006098509
-0.004810266,0.025864363
-0.005041345,-0.003921032
-0.023236908,-0.0024363995
-0.0074835513,-0.015479028
0.0143663315,-0.004557371
0.0075947572,0.012561083
0.0057642087,0.013078332
-0.027699852,0.010169268
0.05370308,-0.019507587
0.009402998,0.036951303
-0.004210134,0.0009635687
0.004758279,-0.0062569976
-0.007962555,0.0016764402
-0.0007849545,-0.0011637211
0.004545699,-0.00022375584
-0.00081560796,0.005943179
0.015512482,-0.0013456345
0.0066356785,0.0118047
0.0009242463,0.0028141737
-0.013976267,0.004473686
-0.0016939753,-0.014486551
0.02899478,9.071827e-05
-0.0050168373,0.021777987
-0.00028154123,-0.005630493
-0.01943912,0.0010137558
-0.013389692,-0.014022052
0.0009452771,-0.010332584
0.011665871,4.708767e-05
-0.008633006,0.0054633617
0.016336426,-0.00902921
0.0073428843,0.015789509
-0.0047373064,0.0030466318
-0.025190804,-0.0041716695
-0.008180663,-0.02249676
-0.008833567,-0.008486092
0.0020111925,-0.0049489737
0.0207537,0.0028146505
-0.01306913,0.016034842
0.005301635,-0.010456204
-0.0030816498,0.005342245
-0.012955647,0.0011333227
0.01556322,-0.011005759
-0.0018868208,0.010496855
0.0005318387,-0.0022140145
0.009076325,-0.00032818317
-0.010777638,0.0040256977
0.02521865,-0.010210216
0.0018936532,0.021273255
0.0077844206,-0.0033589005
0.00890989,0.0055627823
0.008442792,0.007978559
0.006547523,0.006386161
-0.006994248,0.0032945871
-0.017895611,-0.011420667
-0.010163883,-0.018103063
0.017570036,-0.00758034
0.012446574,0.010014653
0.0012162382,0.007612467
0.0008961391,0.0031044483
0.010022338,0.00029289722
0.002933191,0.0060920715
-0.01262732,0.0008444786
0.011568386,-0.0076810718
0.0058943555,0.010942459
0.007619636,0.00020301342
-0.010415795,-0.0011445284
-0.0028132487,-0.003756702
0.008532377,-0.0010313988
-0.008415284,0.007838964
-0.0070934794,-0.00608021
-0.0005265009,-0.0073384643
0.011928397,0.0050264597
-0.001418976,0.011121035
0.0042869076,-0.0045745373
-0.011665239,0.0011376143
0.001116173,-0.012634754
-0.02296494,0.0038532019
-0.0010386313,-0.020608008
0.0106325,-0.002550602
-0.010206219,0.0032930374
0.0034535327,-0.01016438
-0.005174603,0.0021990538
-0.0009698227,-0.007065892
0.0108659305,0.00015735626
0.014472241,0.010462642
0.00043782915,0.011738062
-0.014313085,0.00121212
0.00074622396,-0.017198801
-0.01852758,-0.0017671585
-0.0096188,-0.016572118
-0.002117954,-0.010702848
0.013680716,-0.0028361082
-0.0074427687,0.0105679035
0.015986606,-0.008733511
-0.011329733,0.011670113
0.011759084,-0.011925936
0.012855957,0.012008071
-0.017530954,0.0098006725
0.0019074648,-0.016292393
0.0013010735,0.0023459196
0.0031743662,0.0041202307
-0.002361835,0.0060349703
0.012598335,-0.0011664629
0.0051906263,0.009981751
0.01430478,0.0043227673
0.0071447347,0.012633324
-0.006885299,0.009827495
-0.0018324906,-0.005915582
-0.0014930415,0.0024051666
0.005149208,7.677078e-05
0.0011469788,0.0030231476
-0.0038751767,0.0029258728
0.014944075,-0.0011366606
0.0012615685,0.011388779
0.0033310128,-0.0042087436
0.0025356025,0.0029720068
-0.0012802377,-0.000310421
-0.0067544472,-0.002343297
0.004737365,-0.003256619
0.0025357676,0.00066125393
-0.012471758,0.001965046
-0.008793425,-0.010171711
0.017700678,-0.0068282485
0.008196069,0.015743494
0.0017520093,0.008041143
-0.011065851,-0.0013625622
-0.005584107,-0.010782659
-0.010260383,-0.008024275
0.019975254,-0.008574188
0.0012677638,0.01650095
-0.00324193,-0.0016537309
0.0019663975,-0.001691997
-0.008151492,-0.000908196
-0.0029098266,-0.0066152215
0.0031905023,-0.0002669096
-0.008727734,0.0014408827
0.014807776,-0.010089219
0.009364039,0.012378097
-0.0047839107,0.0034451485
-0.0063955775,-0.0032586455
-0.007981634,-0.0041897893
-0.006615803,-0.0069417357
0.0098307375,-0.007732153
0.009380516,-0.0010753274
-3.3443037e-05,0.010031819
-0.009867722,-0.0015277863
0.009905913,-0.0040708184
0.02334497,0.0046584606
-0.007700002,0.021208644
0.0002012705,-0.005920768
-0.00015748985,0.0003105402
0.0057556108,0.0027325153
0.00082379626,0.005007863
0.0064251167,0.0012760162
0.0051531144,0.005595207
