sf_sac_return,benchmark_return
-0.0032446978,0.002342105
-0.004882369,0.00088620186
0.020551149,-0.0017704368
-0.00097007054,0.016326785
0.014505333,0.00081539154
0.008020877,0.012730122
0.0040650736,0.0044841766
-0.005442846,0.0070643425
0.0012096955,-0.005027294
-0.009076478,0.0005508661
-0.017633501,-0.008597314
-0.0059214267,-0.019080102
0.0010846477,-0.004658282
0.011783267,0.0018122196
-0.032003406,0.009783387
-0.008520706,-0.030289173
-0.007531362,-0.005712211
-0.009304406,-0.00959909
0.0029433307,-0.008821368
-0.011389262,0.004633069
-0.006436996,-0.010676503
0.016269179,-0.005528331
0.006041097,0.01399827
0.0102291135,0.0061187744
0.005856574,0.011870861
-0.040503077,0.007142067
0.0019874293,-0.03941679
-0.0053126123,0.00096833706
0.0004993444,-0.005565107
0.00611302,-0.004502356
-0.01213967,0.00639987
-0.015330957,-0.010104835
-0.005183012,-0.017014503
-0.009715721,-0.0035482645
-0.011136402,-0.01616764
-0.004965183,-0.011138737
0.015410044,-0.0042999387
-0.01750875,0.01883471
-0.019744975,-0.015433729
0.02395449,-0.017111719
0.02588213,0.026644588
-0.0021263703,0.027989268
-0.013482812,-0.0014002919
-0.024723092,-0.011459708
-0.00079393724,-0.021056294
0.0037104988,-0.0032054186
-0.00077342894,0.0012433529
0.026834996,-0.0009692311
-0.01660375,0.028341174
0.02287378,-0.013445675
0.009070307,0.018592715
-0.003045046,0.011196613
-0.0048858644,-0.0032758117
0.023756104,-0.0029654503
0.015468315,0.024691105
0.013307049,0.013417721
0.0032702796,0.010702372
0.0031142044,7.43866e-05
0.026130948,0.006098509
-0.005317143,0.025864363
-0.0018270101,-0.003921032
-0.015991699,-0.0024363995
-0.00303245,-0.015479028
0.01547114,-0.004557371
0.009202294,0.012561083
0.011793212,0.013078332
-0.016117556,0.010169268
0.043765314,-0.019507587
0.0018834302,0.036951303
-0.001555704,0.0009635687
0.0027863113,-0.0062569976
-0.0026038853,0.0016764402
0.0022786595,-0.0011637211
0.004952748,-0.00022375584
0.00063111,0.005943179
0.012547536,-0.0013456345
0.0060859947,0.0118047
-2.1884402e-05,0.0028141737
-0.011015184,0.004473686
-0.0027339065,-0.014486551
0.025737073,9.071827e-05
-7.8862984e-05,0.021777987
0.0018921655,-0.005630493
-0.012938077,0.0010137558
-0.0100828335,-0.014022052
0.0011316808,-0.010332584
0.010621802,4.708767e-05
-0.008754397,0.0054633617
0.012154412,-0.00902921
0.006411972,0.015789509
-0.0081643285,0.0030466318
-0.02247457,-0.0041716695
-0.009661216,-0.02249676
-0.0061353957,-0.008486092
0.0013864274,-0.0049489737
0.020808155,0.0028146505
-0.011348259,0.016034842
0.002598629,-0.010456204
-0.0053676395,0.005342245
-0.010480104,0.0011333227
0.012098756,-0.011005759
-0.0034464642,0.010496855
-5.920078e-05,-0.0022140145
0.009178027,-0.00032818317
-0.012343666,0.0040256977
0.024892852,-0.010210216
-0.0037197354,0.021273255
0.0056593586,-0.0033589005
0.007837214,0.0055627823
0.0035212452,0.007978559
0.007173684,0.006386161
-0.008487776,0.0032945871
-0.0177669,-0.011420667
-0.009399189,-0.018103063
0.012375631,-0.00758034
0.009965512,0.010014653
0.003503094,0.007612467
-0.0010553745,0.0031044483
-0.003830327,0.00029289722
0.0006458727,0.0060920715
-0.008822747,0.0008444786
0.012528846,-0.0076810718
0.0058182064,0.010942459
0.0021843214,0.00020301342
-0.0062760273,-0.0011445284
-0.00035735092,-0.003756702
0.006109336,-0.0010313988
-0.0067835073,0.007838964
-0.008084362,-0.00608021
0.0016443281,-0.0073384643
0.011776297,0.0050264597
-0.0009285907,0.011121035
0.0002833873,-0.0045745373
-0.014719354,0.0011376143
0.007823109,-0.012634754
-0.016598599,0.0038532019
-0.0007742001,-0.020608008
0.012186007,-0.002550602
-0.008692427,0.0032930374
0.002489401,-0.01016438
-0.0097321635,0.0021990538
-0.004227697,-0.007065892
0.008194065,0.00015735626
0.011192778,0.010462642
0.0018628138,0.011738062
-0.01444811,0.00121212
-0.00017930343,-0.017198801
-0.016024392,-0.0017671585
-0.005524371,-0.016572118
-0.0018022513,-0.010702848
0.011760207,-0.0028361082
-0.003638221,0.0105679035
0.0142621305,-0.008733511
-0.014253978,0.011670113
0.014187725,-0.011925936
0.008026239,0.012008071
-0.016598843,0.0098006725
0.0019491299,-0.016292393
0.006032335,0.0023459196
0.004696184,0.0041202307
-0.0024530755,0.0060349703
0.01141343,-0.0011664629
0.004258391,0.009981751
0.012100333,0.0043227673
0.007519964,0.012633324
-0.0033004794,0.009827495
0.0053372025,-0.005915582
0.0016513395,0.0024051666
0.0021116869,7.677078e-05
0.0009044295,0.0030231476
-0.0020837274,0.0029258728
0.009822869,-0.0011366606
-0.001361715,0.011388779
0.004604367,-0.0042087436
-0.0017660644,0.0029720068
0.0062187174,-0.000310421
-0.005811628,-0.002343297
0.0037256957,-0.003256619
0.003144894,0.00066125393
-0.0067481305,0.001965046
-0.009236057,-0.010171711
0.015515642,-0.0068282485
0.0058982014,0.015743494
0.0019280844,0.008041143
-0.007260864,-0.0013625622
-0.008395402,-0.010782659
-0.0077249864,-0.008024275
0.016374962,-0.008574188
0.00022974053,0.01650095
-0.0060291337,-0.0016537309
0.001579608,-0.001691997
-0.0037933416,-0.000908196
-0.0025303857,-0.0066152215
0.0010671084,-0.0002669096
-0.008330741,0.0014408827
0.009439931,-0.010089219
0.006914966,0.012378097
-0.002812995,0.0034451485
-0.009252457,-0.0032586455
-0.0072909514,-0.0041897893
-0.0065985224,-0.0069417357
0.012853569,-0.007732153
0.006412231,-0.0010753274
0.00040465363,0.010031819
-0.007452579,-0.0015277863
0.0065751635,-0.0040708184
0.017143741,0.0046584606
-0.003191488,0.021208644
-0.0025093695,-0.005920768
0.00054802507,0.0003105402
0.0071916035,0.0027325153
-1.4220441e-05,0.005007863
0.004361549,0.0012760162
0.007949453,0.005595207
0.0038533048,0.0042797327
0.010949825,-0.0068044066
0.000737125,0.01261735
-0.004749513,-0.00316602
-0.0029178914,-0.007150352
0.002238134,-0.0030055642
-0.0069605107,-0.00014162064
-0.0030687952,-0.006459594
0.0069121555,-0.0003771186
-0.0053076628,0.006288886
0.007896458,-0.002183497
0.009873232,0.007968664
-0.00022171518,0.008357525
-0.005303239,0.0003157854
-0.010142371,-0.0037720203
-0.006704474,-0.010685146
0.0022049304,-0.0055238605
0.006117229,0.006210804
0.004252576,0.009339452
0.005820805,0.0025103092
-1.1448159e-05,0.0013890266
0.0013693398,0.0033112764
0.008655403,0.0022115707
0.0043539996,0.010599256
0.0076472485,0.0031266212
0.0028360838,0.0046766996
0.0036631275,7.1287155e-05
0.002830907,0.0052102804
0.0046580075,0.00075769424
-0.0060784626,0.0023152828
0.006228819,-0.006683588
-0.0030609863,0.005004406
-0.0023311912,0.002826929
-0.009288066,0.0020008087
-0.0011053368,-0.009771347
-0.0010602765,-0.001888454
0.011411832,-0.0042670965
-0.0034959125,0.011621237
-0.0075925346,-0.0044721365
-0.00023839086,-0.005412221
0.00079578016,0.0015029907
0.005080054,0.002992034
-0.006259221,0.00074350834
-0.004337647,-0.010231197
-0.0046576043,-0.0051693916
-0.00036014235,-0.008367717
0.0017595986,0.0007493496
-0.0082920585,-0.0010715127
0.007544471,-0.0050738454
-0.0059117815,0.005370617
0.0019379196,-0.010836244
0.004476709,0.0072574615
0.0121517265,0.0062037706
0.00069836836,0.008469105
-0.0025752906,0.0010778904
0.000919686,-0.004824519
-0.009076868,0.0033351183
-0.009686711,-0.0056186914
0.0010130017,-0.0057380795
0.0014995066,0.001670599
0.0048147566,0.0021988153
-0.0019634927,0.002519846
0.00026495126,-0.00051152706
0.0097087845,-0.0020336509
-0.011573955,0.0095899105
0.0028516103,-0.008275449
-0.0017127239,0.00017511845
-0.0014414751,-0.0030779243
-0.013944817,-0.0022264123
-0.0018800071,-0.010756314
0.00038614648,-0.0031282902
-0.008790816,0.0012671947
-0.005476238,-0.0114094615
0.0042057196,-0.0020408034
-0.0016190053,0.0034595728
-0.0037476812,-0.0047180653
-0.011686107,-0.002212882
0.007826388,-0.012890518
-0.0010601013,0.0038534403
0.0075250436,-0.00030124187
0.0018212216,0.00869596
0.004170723,0.0058989525
0.004436665,0.004006982
-0.0056225304,0.001943469
-0.0009649813,-0.0051392317
0.01150899,0.0011640787
-0.0035502599,0.009333134
-0.011992767,0.00038576126
-0.006938208,-0.0097821355
-0.004008767,-0.0074530244
-0.0023345358,-0.00858587
0.009273189,-0.0057617426
-0.003516226,0.0062232018
-0.0069266763,-0.0031818151
-0.013288331,-0.007616818
0.01629486,-0.011185586
0.004704317,0.015774488
0.007229421,0.0037629604
0.016693607,0.0067076683
0.010651128,0.016964912
0.0038367854,0.0065675974
0.0023197152,0.0010139942
0.0011873847,0.0016641617
-0.00853225,-0.0011809468
0.009066291,-0.006458938
0.00076150586,0.011541367
0.012782163,0.0015975237
0.0012715168,0.014264941
0.0048555764,0.0046948195
-0.0017272742,-0.0013072491
0.0061597535,5.185604e-05
-0.00031765059,0.005830407
0.0033576186,-0.0017851591
0.0014312488,0.0052651167
-0.00068466295,0.0033203363
-0.00063597667,-0.0016015768
0.003046826,0.0023635626
0.009105753,0.00037956238
0.010161708,0.014689922
-0.00021293477,0.008194804
-0.00013014404,-0.0011327863
-0.0030027593,-0.0022064447
0.0032320574,-0.0019413233
0.0012549463,0.0017459393
0.0038589349,0.0036129951
0.005885136,0.0043329
0.01444862,0.0047523975
0.0012312654,0.014005661
-0.0013825023,0.004262924
0.0036578863,0.0015251637
0.0038467026,2.3007393e-05
-0.014208109,0.006752372
