sf_ddpg_return,benchmark_return
-0.0040763617,0.002342105
-0.009309337,0.00088620186
0.026731532,-0.0017704368
0.001357014,0.016326785
0.01654765,0.00081539154
0.008765603,0.012730122
0.004877016,0.0044841766
-0.009218927,0.0070643425
0.0065311445,-0.005027294
-0.013653801,0.0005508661
-0.020727392,-0.008597314
-0.002416581,-0.019080102
0.0006221732,-0.004658282
0.014500871,0.0018122196
-0.035647154,0.009783387
-0.007181893,-0.030289173
-0.008596773,-0.005712211
-0.009649868,-0.00959909
-0.00013440833,-0.008821368
-0.0105546815,0.004633069
-0.006815891,-0.010676503
0.018882811,-0.005528331
0.0065442426,0.01399827
0.0145734055,0.0061187744
0.009706264,0.011870861
-0.04578346,0.007142067
0.0032691709,-0.03941679
-0.009346421,0.00096833706
-0.0043771467,-0.005565107
0.008051723,-0.004502356
-0.015742466,0.00639987
-0.017832235,-0.010104835
-0.013461715,-0.017014503
-0.013703103,-0.0035482645
-0.0089946985,-0.01616764
-0.009542326,-0.011138737
0.020560345,-0.0042999387
-0.020422008,0.01883471
-0.02367596,-0.015433729
0.025425449,-0.017111719
0.030860435,0.026644588
-0.0020701538,0.027989268
-0.011229953,-0.0014002919
-0.027896067,-0.011459708
-0.0057301573,-0.021056294
-0.0022414476,-0.0032054186
0.00011106831,0.0012433529
0.023535565,-0.0009692311
-0.023362488,0.028341174
0.028354,-0.013445675
0.01116924,0.018592715
-0.003113379,0.011196613
-0.00811335,-0.0032758117
0.028905155,-0.0029654503
0.009523844,0.024691105
0.020613318,0.013417721
-0.0006295043,0.010702372
0.0069049946,7.43866e-05
0.01866174,0.006098509
-0.0072133443,0.025864363
-0.0025175363,-0.003921032
-0.023018658,-0.0024363995
-0.0021325897,-0.015479028
0.020788675,-0.004557371
0.0053785145,0.012561083
0.0048517683,0.013078332
-0.027499452,0.010169268
0.054614846,-0.019507587
0.013746982,0.036951303
-0.0050640306,0.0009635687
0.005723119,-0.0062569976
-0.007030393,0.0016764402
-0.002811223,-0.0011637211
0.0039624674,-0.00022375584
0.005044669,0.005943179
0.012109175,-0.0013456345
0.009631659,0.0118047
-0.001889497,0.0028141737
-0.010377551,0.004473686
-0.0038558545,-0.014486551
0.028740495,9.071827e-05
0.0031297605,0.021777987
0.0019245348,-0.005630493
-0.01670528,0.0010137558
-0.015988847,-0.014022052
-9.803973e-05,-0.010332584
0.014589384,4.708767e-05
-0.0073544285,0.0054633617
0.016320735,-0.00902921
0.009132495,0.015789509
-0.009596457,0.0030466318
-0.022927444,-0.0041716695
-0.010134901,-0.02249676
-0.012830287,-0.008486092
0.0023400385,-0.0049489737
0.022581344,0.0028146505
-0.013198918,0.016034842
0.004888048,-0.010456204
-0.008481666,0.005342245
-0.011525646,0.0011333227
0.0150137255,-0.011005759
-0.004194697,0.010496855
0.005158509,-0.0022140145
0.010539532,-0.00032818317
-0.016576743,0.0040256977
0.027071824,-0.010210216
0.0025688359,0.021273255
0.0069092265,-0.0033589005
0.012239441,0.0055627823
0.00549831,0.007978559
0.008593246,0.006386161
-0.0034179937,0.0032945871
-0.016897455,-0.011420667
-0.014195969,-0.018103063
0.019331103,-0.00758034
0.012840132,0.010014653
0.0026586852,0.007612467
0.0048940284,0.0031044483
0.00087516964,0.00029289722
0.005044888,0.0060920715
-0.011357099,0.0008444786
0.008350417,-0.0076810718
0.011874289,0.010942459
0.010483985,0.00020301342
-0.013963859,-0.0011445284
-0.0025270034,-0.003756702
0.0033091456,-0.0010313988
-0.008373177,0.007838964
-0.009700279,-0.00608021
-0.0027573756,-0.0073384643
0.012119929,0.0050264597
0.00080927205,0.011121035
0.004572983,-0.0045745373
-0.011585355,0.0011376143
0.002748996,-0.012634754
-0.019829577,0.0038532019
-0.0010676334,-0.020608008
0.011696945,-0.002550602
-0.0108688325,0.0032930374
0.0040210932,-0.01016438
-0.007613679,0.0021990538
-0.0048671714,-0.007065892
0.01141497,0.00015735626
0.015001243,0.010462642
-0.0024724454,0.011738062
-0.014306232,0.00121212
0.004605815,-0.017198801
-0.01750299,-0.0017671585
-0.015134544,-0.016572118
-0.0015858065,-0.010702848
0.015636772,-0.0028361082
-0.0028107066,0.0105679035
0.01748181,-0.008733511
-0.0092388,0.011670113
0.010812139,-0.011925936
0.011231373,0.012008071
-0.017230138,0.0098006725
0.004095167,-0.016292393
0.0016401211,0.0023459196
0.0028818797,0.0041202307
-0.0018845499,0.0060349703
0.014574608,-0.0011664629
0.0057614646,0.009981751
0.015580039,0.0043227673
0.0025582064,0.012633324
-0.0048884307,0.009827495
-0.0025321841,-0.005915582
-0.00046661502,0.0024051666
0.006028578,7.677078e-05
-0.0004466276,0.0030231476
-0.0055201203,0.0029258728
0.014021417,-0.0011366606
8.061526e-05,0.011388779
0.004718721,-0.0042087436
-0.0010397633,0.0029720068
-0.0006132226,-0.000310421
-0.006009728,-0.002343297
0.0086065335,-0.003256619
0.004594371,0.00066125393
-0.012166163,0.001965046
-0.005368362,-0.010171711
0.013549144,-0.0068282485
0.0074791657,0.015743494
-0.0009711288,0.008041143
-0.0063764006,-0.0013625622
-0.0056155175,-0.010782659
-0.011844447,-0.008024275
0.016309153,-0.008574188
0.002988845,0.01650095
-0.006328702,-0.0016537309
0.0023740432,-0.001691997
-0.00994129,-0.000908196
-0.0032290816,-0.0066152215
0.0038962911,-0.0002669096
-0.007173255,0.0014408827
0.013163751,-0.010089219
0.010378565,0.012378097
-0.0056836954,0.0034451485
-0.011954561,-0.0032586455
-0.00822414,-0.0041897893
-0.00417307,-0.0069417357
0.016485613,-0.007732153
0.011098082,-0.0010753274
-0.0006746202,0.010031819
-0.010301536,-0.0015277863
0.009073854,-0.0040708184
0.02267406,0.0046584606
-0.0040747225,0.021208644
0.0013921559,-0.005920768
7.0060094e-05,0.0003105402
0.007142812,0.0027325153
-0.0009673933,0.005007863
0.009649089,0.0012760162
0.009153585,0.005595207
0.007194127,0.0042797327
0.009150133,-0.0068044066
-0.0012494177,0.01261735
-0.007534261,-0.00316602
-0.0043385327,-0.007150352
0.00239864,-0.0030055642
-0.009238164,-0.00014162064
-0.0015547923,-0.006459594
0.010906185,-0.0003771186
-0.0028148592,0.006288886
0.0049588135,-0.002183497
0.008845578,0.007968664
0.00032031044,0.008357525
-0.005565837,0.0003157854
-0.010580267,-0.0037720203
-0.0024022413,-0.010685146
0.0011746886,-0.0055238605
0.008703679,0.006210804
0.0060468614,0.009339452
0.01116783,0.0025103092
-0.0027896266,0.0013890266
-0.00055231166,0.0033112764
0.0074123642,0.0022115707
0.0069173276,0.010599256
0.00032151752,0.0031266212
0.0021079876,0.0046766996
0.0024160296,7.1287155e-05
0.0037538907,0.0052102804
0.0014736356,0.00075769424
-0.0033889166,0.0023152828
0.007939856,-0.006683588
0.0015532774,0.005004406
0.00749669,0.002826929
-0.012411466,0.0020008087
-0.00015612939,-0.009771347
0.0018390071,-0.001888454
0.012515615,-0.0042670965
-0.0045493296,0.011621237
-0.0074993176,-0.0044721365
0.0026961071,-0.005412221
-0.002964144,0.0015029907
0.0055740033,0.002992034
-0.010029247,0.00074350834
-0.007979274,-0.010231197
-0.0019605756,-0.0051693916
-0.0007139296,-0.008367717
0.0018480022,0.0007493496
-0.00643758,-0.0010715127
0.0051151467,-0.0050738454
-0.010285477,0.005370617
0.003922383,-0.010836244
0.0054786704,0.0072574615
0.011641036,0.0062037706
0.0016578486,0.008469105
-0.00045871234,0.0010778904
-0.0007913561,-0.004824519
-0.009490575,0.0033351183
-0.0073579256,-0.0056186914
-0.00022639334,-0.0057380795
0.0011179944,0.001670599
0.0060882024,0.0021988153
-0.0030635,0.002519846
0.0032760454,-0.00051152706
0.008783261,-0.0020336509
-0.013783043,0.0095899105
0.00018689543,-0.008275449
-0.0071237884,0.00017511845
-0.0059635043,-0.0030779243
-0.021076074,-0.0022264123
-0.0014282317,-0.010756314
0.00086699927,-0.0031282902
-0.012740821,0.0012671947
-0.0037597269,-0.0114094615
0.0062182,-0.0020408034
0.0048207045,0.0034595728
-0.0010465584,-0.0047180653
-0.014694845,-0.002212882
0.0057639233,-0.012890518
-0.0058438634,0.0038534403
0.010161867,-0.00030124187
0.0025166871,0.00869596
0.0072993785,0.0058989525
0.001090601,0.004006982
-0.0057637445,0.001943469
-0.0032625794,-0.0051392317
0.013303101,0.0011640787
-0.0035092582,0.009333134
-0.014167632,0.00038576126
-0.0061289025,-0.0097821355
-0.0054843775,-0.0074530244
0.00035758805,-0.00858587
0.008910234,-0.0057617426
-0.011874692,0.0062232018
-0.013630996,-0.0031818151
-0.0039134175,-0.007616818
0.018277457,-0.011185586
0.0006440184,0.015774488
0.0068137404,0.0037629604
0.020668706,0.0067076683
0.01276502,0.016964912
0.0010340959,0.0065675974
0.0030283283,0.0010139942
0.0008403857,0.0016641617
-0.0024815304,-0.0011809468
0.0077129505,-0.006458938
0.0009469888,0.011541367
0.017929897,0.0015975237
0.0020540208,0.014264941
-0.003438965,0.0046948195
0.0004593034,-0.0013072491
0.005915672,5.185604e-05
-0.002822136,0.005830407
0.00341396,-0.0017851591
0.0020079613,0.0052651167
-0.0014766604,0.0033203363
-0.002534777,-0.0016015768
0.002441754,0.0023635626
0.0050669857,0.00037956238
0.011082729,0.014689922
-0.004280339,0.008194804
-0.002062599,-0.0011327863
-0.0021522494,-0.0022064447
0.0061564296,-0.0019413233
0.0034678231,0.0017459393
0.0043127188,0.0036129951
0.0048905164,0.0043329
0.015604506,0.0047523975
0.006652355,0.014005661
0.0006514789,0.004262924
0.005703827,0.0015251637
0.0045166863,2.3007393e-05
-0.015253128,0.006752372
0.00755701,-0.012671649
-0.007841135,0.00869298
0.004512325,-0.0004914403
0.0016151618,0.0042625666
0.0019112726,0.0029615164
-0.0007448395,0.0014228821
-0.0023396562,-0.0005452633
-0.008846636,0.0006766319
-0.0047792047,-0.0075526237
0.002943496,0.00027108192
0.014681628,0.00068831444
-0.0023282915,0.00578928
0.0060762465,-0.004188955
0.0020022392,0.00454545
0.0013642708,0.00040555
-0.0016070803,-0.0031300783
-0.007849678,-0.00616765
0.008635512,-0.0025280118
0.00992549,0.0054186583
0.0036049236,0.01054728
0.002555564,0.003644824
-0.0029871366,-0.0025356412
0.009786735,-0.002613306
-0.0011450103,0.0064206123
0.009950305,0.0015847683
0.0019129566,0.0058783293
-0.013764432,0.0034919977
0.012999113,-0.008240938
0.010637512,0.009686351
-0.0041229078,0.0034937859
0.006395325,-0.007096231
0.005471518,0.0036799908
0.008870428,0.004049659
0.0014513831,0.0012661219
0.0049629016,-0.001410842
-0.011734521,0.003250122
0.007567664,-0.013522267
0.0032715797,0.0039589405
-0.0050973445,0.0090789795
-0.005145043,-0.003743112
0.004017691,-0.0016616583
0.02152066,0.0012559891
0.00419271,0.011832237
-0.0029939811,0.0015977621
0.0009165009,-0.0015920997
0.0019688755,-0.0024781823
0.003365338,-0.00060015917
0.003496528,0.0012162924
0.0048259646,0.0023332834
-0.005337388,-0.002495706
0.0010811338,-0.010378003
0.007979831,0.0019659996
-0.0041601164,0.003370285
0.0029306312,-0.0017699599
0.009505059,0.0012129545
