sf_ddpg_return,benchmark_return
-0.0061683063,0.002342105
-0.0039731213,0.00088620186
0.019351345,-0.0017704368
-0.0014464624,0.016326785
0.015273682,0.00081539154
0.0052025416,0.012730122
0.0010817194,0.0044841766
-0.0059100026,0.0070643425
0.002787406,-0.005027294
-0.012104699,0.0005508661
-0.022747334,-0.008597314
-0.0013352591,-0.019080102
0.002513491,-0.004658282
0.01012529,0.0018122196
-0.039680906,0.009783387
-0.009847265,-0.030289173
-0.01085165,-0.005712211
-0.010044333,-0.00959909
-0.00138849,-0.008821368
-0.010764476,0.004633069
-0.008343619,-0.010676503
0.013877823,-0.005528331
0.004380524,0.01399827
0.01813796,0.0061187744
0.008802804,0.011870861
-0.043391775,0.007142067
0.0014037117,-0.03941679
-0.011984646,0.00096833706
-0.004739628,-0.005565107
0.006844681,-0.004502356
-0.008355054,0.00639987
-0.016375026,-0.010104835
-0.0039159292,-0.017014503
-0.0159259,-0.0035482645
-0.009117219,-0.01616764
-0.0015366449,-0.011138737
0.015243536,-0.0042999387
-0.016559346,0.01883471
-0.0148456935,-0.015433729
0.02897914,-0.017111719
0.029926704,0.026644588
0.0020577628,0.027989268
-0.010009253,-0.0014002919
-0.028998502,-0.011459708
-0.0072029643,-0.021056294
0.0007391527,-0.0032054186
-0.00073863944,0.0012433529
0.031746686,-0.0009692311
-0.021504546,0.028341174
0.024081424,-0.013445675
0.012288484,0.018592715
0.002348102,0.011196613
2.2961207e-05,-0.0032758117
0.024916135,-0.0029654503
0.012792478,0.024691105
0.010746002,0.013417721
-0.004944613,0.010702372
0.0009381587,7.43866e-05
0.02542618,0.006098509
-0.0063357498,0.025864363
-0.009341872,-0.003921032
-0.024483625,-0.0024363995
-0.008457152,-0.015479028
0.010166348,-0.004557371
0.012572394,0.012561083
0.0109529365,0.013078332
-0.025502302,0.010169268
0.053744383,-0.019507587
0.0065223025,0.036951303
-0.004700088,0.0009635687
0.002909064,-0.0062569976
-0.007943093,0.0016764402
-0.0014564525,-0.0011637211
-0.0004734804,-0.00022375584
-0.0068972707,0.005943179
0.014786263,-0.0013456345
0.0053351293,0.0118047
0.0009224876,0.0028141737
-0.015262807,0.004473686
-0.0044809855,-0.014486551
0.03336433,9.071827e-05
-0.009050951,0.021777987
-0.0026992557,-0.005630493
-0.019221095,0.0010137558
-0.012880455,-0.014022052
-0.0005412327,-0.010332584
0.01078635,4.708767e-05
-0.009811741,0.0054633617
0.015349114,-0.00902921
0.005900355,0.015789509
-0.005689255,0.0030466318
-0.026132794,-0.0041716695
-0.009672555,-0.02249676
-0.0065338155,-0.008486092
0.0014944354,-0.0049489737
0.014927452,0.0028146505
-0.018415451,0.016034842
0.0047813426,-0.010456204
-0.0066986494,0.005342245
-0.012387675,0.0011333227
0.017706165,-0.011005759
-0.0020439764,0.010496855
-0.0043319003,-0.0022140145
0.0019398748,-0.00032818317
-0.013794949,0.0040256977
0.026712457,-0.010210216
0.0057549835,0.021273255
0.008776697,-0.0033589005
0.009500908,0.0055627823
0.008093467,0.007978559
0.0060996693,0.006386161
-0.0029050347,0.0032945871
-0.018837053,-0.011420667
-0.007736331,-0.018103063
0.021503357,-0.00758034
0.0128234895,0.010014653
-0.0009681437,0.007612467
-0.0019382379,0.0031044483
0.01704904,0.00029289722
0.0016062175,0.0060920715
-0.016076153,0.0008444786
0.012996097,-0.0076810718
0.0050148736,0.010942459
0.0115536135,0.00020301342
-0.012812743,-0.0011445284
-0.0014207639,-0.003756702
0.014475432,-0.0010313988
-0.010395688,0.007838964
-0.005194853,-0.00608021
-0.0018170562,-0.0073384643
0.013323138,0.0050264597
0.0010080107,0.011121035
0.0009859066,-0.0045745373
-0.016571948,0.0011376143
-0.00077552925,-0.012634754
-0.018780595,0.0038532019
0.00015262891,-0.020608008
0.013879075,-0.002550602
-0.01271821,0.0032930374
0.0036891792,-0.01016438
-0.004681482,0.0021990538
-0.0007248435,-0.007065892
0.014615667,0.00015735626
0.013566691,0.010462642
0.00036149757,0.011738062
-0.01333974,0.00121212
0.00055485923,-0.017198801
-0.0154043725,-0.0017671585
-0.008924974,-0.016572118
0.004732641,-0.010702848
0.013932985,-0.0028361082
-0.0035409466,0.0105679035
0.020603597,-0.008733511
-0.010655559,0.011670113
0.009088091,-0.011925936
0.0113113895,0.012008071
-0.01326187,0.0098006725
0.0035763017,-0.016292393
0.0053536436,0.0023459196
0.00078470464,0.0041202307
-0.0012226704,0.0060349703
0.014188318,-0.0011664629
0.0055724755,0.009981751
0.0109359855,0.0043227673
0.009251274,0.012633324
-0.0045067715,0.009827495
-0.0010993475,-0.005915582
0.0017976534,0.0024051666
0.0017173795,7.677078e-05
-0.0019284714,0.0030231476
