ddpg_return,benchmark_return
-0.0009996275,-0.0026112199
-0.0037978466,0.002342105
-0.005567039,0.00088620186
0.016583499,-0.0017704368
-0.0018430382,0.016326785
0.014778459,0.00081539154
0.0020486312,0.012730122
0.0033469375,0.0044841766
-0.0061938227,0.0070643425
0.008458412,-0.005027294
-0.010051414,0.0005508661
-0.018139452,-0.008597314
-0.0016128866,-0.019080102
0.00036570535,-0.004658282
0.012930161,0.0018122196
-0.03633848,0.009783387
-0.0070391344,-0.030289173
-0.011454895,-0.005712211
-0.011830647,-0.00959909
-0.0031817055,-0.008821368
-0.013232146,0.004633069
-0.0071914145,-0.010676503
0.013931199,-0.005528331
0.0059673265,0.01399827
0.013005891,0.0061187744
0.0097653475,0.011870861
-0.04217672,0.007142067
0.004699948,-0.03941679
-0.007674635,0.00096833706
-0.0010633597,-0.005565107
0.0030053342,-0.004502356
-0.009516318,0.00639987
-0.014148108,-0.010104835
-0.0029690443,-0.017014503
-0.017587652,-0.0035482645
-0.010123344,-0.01616764
-0.0024992428,-0.011138737
0.018948361,-0.0042999387
-0.020782186,0.01883471
-0.023834009,-0.015433729
0.026933493,-0.017111719
0.02920332,0.026644588
0.002211614,0.027989268
-0.012271799,-0.0014002919
-0.027893348,-0.011459708
-0.0044612526,-0.021056294
0.0009078528,-0.0032054186
-0.0016329356,0.0012433529
0.028764557,-0.0009692311
-0.014514506,0.028341174
0.02218224,-0.013445675
0.00649648,0.018592715
-0.0005967919,0.011196613
0.0019102789,-0.0032758117
0.022286246,-0.0029654503
0.011290057,0.024691105
0.015291181,0.013417721
-0.0077306405,0.010702372
0.003659972,7.43866e-05
0.026772968,0.006098509
-0.005588059,0.025864363
-0.0020156403,-0.003921032
-0.01480844,-0.0024363995
0.001931425,-0.015479028
0.020672472,-0.004557371
0.00939594,0.012561083
0.009283373,0.013078332
-0.017151285,0.010169268
0.04524007,-0.019507587
0.0051160147,0.036951303
-0.0038798817,0.0009635687
0.0034588526,-0.0062569976
-0.006850999,0.0016764402
0.006799005,-0.0011637211
0.006843929,-0.00022375584
-0.0023889954,0.005943179
0.01500694,-0.0013456345
0.0055958005,0.0118047
0.0018210295,0.0028141737
-0.015229244,0.004473686
0.0024101732,-0.014486551
0.028268935,9.071827e-05
-0.0008049821,0.021777987
0.0036797188,-0.005630493
-0.00984264,0.0010137558
-0.01378732,-0.014022052
0.0029373786,-0.010332584
0.013872105,4.708767e-05
-0.010627037,0.0054633617
0.017446648,-0.00902921
0.009262959,0.015789509
-0.0029596968,0.0030466318
-0.024490079,-0.0041716695
-0.010424348,-0.02249676
-0.005408311,-0.008486092
0.0025701348,-0.0049489737
0.024284493,0.0028146505
-0.014568987,0.016034842
0.0034332436,-0.010456204
-0.002834627,0.005342245
-0.0111347055,0.0011333227
0.012037627,-0.011005759
-0.00047912827,0.010496855
0.0007826542,-0.0022140145
0.005399057,-0.00032818317
-0.009886731,0.0040256977
0.021189937,-0.010210216
-0.003052118,0.021273255
0.003863271,-0.0033589005
0.0067615933,0.0055627823
0.007038123,0.007978559
0.0027783418,0.006386161
-0.0022988566,0.0032945871
-0.020076098,-0.011420667
-0.008790973,-0.018103063
0.013331098,-0.00758034
0.0109220315,0.010014653
-0.004291197,0.007612467
-0.0016285841,0.0031044483
0.004597821,0.00029289722
-0.003237658,0.0060920715
-0.01472334,0.0008444786
0.012348595,-0.0076810718
0.009572183,0.010942459
0.0012717961,0.00020301342
-0.0094952835,-0.0011445284
-0.0041522062,-0.003756702
0.014281611,-0.0010313988
-0.005664657,0.007838964
-0.006347376,-0.00608021
0.004730052,-0.0073384643
0.012708421,0.0050264597
0.003464648,0.011121035
-0.0025147696,-0.0045745373
-0.011061936,0.0011376143
0.002836719,-0.012634754
-0.019982466,0.0038532019
-0.0024849568,-0.020608008
0.015552281,-0.002550602
