ddpg_return,benchmark_return
-0.006739181,0.002342105
-0.007324523,0.00088620186
0.023237975,-0.0017704368
0.0019272353,0.016326785
0.017047932,0.00081539154
0.0074956273,0.012730122
0.008618216,0.0044841766
-0.009806103,0.0070643425
0.0026199692,-0.005027294
-0.0158963,0.0005508661
-0.023703495,-0.008597314
-0.004937609,-0.019080102
0.0032312141,-0.004658282
0.015893755,0.0018122196
-0.036822286,0.009783387
-0.0059405547,-0.030289173
-0.009275069,-0.005712211
-0.009139825,-0.00959909
-0.00081885036,-0.008821368
-0.009472195,0.004633069
-0.004515895,-0.010676503
0.01619122,-0.005528331
0.008014901,0.01399827
0.014295992,0.0061187744
0.004447073,0.011870861
-0.04896822,0.007142067
0.0022911304,-0.03941679
-0.0066496325,0.00096833706
-0.002992562,-0.005565107
0.0071166167,-0.004502356
-0.012889236,0.00639987
-0.01771973,-0.010104835
-0.0103262905,-0.017014503
-0.015012021,-0.0035482645
-0.012028576,-0.01616764
-0.0044142986,-0.011138737
0.025090577,-0.0042999387
-0.01614942,0.01883471
-0.014050746,-0.015433729
0.028020054,-0.017111719
0.031932477,0.026644588
0.0007696646,0.027989268
-0.008356789,-0.0014002919
-0.028322887,-0.011459708
-0.009997615,-0.021056294
-0.0023129464,-0.0032054186
0.000818991,0.0012433529
0.028159767,-0.0009692311
-0.018729484,0.028341174
0.029055724,-0.013445675
0.011121336,0.018592715
-0.0065649124,0.011196613
-0.001195991,-0.0032758117
0.027252508,-0.0029654503
0.011352139,0.024691105
0.014796635,0.013417721
0.0019971365,0.010702372
0.00056906225,7.43866e-05
0.014356489,0.006098509
-0.0062378175,0.025864363
-0.004945605,-0.003921032
-0.022601476,-0.0024363995
-0.01041219,-0.015479028
0.015800422,-0.004557371
0.012587482,0.012561083
0.010768573,0.013078332
-0.03752974,0.010169268
0.05798065,-0.019507587
0.009691935,0.036951303
-0.008702673,0.0009635687
0.004979165,-0.0062569976
-0.005042198,0.0016764402
-0.0055983816,-0.0011637211
0.0025568055,-0.00022375584
-0.00046356645,0.005943179
0.01381668,-0.0013456345
0.007481359,0.0118047
0.0024116142,0.0028141737
-0.015542639,0.004473686
-0.0045637093,-0.014486551
0.034056637,9.071827e-05
-0.0021764596,0.021777987
-0.002559656,-0.005630493
-0.018909436,0.0010137558
-0.01606512,-0.014022052
0.0026006983,-0.010332584
0.014556517,4.708767e-05
-0.0103361,0.0054633617
0.016749498,-0.00902921
0.004447994,0.015789509
-0.0054212543,0.0030466318
-0.025632376,-0.0041716695
-0.008689973,-0.02249676
-0.013411461,-0.008486092
0.0011153391,-0.0049489737
0.0120915705,0.0028146505
-0.017448058,0.016034842
0.006675788,-0.010456204
-0.010892586,0.005342245
-0.009500146,0.0011333227
0.01721166,-0.011005759
-0.0015705422,0.010496855
-0.0008695554,-0.0022140145
0.008527136,-0.00032818317
-0.010618988,0.0040256977
0.022645108,-0.010210216
0.0053042937,0.021273255
0.010332047,-0.0033589005
0.013514751,0.0055627823
0.008725493,0.007978559
0.0078075547,0.006386161
-0.0008744613,0.0032945871
-0.016917996,-0.011420667
-0.010639419,-0.018103063
0.02191851,-0.00758034
0.012162819,0.010014653
0.0020264569,0.007612467
0.002663592,0.0031044483
0.008161198,0.00029289722
0.007115611,0.0060920715
-0.015773177,0.0008444786
0.014016073,-0.0076810718
0.008317626,0.010942459
0.011554568,0.00020301342
-0.01493818,-0.0011445284
-0.002092283,-0.003756702
0.010864961,-0.0010313988
-0.0067801788,0.007838964
-0.0067122164,-0.00608021
-0.0032143048,-0.0073384643
0.010830772,0.0050264597
0.004458231,0.011121035
0.0017061443,-0.0045745373
-0.018054249,0.0011376143
-0.0016688489,-0.012634754
-0.024834406,0.0038532019
-0.0014390447,-0.020608008
0.019293524,-0.002550602
-0.010762117,0.0032930374
0.002930202,-0.01016438
-0.0044770883,0.0021990538
-0.007066219,-0.007065892
0.0046749627,0.00015735626
0.016420517,0.010462642
-0.0013061615,0.011738062
-0.017137093,0.00121212
0.0030643342,-0.017198801
-0.021079138,-0.0017671585
-0.0072009144,-0.016572118
0.0008333103,-0.010702848
0.014343432,-0.0028361082
-0.0040030773,0.0105679035
0.016316047,-0.008733511
-0.009312718,0.011670113
0.0081983935,-0.011925936
0.013643221,0.012008071
-0.0136058265,0.0098006725
0.005602059,-0.016292393
-0.0020769325,0.0023459196
0.0056077274,0.0041202307
-0.003404395,0.0060349703
0.011685625,-0.0011664629
0.0065893936,0.009981751
0.013435588,0.0043227673
0.010683535,0.012633324
-0.0034592676,0.009827495
-0.00051142,-0.005915582
0.0010129616,0.0024051666
0.00445301,7.677078e-05
-0.00023760617,0.0030231476
-0.00940583,0.0029258728
0.014595849,-0.0011366606
0.005023999,0.011388779
0.0013611636,-0.0042087436
0.0043817586,0.0029720068
-0.003903606,-0.000310421
-0.0045792297,-0.002343297
0.004056477,-0.003256619
0.0012091957,0.00066125393
-0.015122507,0.001965046
-0.0063457214,-0.010171711
0.017696785,-0.0068282485
0.0066245277,0.015743494
0.0018141755,0.008041143
-0.012870609,-0.0013625622
-0.010119258,-0.010782659
-0.008284922,-0.008024275
0.021693207,-0.008574188
0.002581788,0.01650095
-0.001852926,-0.0016537309
0.0011914705,-0.001691997
-0.010209948,-0.000908196
-0.0022498805,-0.0066152215
0.0046546427,-0.0002669096
-0.009107612,0.0014408827
0.01805239,-0.010089219
0.010049342,0.012378097
-0.007681055,0.0034451485
-0.003539361,-0.0032586455
-0.006063284,-0.0041897893
-0.005186164,-0.0069417357
0.01961649,-0.007732153
0.013246432,-0.0010753274
0.0026421875,0.010031819
-0.009466364,-0.0015277863
0.013782401,-0.0040708184
0.015313726,0.0046584606
-0.0014479287,0.021208644
0.0001939125,-0.005920768
-0.0055025797,0.0003105402
0.0066114897,0.0027325153
-0.0015017064,0.005007863
0.007902465,0.0012760162
0.0070945607,0.005595207
-0.004135053,0.0042797327
0.010140233,-0.0068044066
-0.004060331,0.01261735
-0.00037774697,-0.00316602
-0.0028490527,-0.007150352
0.0035524277,-0.0030055642
-0.0061828094,-0.00014162064
-0.0037301676,-0.006459594
0.008087619,-0.0003771186
-0.0065780845,0.006288886
0.0072275936,-0.002183497
0.012993994,0.007968664
0.0029168383,0.008357525
-0.0019742437,0.0003157854
-0.011375482,-0.0037720203
-0.0022596705,-0.010685146
0.00456396,-0.0055238605
0.008622961,0.006210804
0.007880406,0.009339452
0.007619036,0.0025103092
0.0044387747,0.0013890266
0.002119371,0.0033112764
0.00805485,0.0022115707
0.004521671,0.010599256
-0.006132667,0.0031266212
-0.0008789329,0.0046766996
0.0055357176,7.1287155e-05
0.0005520338,0.0052102804
-0.00019327404,0.00075769424
-0.0030516584,0.0023152828
0.007867441,-0.006683588
0.007931637,0.005004406
-0.003916985,0.002826929
-0.016792262,0.0020008087
0.0018784588,-0.009771347
0.013257368,-0.001888454
0.014258868,-0.0042670965
-0.0024080449,0.011621237
-0.010168614,-0.0044721365
0.0069455383,-0.005412221
-0.003264587,0.0015029907
0.009782931,0.002992034
-0.008314262,0.00074350834
-0.006111752,-0.010231197
-0.0073991,-0.0051693916
0.00075943494,-0.008367717
0.009092497,0.0007493496
-0.007932652,-0.0010715127
0.0065142363,-0.0050738454
-0.01109335,0.005370617
0.002406707,-0.010836244
0.0060761175,0.0072574615
0.0110266665,0.0062037706
0.0014149767,0.008469105
-0.0038915428,0.0010778904
-0.0004348154,-0.004824519
-0.004862537,0.0033351183
-0.008974468,-0.0056186914
0.0039847633,-0.0057380795
0.0022833594,0.001670599
0.004123387,0.0021988153
0.000451002,0.002519846
0.0028589512,-0.00051152706
0.006263813,-0.0020336509
-0.010281422,0.0095899105
0.00018556486,-0.008275449
-0.008327713,0.00017511845
-0.0020982164,-0.0030779243
-0.0128539745,-0.0022264123
-0.0020365906,-0.010756314
0.0042079277,-0.0031282902
-0.011951009,0.0012671947
0.0014529212,-0.0114094615
0.006756351,-0.0020408034
-0.0033052445,0.0034595728
0.0046662632,-0.0047180653
-0.018573118,-0.002212882
0.00623912,-0.012890518
0.004484731,0.0038534403
0.01185296,-0.00030124187
0.0053884927,0.00869596
0.005702913,0.0058989525
0.0070763608,0.004006982
-0.0016501085,0.001943469
-0.000610799,-0.0051392317
0.010423894,0.0011640787
-0.005676825,0.009333134
-0.013494342,0.00038576126
-0.007317875,-0.0097821355
-0.010779093,-0.0074530244
-0.0021140638,-0.00858587
0.0050035417,-0.0057617426
-0.013579488,0.0062232018
-0.011787731,-0.0031818151
-0.006489024,-0.007616818
0.01668761,-0.011185586
0.0026248137,0.015774488
0.01025044,0.0037629604
0.01988133,0.0067076683
0.008654929,0.016964912
0.0034714849,0.0065675974
0.0033154008,0.0010139942
0.0013784724,0.0016641617
-0.0013266662,-0.0011809468
0.01108092,-0.006458938
0.00015885336,0.011541367
0.017596811,0.0015975237
0.004000139,0.014264941
0.0007227131,0.0046948195
0.0014963942,-0.0013072491
0.005713164,5.185604e-05
-0.0038413717,0.005830407
0.0044980072,-0.0017851591
0.0013961055,0.0052651167
-0.00076955644,0.0033203363
-0.002564066,-0.0016015768
-0.00024300787,0.0023635626
0.0057896664,0.00037956238
0.004503878,0.014689922
-0.0034803199,0.008194804
0.0014508526,-0.0011327863
-0.004999186,-0.0022064447
0.0067417757,-0.0019413233
0.004845268,0.0017459393
-0.00082268607,0.0036129951
0.006223558,0.0043329
0.014354275,0.0047523975
0.0006928613,0.014005661
0.0027806035,0.004262924
0.0044442303,0.0015251637
0.0043016314,2.3007393e-05
-0.015104913,0.006752372
0.009184906,-0.012671649
2.9567218e-05,0.00869298
0.0028282723,-0.0004914403
0.0017930935,0.0042625666
0.0016877461,0.0029615164
-0.0014602733,0.0014228821
0.0022506253,-0.0005452633
-0.0026069968,0.0006766319
-0.00074953097,-0.0075526237
0.0033202628,0.00027108192
0.015404071,0.00068831444
-0.0022727598,0.00578928
0.0068907454,-0.004188955
0.0013778601,0.00454545
-0.0023985181,0.00040555
0.0015826254,-0.0031300783
-0.004121133,-0.00616765
0.00574109,-0.0025280118
0.011092625,0.0054186583
0.003296461,0.01054728
-0.0021231608,0.003644824
0.0017243042,-0.0025356412
0.004894266,-0.002613306
0.002904951,0.0064206123
0.010062735,0.0015847683
0.0035012192,0.0058783293
-0.009475886,0.0034919977
0.013560927,-0.008240938
0.015263807,0.009686351
-0.0011786036,0.0034937859
0.0012363169,-0.007096231
0.0025784809,0.0036799908
0.010020783,0.004049659
0.0022648824,0.0012661219
0.0019353769,-0.001410842
-0.007879282,0.003250122
0.007207053,-0.013522267
0.006705158,0.0039589405
-0.0038980262,0.0090789795
-0.008719842,-0.003743112
-0.0014639997,-0.0016616583
0.029876776,0.0012559891
0.002936046,0.011832237
-0.0015128554,0.0015977621
-0.005165685,-0.0015920997
-0.0013961415,-0.0024781823
0.0027942872,-0.00060015917
0.008157522,0.0012162924
0.0005848617,0.0023332834
-0.0048117535,-0.002495706
0.001726191,-0.010378003
0.0056390204,0.0019659996
-0.006503194,0.003370285
0.0013229038,-0.0017699599
0.013943877,0.0012129545
0.001256992,0.006082773
-0.00610365,0.0009698868
-0.0046756244,-0.0035258532
0.0040664775,-0.0049064755
0.009202157,0.001954317
0.008998599,0.008257985
0.007830593,0.01026237
-0.0034947193,0.006814122
0.0013216557,-0.007678807
-0.0027145348,-0.0041102767
0.0057699587,-0.00079649687
0.0013522565,0.01216197
-0.0072068204,0.0011894703
-0.011754747,-0.0060420632
-0.004647594,-0.010023892
-0.013932246,-0.0011002421
0.010275507,-0.0135496855
-5.4231063e-05,0.007955551
-0.0012490976,-0.0002888441
-0.0075545576,-0.00023472309
0.004679654,-0.010856986
-0.018669615,-6.330013e-05
-0.0082283085,-0.012372613
0.0053564636,-0.0065326095
-0.0047862516,0.0016922951
0.0021274986,-0.0012079477
-0.004560259,0.00058460236
0.00970158,0.0055861473
0.01024476,0.006675601
-0.0057446365,0.0068962574
0.0004746411,-0.0011107922
0.011839486,-0.009753287
0.0014912883,0.0040397644
-0.014027005,0.0038292408
-0.0022902237,-0.0148534775
0.013406551,0.002310276
0.020287534,0.008505106
0.007425917,0.011772752
-0.008524359,0.004565954
0.004738899,0.00082337856
0.007630857,0.0044267178
0.0028297324,0.008484483
-0.003826995,0.0031756163
0.00307573,-0.0020582676
0.008993371,0.0032105446
-0.0014842552,0.008844972
0.0008405698,-0.000967741
-0.0074045206,0.003366232
0.0025940547,-0.0049200654
-0.0063016554,0.0016634464
-0.00032810564,-0.0050647855
0.00406552,-0.015269995
0.004734442,0.00011074543
-0.010268435,-0.005547285
3.280203e-05,-0.010586619
0.011543607,-0.0085859895
0.0015068026,0.015083075
0.00407896,-0.002980113
0.004702955,0.0036363602
0.0012153873,0.0024808645
-0.0025439158,0.002031684
0.0049405135,-0.0022420287
-0.0061307005,0.0017796755
0.0016338109,-0.0031032562
0.0033500206,-0.0009087324
0.0011050266,-0.0016818643
0.004053465,-0.0014992356
0.0053667356,0.004896283
0.004419714,0.0014636517
-0.0034689275,0.007722497
-0.0018440008,0.0003978014
0.00021527198,0.006663561
0.0023052644,-0.0075879693
-0.0007850643,0.00039994717
-0.0005353172,0.0009266138
-0.001983571,-0.0011541247
0.004400388,0.0012950897
