ddpg_return,benchmark_return
-0.002370827,0.002342105
-0.0049974653,0.00088620186
0.021512598,-0.0017704368
0.0047026104,0.016326785
0.015910402,0.00081539154
0.0050828084,0.012730122
0.0043733492,0.0044841766
-0.0076946914,0.0070643425
0.0076944605,-0.005027294
-0.014366858,0.0005508661
-0.023613391,-0.008597314
0.00073204015,-0.019080102
0.0038787723,-0.004658282
0.011422396,0.0018122196
-0.037519604,0.009783387
-0.008705058,-0.030289173
-0.012135349,-0.005712211
-0.011269563,-0.00959909
-0.0045948946,-0.008821368
-0.010564219,0.004633069
-0.007116739,-0.010676503
0.015444651,-0.005528331
0.005080227,0.01399827
0.017620891,0.0061187744
0.011110888,0.011870861
-0.044117086,0.007142067
0.0018374679,-0.03941679
-0.012853771,0.00096833706
-0.007979746,-0.005565107
0.008962199,-0.004502356
-0.009260468,0.00639987
-0.017917193,-0.010104835
-0.012292102,-0.017014503
-0.019115655,-0.0035482645
-0.013879664,-0.01616764
-0.0029523708,-0.011138737
0.020856027,-0.0042999387
-0.018930055,0.01883471
-0.016717296,-0.015433729
0.031143129,-0.017111719
0.02956687,0.026644588
-0.0003774153,0.027989268
-0.008548129,-0.0014002919
-0.023806129,-0.011459708
-0.005827945,-0.021056294
-0.0027381966,-0.0032054186
-0.0023108013,0.0012433529
0.031378515,-0.0009692311
-0.020238101,0.028341174
0.021595335,-0.013445675
0.015133341,0.018592715
0.0020648837,0.011196613
-0.0043802224,-0.0032758117
0.023739096,-0.0029654503
0.011382899,0.024691105
0.019340534,0.013417721
-0.0028073601,0.010702372
0.012491157,7.43866e-05
0.030732565,0.006098509
-0.006881652,0.025864363
-0.0027053729,-0.003921032
-0.02052588,-0.0024363995
-0.0032644295,-0.015479028
0.013294525,-0.004557371
0.011335298,0.012561083
0.0081556775,0.013078332
-0.02918876,0.010169268
0.05205944,-0.019507587
0.007634949,0.036951303
-0.0044848435,0.0009635687
0.005650721,-0.0062569976
-0.010253042,0.0016764402
-0.0012987182,-0.0011637211
0.0025051795,-0.00022375584
0.0019952655,0.005943179
0.0141969845,-0.0013456345
0.005175799,0.0118047
0.0020456947,0.0028141737
-0.018808313,0.004473686
0.0006936637,-0.014486551
0.027570281,9.071827e-05
-0.0047692615,0.021777987
0.001870621,-0.005630493
-0.01757694,0.0010137558
-0.015252744,-0.014022052
-0.0018091087,-0.010332584
0.009655848,4.708767e-05
-0.0064703003,0.0054633617
0.018827423,-0.00902921
0.0066951625,0.015789509
-0.0057741106,0.0030466318
-0.02465142,-0.0041716695
-0.008817705,-0.02249676
-0.006649219,-0.008486092
0.0035592464,-0.0049489737
0.016177263,0.0028146505
-0.016958024,0.016034842
0.0062542525,-0.010456204
-0.0031730235,0.005342245
-0.0135086635,0.0011333227
0.016204052,-0.011005759
-0.0018424578,0.010496855
-0.0007929916,-0.0022140145
0.01342278,-0.00032818317
-0.010486085,0.0040256977
0.027947068,-0.010210216
0.0026888638,0.021273255
0.0064867698,-0.0033589005
0.0052452497,0.0055627823
0.010627236,0.007978559
0.004662771,0.006386161
-0.0035046078,0.0032945871
-0.018924426,-0.011420667
-0.011362165,-0.018103063
0.019602805,-0.00758034
0.015543535,0.010014653
0.003394425,0.007612467
0.0016494989,0.0031044483
0.012157068,0.00029289722
0.0075596794,0.0060920715
-0.012965135,0.0008444786
0.009112149,-0.0076810718
0.0038785897,0.010942459
0.0065021664,0.00020301342
-0.0059193335,-0.0011445284
-0.0016980331,-0.003756702
0.012154389,-0.0010313988
-0.009586241,0.007838964
-0.0058229044,-0.00608021
-0.002520945,-0.0073384643
0.011824798,0.0050264597
-0.0015156567,0.011121035
0.0038784184,-0.0045745373
-0.009872757,0.0011376143
-0.002623085,-0.012634754
-0.023580942,0.0038532019
-0.00012644837,-0.020608008
0.011249322,-0.002550602
-0.0118827745,0.0032930374
0.004161022,-0.01016438
-0.0028895512,0.0021990538
0.0017693898,-0.007065892
0.014973945,0.00015735626
0.014820963,0.010462642
-0.00017037243,0.011738062
-0.015436936,0.00121212
0.0021520518,-0.017198801
-0.018026099,-0.0017671585
-0.013479888,-0.016572118
-0.0043264553,-0.010702848
0.013871849,-0.0028361082
-0.011993226,0.0105679035
0.015486214,-0.008733511
-0.0110164955,0.011670113
0.013437726,-0.011925936
0.011573099,0.012008071
-0.01679796,0.0098006725
0.003034085,-0.016292393
0.0006434992,0.0023459196
0.0048747584,0.0041202307
0.00028339025,0.0060349703
0.015293479,-0.0011664629
0.004506808,0.009981751
0.013990656,0.0043227673
0.006168388,0.012633324
-0.010547958,0.009827495
-0.0051934347,-0.005915582
-0.0034961663,0.0024051666
0.0057483315,7.677078e-05
0.0019284375,0.0030231476
-0.004568897,0.0029258728
0.013389014,-0.0011366606
-0.0040750317,0.011388779
0.0055015683,-0.0042087436
0.004910469,0.0029720068
0.0007128939,-0.000310421
-0.008182406,-0.002343297
0.00073175505,-0.003256619
0.00051355734,0.00066125393
-0.014035653,0.001965046
-0.006891668,-0.010171711
0.015848216,-0.0068282485
0.012582978,0.015743494
-0.00017507747,0.008041143
-0.01649177,-0.0013625622
-0.00647391,-0.010782659
-0.010837808,-0.008024275
0.020787068,-0.008574188
0.00092736253,0.01650095
-0.0002422929,-0.0016537309
