sf_td3_return,benchmark_return
-0.00014879431,0.002342105
-0.0024402246,0.00088620186
0.013661748,-0.0017704368
0.0003922623,0.016326785
0.011302442,0.00081539154
0.005207934,0.012730122
0.0040831696,0.0044841766
-0.0065581403,0.0070643425
0.00035293083,-0.005027294
-0.0079881335,0.0005508661
-0.017446505,-0.008597314
-0.0032464818,-0.019080102
0.004568508,-0.004658282
0.007926188,0.0018122196
-0.030736089,0.009783387
-0.006157818,-0.030289173
-0.009678885,-0.005712211
-0.010478389,-0.00959909
0.0013417483,-0.008821368
-0.010333048,0.004633069
-0.006015918,-0.010676503
0.014614646,-0.005528331
0.004579476,0.01399827
0.015378697,0.0061187744
0.006970775,0.011870861
-0.035785682,0.007142067
0.0014833241,-0.03941679
-0.0077283494,0.00096833706
-0.00698024,-0.005565107
0.006372443,-0.004502356
-0.010058919,0.00639987
-0.018548919,-0.010104835
-0.0039914316,-0.017014503
-0.01734483,-0.0035482645
-0.012937331,-0.01616764
-0.0054070414,-0.011138737
0.016732134,-0.0042999387
-0.016622879,0.01883471
-0.023351291,-0.015433729
0.028196115,-0.017111719
0.02663604,0.026644588
0.0002949781,0.027989268
-0.012783734,-0.0014002919
-0.019323777,-0.011459708
-0.0030469024,-0.021056294
0.0036580034,-0.0032054186
-0.00040091062,0.0012433529
0.027964238,-0.0009692311
-0.012548937,0.028341174
0.017241895,-0.013445675
0.011535063,0.018592715
0.0007336759,0.011196613
-0.003358748,-0.0032758117
0.014407663,-0.0029654503
0.011925883,0.024691105
0.0138924075,0.013417721
0.00227628,0.010702372
0.0068537714,7.43866e-05
0.027278794,0.006098509
-0.0052730823,0.025864363
-0.0018939017,-0.003921032
-0.015058777,-0.0024363995
-0.0008376137,-0.015479028
0.01168697,-0.004557371
0.010969358,0.012561083
0.013002885,0.013078332
-0.016977893,0.010169268
0.036680143,-0.019507587
0.0023735422,0.036951303
-0.003783616,0.0009635687
0.0004577796,-0.0062569976
-0.003916987,0.0016764402
-1.20646055e-05,-0.0011637211
0.0043506105,-0.00022375584
-0.0024157334,0.005943179
0.011185248,-0.0013456345
0.002129062,0.0118047
0.005005136,0.0028141737
-0.014368482,0.004473686
0.002971449,-0.014486551
0.022471035,9.071827e-05
-0.009182804,0.021777987
0.0039270595,-0.005630493
-0.016133156,0.0010137558
-0.007885758,-0.014022052
0.0005366539,-0.010332584
0.0051462054,4.708767e-05
-0.007581381,0.0054633617
0.015229602,-0.00902921
0.000650199,0.015789509
-0.0041791755,0.0030466318
-0.018542422,-0.0041716695
-0.009091415,-0.02249676
-0.0020832412,-0.008486092
0.0026966978,-0.0049489737
0.02226146,0.0028146505
-0.007992592,0.016034842
0.0052718637,-0.010456204
0.005130911,0.005342245
-0.011805481,0.0011333227
0.011541002,-0.011005759
-0.0015222228,0.010496855
0.0016785503,-0.0022140145
0.010099348,-0.00032818317
-0.007647909,0.0040256977
0.024887953,-0.010210216
-0.003401737,0.021273255
0.0046821083,-0.0033589005
0.0010475186,0.0055627823
0.0062349834,0.007978559
0.002447877,0.006386161
-0.008781124,0.0032945871
-0.021282151,-0.011420667
-0.0067291963,-0.018103063
0.0118891,-0.00758034
0.0052710692,0.010014653
0.001711094,0.007612467
-0.0007126697,0.0031044483
0.00820112,0.00029289722
0.0030378378,0.0060920715
-0.0059878863,0.0008444786
0.01092731,-0.0076810718
-0.0018496054,0.010942459
-0.006424341,0.00020301342
-0.004069524,-0.0011445284
-0.0009799593,-0.003756702
0.006328744,-0.0010313988
-0.00907183,0.007838964
-0.005195029,-0.00608021
0.0032091711,-0.0073384643
0.010967907,0.0050264597
-0.0029401183,0.011121035
0.00025345315,-0.0045745373
-0.01408763,0.0011376143
0.006255032,-0.012634754
-0.016484315,0.0038532019
-0.00042324266,-0.020608008
0.0011815645,-0.002550602
-0.010583351,0.0032930374
0.0024467753,-0.01016438
-0.003604319,0.0021990538
0.0041627535,-0.007065892
0.013707982,0.00015735626
0.008549243,0.010462642
-0.00045763972,0.011738062
-0.014108612,0.00121212
-0.0036715402,-0.017198801
-0.015686285,-0.0017671585
-0.005221745,-0.016572118
-0.002087268,-0.010702848
0.011230107,-0.0028361082
-0.009153177,0.0105679035
0.011093244,-0.008733511
-0.011904898,0.011670113
0.014401517,-0.011925936
0.010488095,0.012008071
-0.017799847,0.0098006725
0.00077802327,-0.016292393
0.006266923,0.0023459196
0.0048248037,0.0041202307
0.00040204395,0.0060349703
0.012005294,-0.0011664629
0.0020584762,0.009981751
0.0096779745,0.0043227673
0.009128321,0.012633324
-0.0024615645,0.009827495
0.0024573002,-0.005915582
-0.0018973418,0.0024051666
0.0024403522,7.677078e-05
0.0042578448,0.0030231476
-0.00035538728,0.0029258728
0.011619702,-0.0011366606
-0.0075719506,0.011388779
0.003334542,-0.0042087436
0.00040355494,0.0029720068
0.0014881811,-0.000310421
-0.0069554523,-0.002343297
0.0023752425,-0.003256619
0.00013782592,0.00066125393
-0.0086002285,0.001965046
-0.009587807,-0.010171711
0.017902905,-0.0068282485
0.006671443,0.015743494
-0.0010211185,0.008041143
-0.015040657,-0.0013625622
-0.0072115744,-0.010782659
-0.006971378,-0.008024275
0.015987653,-0.008574188
-0.002272806,0.01650095
-0.0005860937,-0.0016537309
-0.0033060275,-0.001691997
-0.0030511664,-0.000908196
-0.00073719677,-0.0066152215
0.0011273823,-0.0002669096
-0.013228868,0.0014408827
0.010379813,-0.010089219
0.0028411297,0.012378097
-0.0039443276,0.0034451485
-0.0067971437,-0.0032586455
-0.0073543545,-0.0041897893
-0.009321094,-0.0069417357
-0.0056224656,-0.007732153
0.00627214,-0.0010753274
-0.0019757093,0.010031819
-0.0019413686,-0.0015277863
0.0037672336,-0.0040708184
0.021721745,0.0046584606
-0.009473118,0.021208644
0.00034491433,-0.005920768
0.0032061085,0.0003105402
0.004501995,0.0027325153
0.0015398801,0.005007863
0.0023940871,0.0012760162
0.0018737613,0.005595207
-0.002303008,0.0042797327
0.01271634,-0.0068044066
0.0016563201,0.01261735
-0.010202092,-0.00316602
-0.00037652793,-0.007150352
-0.00069511024,-0.0030055642
-0.006208822,-0.00014162064
0.0011175805,-0.006459594
0.0039340737,-0.0003771186
-0.0006915847,0.006288886
0.0064778347,-0.002183497
0.0058012805,0.007968664
0.0011877987,0.008357525
-0.0016187076,0.0003157854
-0.011572779,-0.0037720203
-0.006931556,-0.010685146
0.005048211,-0.0055238605
0.012613033,0.006210804
0.0013601102,0.009339452
0.00013870717,0.0025103092
-0.00090894446,0.0013890266
-0.0030101524,0.0033112764
0.006523988,0.0022115707
0.007037214,0.010599256
0.0030679514,0.0031266212
0.000548558,0.0046766996
0.0029690396,7.1287155e-05
0.0011779631,0.0052102804
0.008470415,0.00075769424
-0.010630926,0.0023152828
0.004707936,-0.006683588
0.0031869032,0.005004406
-0.0043698247,0.002826929
-0.00928947,0.0020008087
-0.0034399098,-0.009771347
-0.0026630885,-0.001888454
0.011351176,-0.0042670965
-0.0044542877,0.011621237
-0.0032183824,-0.0044721365
0.0020707923,-0.005412221
0.004272931,0.0015029907
0.00038357932,0.002992034
-0.011469054,0.00074350834
-0.0040310924,-0.010231197
-0.005917819,-0.0051693916
0.0018638276,-0.008367717
-0.0021253526,0.0007493496
-0.0046743136,-0.0010715127
0.0015852962,-0.0050738454
-0.008655534,0.005370617
0.007491076,-0.010836244
0.00804146,0.0072574615
0.007239169,0.0062037706
0.00039981556,0.008469105
-0.0018986919,0.0010778904
0.00319731,-0.004824519
-0.0069376444,0.0033351183
-0.0049084025,-0.0056186914
0.00063179346,-0.0057380795
-0.00019590762,0.001670599
0.003341742,0.0021988153
-0.00037605566,0.002519846
-0.0046098414,-0.00051152706
0.0076149423,-0.0020336509
-0.00641788,0.0095899105
0.00011879739,-0.008275449
-0.0020691021,0.00017511845
-0.00010285729,-0.0030779243
-0.01214583,-0.0022264123
-0.0035759816,-0.010756314
-0.0017105766,-0.0031282902
-0.00900263,0.0012671947
-0.004166998,-0.0114094615
0.00014085612,-0.0020408034
-0.0013737931,0.0034595728
-0.008628104,-0.0047180653
-0.008138104,-0.002212882
0.0020452626,-0.012890518
-0.0030889998,0.0038534403
0.0067221955,-0.00030124187
0.005251864,0.00869596
0.007210786,0.0058989525
0.0006754508,0.004006982
-0.0071329726,0.001943469
0.0025886893,-0.0051392317
0.011487141,0.0011640787
0.0053704344,0.009333134
-0.0041507096,0.00038576126
-0.004771599,-0.0097821355
-0.009928763,-0.0074530244
-0.007555669,-0.00858587
0.015978616,-0.0057617426
-0.0044918247,0.0062232018
-0.0061975583,-0.0031818151
-0.015367137,-0.007616818
0.01853761,-0.011185586
0.008684014,0.015774488
0.0028632781,0.0037629604
0.018442594,0.0067076683
0.003986367,0.016964912
0.0001308393,0.0065675974
0.0016830744,0.0010139942
-0.003402762,0.0016641617
-0.0056328825,-0.0011809468
0.00856049,-0.006458938
0.0038332045,0.011541367
0.009367265,0.0015975237
0.004447484,0.014264941
0.0022526118,0.0046948195
0.00037522364,-0.0013072491
0.006532864,5.185604e-05
0.0017944826,0.005830407
0.0066664345,-0.0017851591
0.0032369287,0.0052651167
-0.00049378804,0.0033203363
0.0039248643,-0.0016015768
0.0025274449,0.0023635626
0.018899202,0.00037956238
0.009772554,0.014689922
0.00013982147,0.008194804
-0.0048828116,-0.0011327863
-0.00035067022,-0.0022064447
0.0009979922,-0.0019413233
0.0006703778,0.0017459393
0.0059089186,0.0036129951
0.0043815305,0.0043329
0.011433046,0.0047523975
-1.9829535e-05,0.014005661
0.0007385965,0.004262924
0.0026159207,0.0015251637
0.0053959093,2.3007393e-05
-0.0138083305,0.006752372
0.010665393,-0.012671649
-0.00536897,0.00869298
0.0045724562,-0.0004914403
0.002044459,0.0042625666
0.002132378,0.0029615164
0.0004186936,0.0014228821
0.0033431593,-0.0005452633
-0.0065251826,0.0006766319
0.0008626291,-0.0075526237
0.00062078156,0.00027108192
0.0014418947,0.00068831444
-0.005270843,0.00578928
0.0018288295,-0.004188955
0.00043970358,0.00454545
-0.0022508895,0.00040555
-0.0118419295,-0.0031300783
0.00051547604,-0.00616765
0.0038568694,-0.0025280118
0.011365361,0.0054186583
0.00238514,0.01054728
-0.00046847574,0.003644824
-0.00584369,-0.0025356412
0.0036534432,-0.002613306
0.0074618896,0.0064206123
0.0047329017,0.0015847683
0.004373559,0.0058783293
-0.006016062,0.0034919977
0.007602483,-0.008240938
0.0007952351,0.009686351
-0.009955518,0.0034937859
0.0024441408,-0.007096231
0.001304469,0.0036799908
-0.00045299932,0.004049659
-0.0027375228,0.0012661219
0.0044045327,-0.001410842
-0.009976602,0.003250122
0.0035710218,-0.013522267
0.010677789,0.0039589405
-0.005673635,0.0090789795
0.0015681149,-0.003743112
0.0032290819,-0.0016616583
0.0073602693,0.0012559891
0.001113909,0.011832237
-0.0030540365,0.0015977621
-0.0043563703,-0.0015920997
-0.00039466363,-0.0024781823
-0.0011196473,-0.00060015917
-0.00046937267,0.0012162924
-0.004845802,0.0023332834
-0.006021078,-0.002495706
0.0015217335,-0.010378003
0.0021407872,0.0019659996
0.00090317545,0.003370285
0.00469892,-0.0017699599
0.0021838353,0.0012129545
0.0038496691,0.006082773
-0.0059261722,0.0009698868
-0.0040362873,-0.0035258532
0.0016610936,-0.0049064755
0.0069285375,0.001954317
0.009710712,0.008257985
0.0025664777,0.01026237
-0.009308834,0.006814122
-0.0011372451,-0.007678807
-0.0026014005,-0.0041102767
0.0109857395,-0.00079649687
0.0025932197,0.01216197
-0.0013449325,0.0011894703
-0.009753464,-0.0060420632
-0.0037461368,-0.010023892
-0.014006204,-0.0011002421
0.0046519507,-0.0135496855
0.0007003579,0.007955551
-0.0011329668,-0.0002888441
-0.008783557,-0.00023472309
3.0199808e-05,-0.010856986
-0.008222132,-6.330013e-05
-0.0063276417,-0.012372613
0.0040062303,-0.0065326095
-0.0011751864,0.0016922951
0.0050853263,-0.0012079477
0.011521597,0.00058460236
0.00225392,0.0055861473
0.005507183,0.006675601
-0.0013789007,0.0068962574
-0.0014647575,-0.0011107922
0.0005469387,-0.009753287
0.0054494645,0.0040397644
-0.008810779,0.0038292408
0.00178703,-0.0148534775
0.0057676006,0.002310276
0.00834481,0.008505106
0.0021422764,0.011772752
0.002883539,0.004565954
0.005683658,0.00082337856
0.006326373,0.0044267178
0.0044272672,0.008484483
-0.0014048396,0.0031756163
0.0013278268,-0.0020582676
0.0047333217,0.0032105446
0.0062099188,0.008844972
0.0015348546,-0.000967741
-0.0043346533,0.003366232
-0.002692994,-0.0049200654
-0.0040833442,0.0016634464
-0.01789106,-0.0050647855
0.0005228743,-0.015269995
-0.0072589954,0.00011074543
-0.010068519,-0.005547285
-0.0032739148,-0.010586619
0.021527175,-0.0085859895
-0.001103361,0.015083075
0.006630789,-0.002980113
-0.0012628578,0.0036363602
0.0043718773,0.0024808645
-0.0011206596,0.002031684
-0.0014228591,-0.0022420287
-0.00605982,0.0017796755
-0.010189781,-0.0031032562
-0.0025857382,-0.0009087324
-0.0012944613,-0.0016818643
0.0044053984,-0.0014992356
0.00074267347,0.004896283
0.010066946,0.0014636517
0.0029950966,0.007722497
