sf_td3_return,benchmark_return
-0.0029732762,0.002342105
-0.005262354,0.00088620186
0.021478688,-0.0017704368
0.004360918,0.016326785
0.015884224,0.00081539154
0.0061384477,0.012730122
0.0041544507,0.0044841766
-0.0062253196,0.0070643425
0.0020933256,-0.005027294
-0.012139078,0.0005508661
-0.020524545,-0.008597314
-0.0018699801,-0.019080102
0.0027690213,-0.004658282
0.0121058505,0.0018122196
-0.03690244,0.009783387
-0.007714023,-0.030289173
-0.00856416,-0.005712211
-0.009243818,-0.00959909
-0.0009677198,-0.008821368
-0.010006028,0.004633069
-0.00782574,-0.010676503
0.01509496,-0.005528331
0.007744614,0.01399827
0.01637491,0.0061187744
0.012654596,0.011870861
-0.038943466,0.007142067
0.0016433,-0.03941679
-0.007724941,0.00096833706
-0.0064091682,-0.005565107
0.007619546,-0.004502356
-0.009860077,0.00639987
-0.01646742,-0.010104835
-0.010476215,-0.017014503
-0.017857775,-0.0035482645
-0.0112634795,-0.01616764
-0.0038198617,-0.011138737
0.017142769,-0.0042999387
-0.016831955,0.01883471
-0.015957415,-0.015433729
0.028650813,-0.017111719
0.032793544,0.026644588
-0.0024407401,0.027989268
-0.01126254,-0.0014002919
-0.025876995,-0.011459708
-0.007162073,-0.021056294
-0.004285069,-0.0032054186
-0.0014956804,0.0012433529
0.03290123,-0.0009692311
-0.018413913,0.028341174
0.022982394,-0.013445675
0.0154016055,0.018592715
-0.0026609828,0.011196613
0.0007255846,-0.0032758117
0.026437322,-0.0029654503
0.009646545,0.024691105
0.015752451,0.013417721
0.0054246713,0.010702372
0.00679426,7.43866e-05
0.025816636,0.006098509
-0.0047999443,0.025864363
-0.0016635937,-0.003921032
-0.02163238,-0.0024363995
-0.0058959443,-0.015479028
0.011724864,-0.004557371
0.011366304,0.012561083
0.008311009,0.013078332
-0.028752128,0.010169268
0.047739778,-0.019507587
0.0076394645,0.036951303
-0.0043107797,0.0009635687
0.008121988,-0.0062569976
-0.0067862133,0.0016764402
-0.004482424,-0.0011637211
0.0040419907,-0.00022375584
-0.0015674725,0.005943179
0.01432633,-0.0013456345
0.0073952535,0.0118047
0.00086716004,0.0028141737
-0.016073326,0.004473686
-0.0013200712,-0.014486551
0.024974894,9.071827e-05
-0.004977819,0.021777987
-0.0011894178,-0.005630493
-0.018195013,0.0010137558
-0.012946024,-0.014022052
-0.0018112204,-0.010332584
0.008048278,4.708767e-05
-0.006799512,0.0054633617
0.016282376,-0.00902921
0.0065624923,0.015789509
-0.009626098,0.0030466318
-0.025656017,-0.0041716695
-0.011926623,-0.02249676
-0.00631081,-0.008486092
0.0033527052,-0.0049489737
0.013358989,0.0028146505
-0.0138752395,0.016034842
0.0050162952,-0.010456204
-0.005045449,0.005342245
-0.012086714,0.0011333227
0.015189403,-0.011005759
-0.0016031826,0.010496855
-0.00021436281,-0.0022140145
0.012133952,-0.00032818317
-0.014096544,0.0040256977
0.023974614,-0.010210216
0.0037835592,0.021273255
0.0060705123,-0.0033589005
0.0077986615,0.0055627823
0.008325847,0.007978559
0.0054335943,0.006386161
-0.0030598184,0.0032945871
-0.018779976,-0.011420667
-0.008897778,-0.018103063
0.018573288,-0.00758034
0.014818623,0.010014653
0.0005050196,0.007612467
0.0016100723,0.0031044483
0.0036662326,0.00029289722
0.008746477,0.0060920715
-0.011749601,0.0008444786
0.008579749,-0.0076810718
0.0071194805,0.010942459
0.004628872,0.00020301342
-0.0015428592,-0.0011445284
-0.0019162614,-0.003756702
0.008674912,-0.0010313988
-0.0054454,0.007838964
-0.005434212,-0.00608021
-0.0007246207,-0.0073384643
0.009972576,0.0050264597
1.0960364e-05,0.011121035
0.0023003817,-0.0045745373
-0.014592469,0.0011376143
-0.0001646212,-0.012634754
-0.0196128,0.0038532019
-0.0025503426,-0.020608008
0.00973468,-0.002550602
-0.007040431,0.0032930374
0.003251777,-0.01016438
-0.0060436693,0.0021990538
-0.00054042495,-0.007065892
0.01273259,0.00015735626
0.01463368,0.010462642
-0.0005524298,0.011738062
-0.017048744,0.00121212
0.0008913805,-0.017198801
-0.019654779,-0.0017671585
-0.01552815,-0.016572118
-0.0055411216,-0.010702848
0.01532615,-0.0028361082
-0.010764406,0.0105679035
0.013191055,-0.008733511
-0.012178197,0.011670113
0.012559674,-0.011925936
0.013871512,0.012008071
-0.015220095,0.0098006725
0.0018433402,-0.016292393
0.00030089496,0.0023459196
0.010513081,0.0041202307
-0.0029972899,0.0060349703
0.011688681,-0.0011664629
0.003533188,0.009981751
0.015195145,0.0043227673
0.007750413,0.012633324
-0.009364388,0.009827495
0.0023002448,-0.005915582
-0.0033641597,0.0024051666
0.005141353,7.677078e-05
0.002735201,0.0030231476
-0.0044242707,0.0029258728
0.012187968,-0.0011366606
0.0040955683,0.011388779
0.0038043156,-0.0042087436
0.0007140392,0.0029720068
-0.0011937164,-0.000310421
-0.0035821865,-0.002343297
7.037555e-05,-0.003256619
0.001980757,0.00066125393
-0.011663342,0.001965046
-0.0076564234,-0.010171711
