sf_td3_return,benchmark_return
0.0013965449,-0.0026112199
0.0013380368,0.002342105
-0.00033030906,0.00088620186
0.017425207,-0.0017704368
0.0023008308,0.016326785
0.013646944,0.00081539154
0.0039762342,0.012730122
0.0068201665,0.0044841766
-0.0060173795,0.0070643425
0.0005231301,-0.005027294
-0.0100542195,0.0005508661
-0.016774556,-0.008597314
-0.0010047437,-0.019080102
0.0020305635,-0.004658282
0.0127202,0.0018122196
-0.031903088,0.009783387
-0.0046417476,-0.030289173
-0.008483943,-0.005712211
-0.007390754,-0.00959909
0.0025578581,-0.008821368
-0.009812681,0.004633069
-0.006931818,-0.010676503
0.01757954,-0.005528331
0.005921539,0.01399827
0.011932171,0.0061187744
0.0060783033,0.011870861
-0.03781648,0.007142067
0.002188039,-0.03941679
-0.006705054,0.00096833706
-0.0060149753,-0.005565107
0.0055373074,-0.004502356
-0.011119874,0.00639987
-0.015660103,-0.010104835
-0.0056696893,-0.017014503
-0.019548863,-0.0035482645
-0.01015701,-0.01616764
-0.008081289,-0.011138737
0.02064701,-0.0042999387
-0.017606026,0.01883471
-0.022641994,-0.015433729
0.02900382,-0.017111719
0.02834662,0.026644588
-0.003183679,0.027989268
-0.010932803,-0.0014002919
-0.019833911,-0.011459708
0.002002915,-0.021056294
0.0035423639,-0.0032054186
0.0004103819,0.0012433529
0.028000286,-0.0009692311
-0.012617335,0.028341174
0.019556532,-0.013445675
0.011585156,0.018592715
-0.0045626364,0.011196613
-0.007488458,-0.0032758117
0.028355751,-0.0029654503
0.012438147,0.024691105
0.013895691,0.013417721
-0.001066732,0.010702372
0.009937926,7.43866e-05
0.02378599,0.006098509
-0.005749854,0.025864363
0.0019387762,-0.003921032
-0.0138321845,-0.0024363995
0.004286071,-0.015479028
0.018758148,-0.004557371
0.011069895,0.012561083
0.010123135,0.013078332
-0.013101304,0.010169268
0.037470587,-0.019507587
0.006838636,0.036951303
-0.0077376966,0.0009635687
0.005883098,-0.0062569976
-0.0018861453,0.0016764402
0.00027700272,-0.0011637211
0.0049312795,-0.00022375584
0.0021048589,0.005943179
0.010226691,-0.0013456345
0.0036904456,0.0118047
0.0027327458,0.0028141737
-0.0131640835,0.004473686
0.0033863785,-0.014486551
0.01817287,9.071827e-05
-0.0010977228,0.021777987
0.0054665487,-0.005630493
-0.013266349,0.0010137558
-0.01093603,-0.014022052
0.0005853058,-0.010332584
0.0077167437,4.708767e-05
-0.011022834,0.0054633617
0.014647679,-0.00902921
0.0058172788,0.015789509
-0.00567801,0.0030466318
-0.019168079,-0.0041716695
-0.008345024,-0.02249676
-0.0028934043,-0.008486092
0.0038779022,-0.0049489737
0.02221501,0.0028146505
-0.010720905,0.016034842
0.0040912037,-0.010456204
0.0016718946,0.005342245
-0.010224502,0.0011333227
0.008957557,-0.011005759
-0.002364409,0.010496855
0.0036855382,-0.0022140145
0.006578068,-0.00032818317
-0.008208057,0.0040256977
0.024096267,-0.010210216
-0.0077693583,0.021273255
0.004383242,-0.0033589005
0.008202199,0.0055627823
0.0032487672,0.007978559
0.006763387,0.006386161
-0.007337817,0.0032945871
-0.019681193,-0.011420667
-0.012347568,-0.018103063
0.011094956,-0.00758034
0.0069027627,0.010014653
-0.0019227782,0.007612467
-0.0017077684,0.0031044483
0.00095305865,0.00029289722
-0.0027521693,0.0060920715
-0.006616541,0.0008444786
0.008020576,-0.0076810718
0.0020228704,0.010942459
-0.0024537286,0.00020301342
-0.005471727,-0.0011445284
0.0008773486,-0.003756702
0.0071987514,-0.0010313988
-0.008764637,0.007838964
-0.008504133,-0.00608021
0.0070348387,-0.0073384643
0.011946178,0.0050264597
-0.0021276674,0.011121035
0.0010085385,-0.0045745373
-0.015407178,0.0011376143
0.006752718,-0.012634754
-0.015404329,0.0038532019
-0.0042787716,-0.020608008
0.0032090228,-0.002550602
-0.009230256,0.0032930374
0.003609133,-0.01016438
-0.006432263,0.0021990538
0.0026472646,-0.007065892
0.009303387,0.00015735626
0.010901702,0.010462642
0.00066208025,0.011738062
-0.017062614,0.00121212
-0.0026295304,-0.017198801
-0.01704669,-0.0017671585
-0.007093784,-0.016572118
-0.0021552325,-0.010702848
0.011810991,-0.0028361082
-0.0090079075,0.0105679035
0.011716724,-0.008733511
-0.012629224,0.011670113
0.011949095,-0.011925936
0.008195552,0.012008071
-0.019267263,0.0098006725
0.0024868846,-0.016292393
0.0048513734,0.0023459196
0.0065338737,0.0041202307
0.0024186177,0.0060349703
0.009550115,-0.0011664629
0.004646556,0.009981751
0.012749355,0.0043227673
0.007468812,0.012633324
-0.007170682,0.009827495
0.001114877,-0.005915582
0.0009129367,0.0024051666
0.0030830188,7.677078e-05
0.0040176352,0.0030231476
0.001269734,0.0029258728
0.010226695,-0.0011366606
-0.00029543223,0.011388779
0.0052352906,-0.0042087436
1.3103272e-07,0.0029720068
0.0010715525,-0.000310421
-0.0031405648,-0.002343297
0.0033460977,-0.003256619
0.004946947,0.00066125393
-0.010128785,0.001965046
-0.006819042,-0.010171711
0.012248346,-0.0068282485
0.0067631407,0.015743494
-0.0014135281,0.008041143
-0.008771042,-0.0013625622
-0.008034082,-0.010782659
-0.0086130025,-0.008024275
0.013810079,-0.008574188
-0.0016835094,0.01650095
-0.0041791005,-0.0016537309
-0.0009318074,-0.001691997
-0.0031340602,-0.000908196
-0.0028664432,-0.0066152215
0.0013872744,-0.0002669096
-0.0124571165,0.0014408827
0.010937969,-0.010089219
0.004504486,0.012378097
-0.003046807,0.0034451485
-0.00843602,-0.0032586455
-0.0066009685,-0.0041897893
-0.00805078,-0.0069417357
-0.0016942302,-0.007732153
0.0049135447,-0.0010753274
-0.005031908,0.010031819
-0.005915487,-0.0015277863
0.004796831,-0.0040708184
0.029103687,0.0046584606
-0.007845859,0.021208644
-0.0014709553,-0.005920768
0.0074578924,0.0003105402
0.005419672,0.0027325153
-0.0007125736,0.005007863
0.004964737,0.0012760162
0.007504007,0.005595207
0.0017082215,0.0042797327
0.0130119845,-0.0068044066
-0.0008651416,0.01261735
-0.012843049,-0.00316602
-0.0008297364,-0.007150352
-0.0027146062,-0.0030055642
-0.006378925,-0.00014162064
0.00087677233,-0.006459594
0.0048211976,-0.0003771186
-3.4590652e-05,0.006288886
0.007730425,-0.002183497
0.0073220856,0.007968664
0.0013322632,0.008357525
-0.005584785,0.0003157854
-0.01101306,-0.0037720203
-0.0057282057,-0.010685146
0.0056792023,-0.0055238605
0.010354531,0.006210804
0.0040863357,0.009339452
0.0031779928,0.0025103092
-0.00074424356,0.0013890266
0.00068615284,0.0033112764
0.009125639,0.0022115707
0.0016763371,0.010599256
0.0070763193,0.0031266212
0.0029880404,0.0046766996
0.0053044637,7.1287155e-05
0.003956636,0.0052102804
0.007062527,0.00075769424
-0.0077054743,0.0023152828
0.007796189,-0.006683588
0.0024536015,0.005004406
0.002522592,0.002826929
-0.009810428,0.0020008087
-0.0019702634,-0.009771347
-0.0019604804,-0.001888454
0.012240756,-0.0042670965
-0.0022742709,0.011621237
-0.0036046945,-0.0044721365
