sk_td3_return,benchmark_return
-0.0011980559,0.002342105
-0.0041540824,0.00088620186
0.018907283,-0.0017704368
0.00077785074,0.016326785
0.014219458,0.00081539154
0.0061642793,0.012730122
0.006019872,0.0044841766
-0.0058762655,0.0070643425
0.0039387364,-0.005027294
-0.010765748,0.0005508661
-0.019680135,-0.008597314
-0.0033946184,-0.019080102
0.0026951267,-0.004658282
0.010798325,0.0018122196
-0.03148577,0.009783387
-0.006440996,-0.030289173
-0.009420097,-0.005712211
-0.009780172,-0.00959909
0.0022124383,-0.008821368
-0.0099561345,0.004633069
-0.0052759214,-0.010676503
0.014954058,-0.005528331
0.0053507853,0.01399827
0.013445582,0.0061187744
0.008117499,0.011870861
-0.041532632,0.007142067
0.0032180971,-0.03941679
-0.009790868,0.00096833706
-0.00478927,-0.005565107
0.0062575554,-0.004502356
-0.010195241,0.00639987
-0.017362965,-0.010104835
-0.005671745,-0.017014503
-0.015827361,-0.0035482645
-0.010363712,-0.01616764
-0.004553002,-0.011138737
0.01848287,-0.0042999387
-0.017420081,0.01883471
-0.018675962,-0.015433729
0.027994592,-0.017111719
0.027875582,0.026644588
-0.00044492996,0.027989268
-0.0098121,-0.0014002919
-0.023388859,-0.011459708
-0.003359533,-0.021056294
0.00065415626,-0.0032054186
-0.0017435496,0.0012433529
0.02729105,-0.0009692311
-0.016842559,0.028341174
0.022222627,-0.013445675
0.011116606,0.018592715
-0.0022286084,0.011196613
-0.002865728,-0.0032758117
0.022571195,-0.0029654503
0.012935708,0.024691105
0.015010111,0.013417721
-0.0007394467,0.010702372
0.0042441026,7.43866e-05
0.024753481,0.006098509
-0.0059438595,0.025864363
-0.003752688,-0.003921032
-0.019419443,-0.0024363995
-0.006193415,-0.015479028
0.012011609,-0.004557371
0.0114484755,0.012561083
0.010359457,0.013078332
-0.024003012,0.010169268
0.04612872,-0.019507587
0.0040253145,0.036951303
-0.0044339662,0.0009635687
0.0055622114,-0.0062569976
-0.0044160145,0.0016764402
0.0014318927,-0.0011637211
0.004913173,-0.00022375584
-0.00039003565,0.005943179
0.012179169,-0.0013456345
0.0049474384,0.0118047
0.0016488736,0.0028141737
-0.013570334,0.004473686
-0.0019951048,-0.014486551
0.026858672,9.071827e-05
-0.0032659648,0.021777987
0.0016971047,-0.005630493
-0.015337752,0.0010137558
-0.013469645,-0.014022052
-0.00071253034,-0.010332584
0.009191359,4.708767e-05
-0.00885744,0.0054633617
0.015608246,-0.00902921
0.005335577,0.015789509
-0.0056743925,0.0030466318
-0.022589875,-0.0041716695
-0.009284789,-0.02249676
-0.0074811494,-0.008486092
0.0029516888,-0.0049489737
0.016758291,0.0028146505
-0.012134418,0.016034842
0.005352563,-0.010456204
-0.002351514,0.005342245
-0.012060445,0.0011333227
0.013592238,-0.011005759
-0.002053113,0.010496855
0.00037815864,-0.0022140145
0.009376542,-0.00032818317
-0.009720519,0.0040256977
0.024870194,-0.010210216
-0.0017707353,0.021273255
0.006000689,-0.0033589005
0.008020292,0.0055627823
0.006079086,0.007978559
0.004664043,0.006386161
-0.004780057,0.0032945871
-0.017891381,-0.011420667
-0.008398762,-0.018103063
0.015838636,-0.00758034
0.00908372,0.010014653
0.0026317823,0.007612467
0.0005035857,0.0031044483
0.0041062217,0.00029289722
0.0031583067,0.0060920715
-0.009925522,0.0008444786
0.010516082,-0.0076810718
0.003780858,0.010942459
0.004376605,0.00020301342
-0.007733172,-0.0011445284
-0.0025577804,-0.003756702
0.008203872,-0.0010313988
-0.008438125,0.007838964
-0.0062654903,-0.00608021
0.0015666285,-0.0073384643
0.011415101,0.0050264597
-0.0012670822,0.011121035
0.001969082,-0.0045745373
-0.012177687,0.0011376143
0.0025225105,-0.012634754
-0.019293077,0.0038532019
-0.0015641483,-0.020608008
0.0068617766,-0.002550602
-0.010940825,0.0032930374
0.0029271806,-0.01016438
-0.0054864627,0.0021990538
-0.0017761948,-0.007065892
0.010608868,0.00015735626
0.012976815,0.010462642
0.0018470505,0.011738062
-0.014340002,0.00121212
-0.0008955216,-0.017198801
-0.015884096,-0.0017671585
-0.008421319,-0.016572118
-0.00017680232,-0.010702848
0.012541552,-0.0028361082
-0.005086471,0.0105679035
0.013074347,-0.008733511
-0.00990343,0.011670113
0.011710527,-0.011925936
0.009389836,0.012008071
-0.01664666,0.0098006725
0.003283056,-0.016292393
0.0044132867,0.0023459196
0.004913796,0.0041202307
-0.0013292526,0.0060349703
0.012515399,-0.0011664629
0.005152894,0.009981751
0.012767395,0.0043227673
0.00861661,0.012633324
-0.003957693,0.009827495
0.0015617723,-0.005915582
-0.0005258728,0.0024051666
0.0020004099,7.677078e-05
0.00046662876,0.0030231476
-0.0036611531,0.0029258728
0.013540879,-0.0011366606
-0.0036907895,0.011388779
0.0031946758,-0.0042087436
0.0008853611,0.0029720068
-0.00079901033,-0.000310421
-0.0058133397,-0.002343297
0.0027172875,-0.003256619
0.0019044399,0.00066125393
-0.0101076495,0.001965046
-0.00721278,-0.010171711
0.015775248,-0.0068282485
0.007613177,0.015743494
-0.0013222183,0.008041143
-0.010963923,-0.0013625622
-0.0074536297,-0.010782659
-0.007950803,-0.008024275
0.018139988,-0.008574188
0.00038246874,0.01650095
-0.0018437958,-0.0016537309
0.00047851267,-0.001691997
-0.0062917056,-0.000908196
-0.0013010316,-0.0066152215
0.001966909,-0.0002669096
-0.009632995,0.0014408827
0.011788208,-0.010089219
0.0071781925,0.012378097
-0.002832174,0.0034451485
-0.006207432,-0.0032586455
-0.006949339,-0.0041897893
-0.0061619324,-0.0069417357
0.0042558126,-0.007732153
0.008814206,-0.0010753274
-0.00031832134,0.010031819
-0.004581219,-0.0015277863
0.0076440955,-0.0040708184
0.018293891,0.0046584606
-0.004279435,0.021208644
-0.00043143326,-0.005920768
-0.00015668162,0.0003105402
0.0062234784,0.0027325153
0.0002767659,0.005007863
0.00642631,0.0012760162
0.004648634,0.005595207
-0.0006591304,0.0042797327
0.0120309945,-0.0068044066
-0.001513762,0.01261735
-0.006441162,-0.00316602
-0.0030530535,-0.007150352
0.0025563405,-0.0030055642
-0.0060863416,-0.00014162064
-0.0015436201,-0.006459594
0.0071513397,-0.0003771186
-0.0017381774,0.006288886
0.0064972336,-0.002183497
0.009987985,0.007968664
0.00028250727,0.008357525
-0.0020923298,0.0003157854
-0.010275285,-0.0037720203
-0.0055807275,-0.010685146
0.004019442,-0.0055238605
0.009197246,0.006210804
0.0032748724,0.009339452
0.0042110533,0.0025103092
-0.0017975615,0.0013890266
-0.00057425554,0.0033112764
0.0062770485,0.0022115707
0.005666073,0.010599256
0.001997624,0.0031266212
0.0013601615,0.0046766996
0.0037301218,7.1287155e-05
0.001974185,0.0052102804
0.0037852158,0.00075769424
-0.006067332,0.0023152828
0.0058197356,-0.006683588
0.0027023666,0.005004406
-0.00026751496,0.002826929
-0.010940394,0.0020008087
-0.0016540688,-0.009771347
-0.0009868572,-0.001888454
0.010943679,-0.0042670965
-0.0023569383,0.011621237
-0.005477609,-0.0044721365
0.0036207885,-0.005412221
