sk_td3_return,benchmark_return
-0.0030534875,0.002342105
-0.00504519,0.00088620186
0.021553764,-0.0017704368
0.0032472208,0.016326785
0.01580215,0.00081539154
0.0053972336,0.012730122
0.0053179935,0.0044841766
-0.0066213435,0.0070643425
0.0026931216,-0.005027294
-0.013048187,0.0005508661
-0.02102807,-0.008597314
-0.0032573745,-0.019080102
0.0029802911,-0.004658282
0.011753053,0.0018122196
-0.033431478,0.009783387
-0.008371754,-0.030289173
-0.0083753355,-0.005712211
-0.010832599,-0.00959909
-0.0016346904,-0.008821368
-0.010011329,0.004633069
-0.005962858,-0.010676503
0.015386143,-0.005528331
0.008620956,0.01399827
0.014770993,0.0061187744
0.010659029,0.011870861
-0.04157782,0.007142067
0.003538852,-0.03941679
-0.006806486,0.00096833706
-0.0053345296,-0.005565107
0.007318456,-0.004502356
-0.013355601,0.00639987
-0.017279943,-0.010104835
-0.008019868,-0.017014503
-0.016948247,-0.0035482645
-0.013095685,-0.01616764
-0.0033662808,-0.011138737
0.019704992,-0.0042999387
-0.017358249,0.01883471
-0.020698199,-0.015433729
0.027041066,-0.017111719
0.033393048,0.026644588
-0.0022585934,0.027989268
-0.011343755,-0.0014002919
-0.024399305,-0.011459708
-0.0053989952,-0.021056294
-0.0035343491,-0.0032054186
-0.00067140284,0.0012433529
0.028884303,-0.0009692311
-0.017699918,0.028341174
0.025286527,-0.013445675
0.013725838,0.018592715
-0.0028048025,0.011196613
-0.0018621398,-0.0032758117
0.02441432,-0.0029654503
0.010922685,0.024691105
0.016960394,0.013417721
-0.0020807157,0.010702372
0.0067090075,7.43866e-05
0.023874586,0.006098509
-0.00484241,0.025864363
-0.0018903376,-0.003921032
-0.01795648,-0.0024363995
-0.004209832,-0.015479028
0.017264416,-0.004557371
0.010347349,0.012561083
0.0087860655,0.013078332
-0.022901982,0.010169268
0.049647573,-0.019507587
0.0071190074,0.036951303
-0.0034439755,0.0009635687
0.0046547363,-0.0062569976
-0.0063591236,0.0016764402
-0.0025533875,-0.0011637211
0.004891336,-0.00022375584
0.00057813857,0.005943179
0.014474453,-0.0013456345
0.0070351367,0.0118047
0.0017906982,0.0028141737
-0.013395189,0.004473686
0.0010505847,-0.014486551
0.026757518,9.071827e-05
-0.005268806,0.021777987
0.00019987967,-0.005630493
-0.017377049,0.0010137558
-0.012835709,-0.014022052
-0.0003311402,-0.010332584
0.009691717,4.708767e-05
-0.007004434,0.0054633617
0.016950084,-0.00902921
0.007861484,0.015789509
-0.006670995,0.0030466318
-0.024347676,-0.0041716695
-0.010606657,-0.02249676
-0.0067557045,-0.008486092
0.0033232484,-0.0049489737
0.020218167,0.0028146505
-0.012985331,0.016034842
0.004883822,-0.010456204
-0.0032839999,0.005342245
-0.011072473,0.0011333227
0.013880075,-0.011005759
-0.0014572322,0.010496855
0.0023230333,-0.0022140145
0.010859651,-0.00032818317
-0.010998684,0.0040256977
0.023343522,-0.010210216
0.0007817174,0.021273255
0.006584322,-0.0033589005
0.007347421,0.0055627823
0.009060056,0.007978559
0.006566048,0.006386161
-0.009096678,0.0032945871
-0.01785944,-0.011420667
-0.008643664,-0.018103063
0.014640253,-0.00758034
0.013521398,0.010014653
0.0035495667,0.007612467
0.0020955144,0.0031044483
0.0050926884,0.00029289722
0.0068320506,0.0060920715
-0.008687171,0.0008444786
0.011088265,-0.0076810718
0.006386441,0.010942459
0.0018201602,0.00020301342
-0.004714304,-0.0011445284
-0.0011378429,-0.003756702
0.010022307,-0.0010313988
-0.004517961,0.007838964
-0.00583572,-0.00608021
-0.0006003573,-0.0073384643
0.012101575,0.0050264597
-0.00043103335,0.011121035
0.0016597023,-0.0045745373
-0.014604113,0.0011376143
0.0018430708,-0.012634754
-0.019937718,0.0038532019
-0.0010555543,-0.020608008
0.011524417,-0.002550602
-0.008521804,0.0032930374
0.0027827097,-0.01016438
-0.007069661,0.0021990538
-0.0014617788,-0.007065892
0.01281593,0.00015735626
0.012879119,0.010462642
0.00062229956,0.011738062
-0.015069976,0.00121212
-0.000106157226,-0.017198801
-0.019230299,-0.0017671585
-0.011973589,-0.016572118
-0.0070336224,-0.010702848
0.016940057,-0.0028361082
-0.01052496,0.0105679035
0.014781723,-0.008733511
-0.013824885,0.011670113
0.012075581,-0.011925936
0.0137043195,0.012008071
-0.016315449,0.0098006725
0.0026601024,-0.016292393
0.00047788734,0.0023459196
0.008171147,0.0041202307
-0.0027807085,0.0060349703
0.012131261,-0.0011664629
0.0039867223,0.009981751
0.01349861,0.0043227673
0.005598833,0.012633324
-0.0066762147,0.009827495
0.00047526468,-0.005915582
-0.0011968828,0.0024051666
0.005355183,7.677078e-05
0.0011831697,0.0030231476
-0.0029074703,0.0029258728
0.01104597,-0.0011366606
0.0018057467,0.011388779
0.004875597,-0.0042087436
0.0011504637,0.0029720068
0.0013483721,-0.000310421
-0.0053360346,-0.002343297
0.0033996988,-0.003256619
0.0006450475,0.00066125393
-0.012202928,0.001965046
-0.0053148004,-0.010171711
0.015276734,-0.0068282485
0.0087234415,0.015743494
0.0015745258,0.008041143
-0.011392063,-0.0013625622
-0.0071425335,-0.010782659
-0.011336199,-0.008024275
0.017987328,-0.008574188
0.001630623,0.01650095
-0.0031981713,-0.0016537309
-0.0007304869,-0.001691997
-0.0074351863,-0.000908196
-0.0026649898,-0.0066152215
0.0036134403,-0.0002669096
-0.007636243,0.0014408827
0.015033521,-0.010089219
0.008088595,0.012378097
-0.004683448,0.0034451485
-0.005824819,-0.0032586455
-0.008871536,-0.0041897893
-0.006814472,-0.0069417357
0.0136264935,-0.007732153
0.011259481,-0.0010753274
4.468632e-05,0.010031819
-0.0069946474,-0.0015277863
