sk_td3_return,benchmark_return
0.0038870382,0.002342105
-0.005917696,0.00088620186
0.021016436,-0.0017704368
0.006001579,0.016326785
0.016630482,0.00081539154
0.0065410133,0.012730122
0.009373738,0.0044841766
-0.00803148,0.0070643425
-0.000112130205,-0.005027294
-0.013325826,0.0005508661
-0.022291195,-0.008597314
-0.0059375847,-0.019080102
0.0042596883,-0.004658282
0.013061148,0.0018122196
-0.035157017,0.009783387
-0.0052533597,-0.030289173
-0.006758827,-0.005712211
-0.0080018295,-0.00959909
0.002461852,-0.008821368
-0.010921734,0.004633069
-0.0085689975,-0.010676503
0.02169605,-0.005528331
0.0053630346,0.01399827
0.012019112,0.0061187744
0.009451249,0.011870861
-0.042103138,0.007142067
-0.0012101411,-0.03941679
-0.0066501815,0.00096833706
-0.008352559,-0.005565107
0.008286902,-0.004502356
-0.012618464,0.00639987
-0.017545264,-0.010104835
-0.011868733,-0.017014503
-0.015960177,-0.0035482645
-0.013067225,-0.01616764
-0.0035406009,-0.011138737
0.023279928,-0.0042999387
-0.016375352,0.01883471
-0.025525684,-0.015433729
0.028816337,-0.017111719
0.031685695,0.026644588
-0.001558798,0.027989268
-0.011521331,-0.0014002919
-0.026741548,-0.011459708
-0.0043574427,-0.021056294
-0.0018193783,-0.0032054186
-0.0029093658,0.0012433529
0.02821063,-0.0009692311
-0.015339407,0.028341174
0.020994768,-0.013445675
0.012908311,0.018592715
-0.00512729,0.011196613
-0.0041085077,-0.0032758117
0.02269132,-0.0029654503
0.012966503,0.024691105
0.016335106,0.013417721
-0.0023610387,0.010702372
0.001468642,7.43866e-05
0.024345947,0.006098509
-0.0035393904,0.025864363
-0.0026115726,-0.003921032
-0.017443664,-0.0024363995
-0.006338422,-0.015479028
0.01650696,-0.004557371
0.012318098,0.012561083
0.008976485,0.013078332
-0.025386514,0.010169268
0.049426477,-0.019507587
0.010519834,0.036951303
-0.011249188,0.0009635687
0.0097248815,-0.0062569976
-0.0018593356,0.0016764402
-0.0028801467,-0.0011637211
0.006950168,-0.00022375584
0.0017886747,0.005943179
0.010558587,-0.0013456345
0.007073765,0.0118047
0.005256759,0.0028141737
-0.018469268,0.004473686
0.0010066992,-0.014486551
0.024756778,9.071827e-05
-0.0001034575,0.021777987
0.0062365085,-0.005630493
-0.014503556,0.0010137558
-0.012077401,-0.014022052
-0.0010855091,-0.010332584
0.006923455,4.708767e-05
-0.006357097,0.0054633617
0.018272474,-0.00902921
0.004872677,0.015789509
-0.008082243,0.0030466318
-0.02579809,-0.0041716695
-0.011458196,-0.02249676
-0.010114892,-0.008486092
0.0041982173,-0.0049489737
0.021757733,0.0028146505
-0.01111081,0.016034842
0.0045647393,-0.010456204
-0.0016650776,0.005342245
-0.012729088,0.0011333227
0.014680252,-0.011005759
-0.003646729,0.010496855
0.00634629,-0.0022140145
0.010065889,-0.00032818317
-0.014977867,0.0040256977
0.023087125,-0.010210216
-0.0011113108,0.021273255
0.0050946088,-0.0033589005
0.014524131,0.0055627823
0.007852133,0.007978559
0.0026469796,0.006386161
-0.012665842,0.0032945871
-0.016378105,-0.011420667
-0.0117486715,-0.018103063
0.016212452,-0.00758034
0.010022488,0.010014653
0.0010038187,0.007612467
-0.0009883818,0.0031044483
-0.0052530183,0.00029289722
0.009976023,0.0060920715
-0.0056799008,0.0008444786
0.016071036,-0.0076810718
0.0048928284,0.010942459
0.0047874916,0.00020301342
-0.007067435,-0.0011445284
-0.0026013395,-0.003756702
0.008249099,-0.0010313988
-0.004811199,0.007838964
-0.007821678,-0.00608021
0.0030068804,-0.0073384643
0.012237655,0.0050264597
-0.0033451493,0.011121035
0.0030865439,-0.0045745373
-0.016074406,0.0011376143
0.0012538604,-0.012634754
-0.023217145,0.0038532019
-0.0030878417,-0.020608008
0.0027325551,-0.002550602
-0.010788409,0.0032930374
0.0014158356,-0.01016438
-0.004720138,0.0021990538
-0.0037776812,-0.007065892
0.0074405135,0.00015735626
0.014577024,0.010462642
-0.0020226939,0.011738062
-0.017227592,0.00121212
-0.0015212166,-0.017198801
-0.01562867,-0.0017671585
-0.012133376,-0.016572118
-0.0072763553,-0.010702848
0.011211253,-0.0028361082
-0.008898756,0.0105679035
0.014352513,-0.008733511
-0.010151608,0.011670113
0.010044153,-0.011925936
0.012743006,0.012008071
-0.021559734,0.0098006725
0.00208041,-0.016292393
0.00054571574,0.0023459196
0.0083042765,0.0041202307
-0.004053643,0.0060349703
0.013182452,-0.0011664629
0.0041019465,0.009981751
0.0170956,0.0043227673
0.006043612,0.012633324
-0.007116019,0.009827495
-0.0009722309,-0.005915582
0.0008738056,0.0024051666
0.005248176,7.677078e-05
0.0039847344,0.0030231476
-0.0044087777,0.0029258728
0.0113262255,-0.0011366606
-0.009093862,0.011388779
0.006601542,-0.0042087436
0.0012914398,0.0029720068
0.0003919351,-0.000310421
-0.003037039,-0.002343297
0.0013141467,-0.003256619
0.0014424095,0.00066125393
-0.012146866,0.001965046
-0.0039310628,-0.010171711
0.01720177,-0.0068282485
0.009861076,0.015743494
-0.0042112605,0.008041143
-0.011925034,-0.0013625622
-0.0058448105,-0.010782659
-0.013008291,-0.008024275
0.017375013,-0.008574188
0.00038485118,0.01650095
-0.0011064532,-0.0016537309
-0.0041421787,-0.001691997
-0.0089087505,-0.000908196
-0.00158778,-0.0066152215
0.0021269126,-0.0002669096
-0.012454661,0.0014408827
0.016896067,-0.010089219
0.008096484,0.012378097
-0.007553172,0.0034451485
-0.0015158365,-0.0032586455
-0.010047393,-0.0041897893
-0.010595615,-0.0069417357
0.00023829646,-0.007732153
0.01151385,-0.0010753274
-0.0026327604,0.010031819
-0.0064192656,-0.0015277863
0.010046416,-0.0040708184
0.026517266,0.0046584606
-0.008418612,0.021208644
0.0038597765,-0.005920768
0.005144674,0.0003105402
0.003732473,0.0027325153
-0.00061240565,0.005007863
0.010070911,0.0012760162
0.004060584,0.005595207
-0.004694847,0.0042797327
0.010199736,-0.0068044066
-0.0042529865,0.01261735
-0.011970641,-0.00316602
-0.004336583,-0.007150352
-0.0027520393,-0.0030055642
-0.0043834345,-0.00014162064
0.0021208404,-0.006459594
0.007385657,-0.0003771186
-0.0034177199,0.006288886
0.010063205,-0.002183497
0.00641551,0.007968664
0.0010441493,0.008357525
-0.005886395,0.0003157854
-0.011718824,-0.0037720203
-0.0044914866,-0.010685146
0.0037165794,-0.0055238605
0.014557578,0.006210804
0.0010852695,0.009339452
0.0015429682,0.0025103092
0.0014348291,0.0013890266
0.00096887903,0.0033112764
0.010948212,0.0022115707
0.0010939499,0.010599256
0.0037000792,0.0031266212
-0.00041927234,0.0046766996
0.004499792,7.1287155e-05
0.002833805,0.0052102804
0.010110219,0.00075769424
-0.007108757,0.0023152828
0.0065644593,-0.006683588
0.005571555,0.005004406
-0.00049403735,0.002826929
-0.0129848905,0.0020008087
-0.0019499939,-0.009771347
-0.0021679113,-0.001888454
0.010406602,-0.0042670965
-0.0060804966,0.011621237
-0.00537487,-0.0044721365
0.004126888,-0.005412221
-0.0011563799,0.0015029907
-0.00011695296,0.002992034
-0.011414135,0.00074350834
-0.003640207,-0.010231197
-0.010351546,-0.0051693916
0.0020087755,-0.008367717
-0.0014143841,0.0007493496
-0.0037292351,-0.0010715127
0.0032237764,-0.0050738454
-0.013367049,0.005370617
0.006090989,-0.010836244
0.0100595765,0.0072574615
0.0092683965,0.0062037706
0.0011436081,0.008469105
-0.003640824,0.0010778904
0.002436471,-0.004824519
-0.005663741,0.0033351183
-0.0039665266,-0.0056186914
-0.00020930484,-0.0057380795
0.0010797464,0.001670599
0.003357352,0.0021988153
-0.0014048731,0.002519846
-0.0025698899,-0.00051152706
0.007928171,-0.0020336509
-0.0068687797,0.0095899105
-0.0044520935,-0.008275449
-0.0050283438,0.00017511845
-0.0027262613,-0.0030779243
-0.011283509,-0.0022264123
-0.005085869,-0.010756314
-0.00041690088,-0.0031282902
-0.011460342,0.0012671947
-0.0037236519,-0.0114094615
0.0024779574,-0.0020408034
0.00035267766,0.0034595728
-0.0032519435,-0.0047180653
-0.014637955,-0.002212882
0.006771878,-0.012890518
0.002544282,0.0038534403
0.007971306,-0.00030124187
0.0024110097,0.00869596
0.007112111,0.0058989525
0.0031644336,0.004006982
-0.007768163,0.001943469
-0.00131378,-0.0051392317
0.012668698,0.0011640787
0.0026361535,0.009333134
-0.011999833,0.00038576126
-0.011834977,-0.0097821355
-0.010472312,-0.0074530244
0.00023094774,-0.00858587
0.006549193,-0.0057617426
0.00035228254,0.0062232018
-0.0059053907,-0.0031818151
-0.009354778,-0.007616818
0.018025003,-0.011185586
0.011600404,0.015774488
0.00467981,0.0037629604
0.01826318,0.0067076683
0.011286364,0.016964912
-0.00067176553,0.0065675974
0.0037582363,0.0010139942
-0.00020192805,0.0016641617
-0.0015239902,-0.0011809468
0.00958835,-0.006458938
0.0014159518,0.011541367
0.017468924,0.0015975237
0.009374344,0.014264941
-0.002615321,0.0046948195
-0.0002928504,-0.0013072491
0.007758386,5.185604e-05
-0.0012712816,0.005830407
0.007908091,-0.0017851591
0.0038286576,0.0052651167
0.0002385232,0.0033203363
0.0014891867,-0.0016015768
0.0019800176,0.0023635626
0.011596336,0.00037956238
0.007903091,0.014689922
0.0033870293,0.008194804
-0.002567782,-0.0011327863
0.00041374523,-0.0022064447
0.0026762716,-0.0019413233
0.004987762,0.0017459393
0.0038855374,0.0036129951
0.0048039397,0.0043329
0.014473865,0.0047523975
0.005896389,0.014005661
0.0037161298,0.004262924
-0.00193899,0.0015251637
0.0061683566,2.3007393e-05
-0.014386393,0.006752372
0.009198153,-0.012671649
-0.0064289556,0.00869298
0.0035588036,-0.0004914403
0.0016848296,0.0042625666
0.0027549698,0.0029615164
-0.00034189274,0.0014228821
-0.0035158293,-0.0005452633
-0.010430386,0.0006766319
-0.00041661304,-0.0075526237
