sk_sac_return,benchmark_return
-0.0029924882,0.002342105
-0.003327547,0.00088620186
0.020339355,-0.0017704368
0.004352532,0.016326785
0.015928509,0.00081539154
0.004984319,0.012730122
0.0038710677,0.0044841766
-0.0055759405,0.0070643425
0.0019540342,-0.005027294
-0.011949243,0.0005508661
-0.022469567,-0.008597314
-0.0022081016,-0.019080102
0.0019530159,-0.004658282
0.01195751,0.0018122196
-0.036176745,0.009783387
-0.009846232,-0.030289173
-0.008976732,-0.005712211
-0.010358428,-0.00959909
0.00026266457,-0.008821368
-0.010978933,0.004633069
-0.007265031,-0.010676503
0.014773093,-0.005528331
0.005750796,0.01399827
0.016746627,0.0061187744
0.009038487,0.011870861
-0.041420445,0.007142067
0.0045769014,-0.03941679
-0.009709596,0.00096833706
-0.0035401431,-0.005565107
0.0070011197,-0.004502356
-0.011326232,0.00639987
-0.018102614,-0.010104835
-0.005723387,-0.017014503
-0.01575912,-0.0035482645
-0.012095476,-0.01616764
-0.0022941902,-0.011138737
0.017929327,-0.0042999387
-0.01599431,0.01883471
-0.020221323,-0.015433729
0.028098263,-0.017111719
0.031436365,0.026644588
4.0416e-05,0.027989268
-0.011281922,-0.0014002919
-0.025050623,-0.011459708
-0.004729608,-0.021056294
-0.00031509076,-0.0032054186
-0.0004498125,0.0012433529
0.033758033,-0.0009692311
-0.01789878,0.028341174
0.023354732,-0.013445675
0.011866081,0.018592715
-0.002024956,0.011196613
-0.0009855148,-0.0032758117
0.02450237,-0.0029654503
0.012012869,0.024691105
0.0141403815,0.013417721
0.0016361327,0.010702372
0.0029502225,7.43866e-05
0.0282717,0.006098509
-0.006129253,0.025864363
-0.002733122,-0.003921032
-0.021426382,-0.0024363995
-0.010005436,-0.015479028
0.017357098,-0.004557371
0.0108084185,0.012561083
0.010674636,0.013078332
-0.028134039,0.010169268
0.04919463,-0.019507587
0.009587058,0.036951303
-0.0022000852,0.0009635687
0.003964782,-0.0062569976
-0.0070322505,0.0016764402
-0.00023818048,-0.0011637211
0.002995901,-0.00022375584
0.0013519597,0.005943179
0.013751659,-0.0013456345
0.0047862823,0.0118047
9.345083e-05,0.0028141737
-0.016753249,0.004473686
0.0007843139,-0.014486551
0.027372105,9.071827e-05
-0.0021897657,0.021777987
