sk_sac_return,benchmark_return
0.0007387589,-0.0026112199
0.0002998222,0.002342105
-0.007143856,0.00088620186
0.021620821,-0.0017704368
0.00092029886,0.016326785
0.014290744,0.00081539154
0.0052552754,0.012730122
0.0062251505,0.0044841766
-0.0049984637,0.0070643425
0.0042628725,-0.005027294
-0.012425276,0.0005508661
-0.019483196,-0.008597314
-0.0044222185,-0.019080102
0.0027988576,-0.004658282
0.00899817,0.0018122196
-0.031734306,0.009783387
-0.007406343,-0.030289173
-0.007338213,-0.005712211
-0.0106862625,-0.00959909
0.005259387,-0.008821368
-0.008154795,0.004633069
-0.006236562,-0.010676503
0.016414043,-0.005528331
0.0057742693,0.01399827
0.0139208445,0.0061187744
0.009472116,0.011870861
-0.042916205,0.007142067
0.0021790978,-0.03941679
-0.010949232,0.00096833706
-0.0052884547,-0.005565107
0.007433339,-0.004502356
-0.013139136,0.00639987
-0.017801516,-0.010104835
-0.0042571346,-0.017014503
-0.014983065,-0.0035482645
-0.0092589995,-0.01616764
-0.004303947,-0.011138737
0.019160775,-0.0042999387
-0.018607926,0.01883471
-0.02141587,-0.015433729
0.02834389,-0.017111719
0.029098459,0.026644588
-0.0007205631,0.027989268
-0.009451375,-0.0014002919
-0.023209006,-0.011459708
-0.0035809488,-0.021056294
-0.0029208672,-0.0032054186
-0.00023609438,0.0012433529
0.02547759,-0.0009692311
-0.017923998,0.028341174
0.025574243,-0.013445675
0.014153994,0.018592715
-0.006377791,0.011196613
-0.0056324475,-0.0032758117
0.026912436,-0.0029654503
0.012882561,0.024691105
0.01701564,0.013417721
0.001539314,0.010702372
-0.00033071247,7.43866e-05
0.020422082,0.006098509
-0.0052847564,0.025864363
-0.0038885921,-0.003921032
-0.023517128,-0.0024363995
-0.009146999,-0.015479028
0.012019357,-0.004557371
0.009930778,0.012561083
0.007408495,0.013078332
-0.0196983,0.010169268
0.054811038,-0.019507587
0.007348108,0.036951303
-0.0047392505,0.0009635687
0.007210871,-0.0062569976
-0.005894955,0.0016764402
0.00020663033,-0.0011637211
0.0045271334,-0.00022375584
-0.002165082,0.005943179
0.014680831,-0.0013456345
0.005297643,0.0118047
0.0006847619,0.0028141737
-0.010613215,0.004473686
-0.0025397884,-0.014486551
0.027672706,9.071827e-05
-0.0054613114,0.021777987
0.0003138389,-0.005630493
-0.020340268,0.0010137558
-0.012286392,-0.014022052
-0.0013353886,-0.010332584
0.008871019,4.708767e-05
-0.00912553,0.0054633617
0.01375871,-0.00902921
0.00861671,0.015789509
-0.0070866393,0.0030466318
-0.023661071,-0.0041716695
-0.008856509,-0.02249676
-0.0075592827,-0.008486092
0.0018492426,-0.0049489737
0.020113876,0.0028146505
-0.009738054,0.016034842
0.005605179,-0.010456204
-0.0006551973,0.005342245
-0.011816913,0.0011333227
0.013573216,-0.011005759
-0.002213541,0.010496855
0.00064367236,-0.0022140145
0.007716588,-0.00032818317
-0.012088768,0.0040256977
0.024360588,-0.010210216
0.00052559294,0.021273255
0.0061747953,-0.0033589005
0.011139273,0.0055627823
0.0045359805,0.007978559
0.007439964,0.006386161
-0.009651071,0.0032945871
-0.018091276,-0.011420667
-0.009694566,-0.018103063
0.013079272,-0.00758034
0.00836487,0.010014653
0.0017460146,0.007612467
0.0005345348,0.0031044483
0.0036766364,0.00029289722
0.0013141577,0.0060920715
-0.005931091,0.0008444786
