sk_sac_return,benchmark_return
0.0014251281,-0.0026112199
-0.0035736845,0.002342105
-0.0024320001,0.00088620186
0.020462634,-0.0017704368
0.0023065323,0.016326785
0.01645211,0.00081539154
0.0065667327,0.012730122
0.0036466643,0.0044841766
-0.0051582237,0.0070643425
0.0009697711,-0.005027294
-0.010667851,0.0005508661
-0.02091741,-0.008597314
-0.0037761733,-0.019080102
0.0022039926,-0.004658282
0.009699177,0.0018122196
-0.03166337,0.009783387
-0.009029084,-0.030289173
-0.009350174,-0.005712211
-0.010359059,-0.00959909
-7.6303266e-05,-0.008821368
-0.010343809,0.004633069
-0.0057795923,-0.010676503
0.014104268,-0.005528331
0.0068124053,0.01399827
0.015309798,0.0061187744
0.008902261,0.011870861
-0.04039503,0.007142067
0.003201941,-0.03941679
-0.010325117,0.00096833706
-0.0025866802,-0.005565107
0.0067467606,-0.004502356
-0.011363123,0.00639987
-0.018349273,-0.010104835
-0.004623232,-0.017014503
-0.01455566,-0.0035482645
-0.011179939,-0.01616764
-0.0046196827,-0.011138737
0.016681312,-0.0042999387
-0.016636848,0.01883471
-0.01701743,-0.015433729
0.028487075,-0.017111719
0.029124483,0.026644588
-0.0023292464,0.027989268
-0.011965821,-0.0014002919
-0.024790997,-0.011459708
-0.005074741,-0.021056294
-0.0022175312,-0.0032054186
-0.00034906255,0.0012433529
0.03090943,-0.0009692311
-0.017285638,0.028341174
0.024961358,-0.013445675
0.01253323,0.018592715
-0.0038499467,0.011196613
-0.0011549374,-0.0032758117
0.020146513,-0.0029654503
0.013918906,0.024691105
0.015636854,0.013417721
-0.003299519,0.010702372
0.005625106,7.43866e-05
0.028902344,0.006098509
-0.0071323803,0.025864363
-0.0029389022,-0.003921032
-0.019770537,-0.0024363995
-0.008894146,-0.015479028
0.013629902,-0.004557371
0.011843433,0.012561083
0.011636485,0.013078332
-0.02424946,0.010169268
0.04627289,-0.019507587
0.005134131,0.036951303
-0.002669828,0.0009635687
0.0010570292,-0.0062569976
-0.005076426,0.0016764402
-0.0009092262,-0.0011637211
0.0042744526,-0.00022375584
0.0028497989,0.005943179
0.01314804,-0.0013456345
0.0049555805,0.0118047
8.733588e-05,0.0028141737
-0.014245167,0.004473686
-0.0006600441,-0.014486551
0.028113112,9.071827e-05
-0.0054129865,0.021777987
-0.0008950525,-0.005630493
-0.017958747,0.0010137558
-0.010940202,-0.014022052
-0.00015814828,-0.010332584
0.00888287,4.708767e-05
-0.0070188856,0.0054633617
0.015166456,-0.00902921
0.0060574035,0.015789509
-0.0063072913,0.0030466318
-0.023305371,-0.0041716695
-0.010950494,-0.02249676
-0.0070562423,-0.008486092
0.0032182122,-0.0049489737
0.014347025,0.0028146505
-0.012006171,0.016034842
0.0049437345,-0.010456204
-0.0026709621,0.005342245
-0.012018371,0.0011333227
0.0150155015,-0.011005759
-0.0017003238,0.010496855
-0.00021399654,-0.0022140145
0.009721921,-0.00032818317
-0.009251207,0.0040256977
0.023968013,-0.010210216
-0.00012582219,0.021273255
0.00736173,-0.0033589005
0.004933984,0.0055627823
0.0076350705,0.007978559
0.006618526,0.006386161
-0.0027533486,0.0032945871
-0.019929338,-0.011420667
-0.008778558,-0.018103063
0.018631019,-0.00758034
0.011533387,0.010014653
0.0041921064,0.007612467
0.0012047158,0.0031044483
0.0047886097,0.00029289722
0.006397651,0.0060920715
-0.008341155,0.0008444786
0.008222176,-0.0076810718
0.004410689,0.010942459
0.0053397124,0.00020301342
-0.0032998607,-0.0011445284
-0.0009949369,-0.003756702
0.009547767,-0.0010313988
-0.006174332,0.007838964
-0.005590393,-0.00608021
-0.0010097707,-0.0073384643
0.012613597,0.0050264597
-0.0010252297,0.011121035
0.0016591565,-0.0045745373
-0.01480016,0.0011376143
0.0024457858,-0.012634754
-0.019215526,0.0038532019
-0.000781222,-0.020608008
0.0096648,-0.002550602
-0.008106817,0.0032930374
0.0032932656,-0.01016438
-0.004798903,0.0021990538
-0.0013259551,-0.007065892
0.013001196,0.00015735626
0.010791759,0.010462642
0.0024504245,0.011738062
-0.01451871,0.00121212
-0.0010069305,-0.017198801
-0.01918199,-0.0017671585
-0.009560231,-0.016572118
-0.0021126484,-0.010702848
