sk_sac_return,benchmark_return
0.0009110561,-0.0026112199
-0.0012765302,0.002342105
-0.0040512932,0.00088620186
0.019182667,-0.0017704368
0.0013707005,0.016326785
0.0141921975,0.00081539154
0.0048388587,0.012730122
0.0060161734,0.0044841766
-0.0067636184,0.0070643425
0.0021050351,-0.005027294
-0.011263342,0.0005508661
-0.020048989,-0.008597314
-0.0034693098,-0.019080102
0.00238088,-0.004658282
0.011726017,0.0018122196
-0.033152137,0.009783387
-0.0068644634,-0.030289173
-0.009057218,-0.005712211
-0.010431594,-0.00959909
0.0014292824,-0.008821368
-0.010556564,0.004633069
-0.0066316146,-0.010676503
0.016129795,-0.005528331
0.0059526963,0.01399827
0.0143699935,0.0061187744
0.00907991,0.011870861
-0.04139428,0.007142067
0.0020203195,-0.03941679
-0.007815093,0.00096833706
-0.005233463,-0.005565107
0.0069175432,-0.004502356
-0.0121606635,0.00639987
-0.018411158,-0.010104835
-0.006316812,-0.017014503
-0.016249262,-0.0035482645
-0.011473939,-0.01616764
-0.00353255,-0.011138737
0.019456137,-0.0042999387
-0.017815532,0.01883471
-0.021371335,-0.015433729
0.027881794,-0.017111719
0.030161066,0.026644588
-0.0013061679,0.027989268
-0.0118263895,-0.0014002919
-0.024197055,-0.011459708
-0.003374392,-0.021056294
-0.00018780908,-0.0032054186
-0.00096841826,0.0012433529
0.027242655,-0.0009692311
-0.016222164,0.028341174
0.022998005,-0.013445675
0.011971127,0.018592715
-0.0027971917,0.011196613
-0.0029574528,-0.0032758117
0.021309176,-0.0029654503
0.012764021,0.024691105
0.014479539,0.013417721
-0.0018762423,0.010702372
0.0038200885,7.43866e-05
0.023280239,0.006098509
-0.0055315685,0.025864363
-0.0036802492,-0.003921032
-0.01726797,-0.0024363995
-0.004769854,-0.015479028
0.016012872,-0.004557371
0.009827602,0.012561083
0.01006149,0.013078332
-0.019748973,0.010169268
0.047522616,-0.019507587
0.0063940836,0.036951303
-0.0052003777,0.0009635687
0.0032051322,-0.0062569976
-0.004671952,0.0016764402
7.059415e-05,-0.0011637211
0.0050396235,-0.00022375584
-0.0010943566,0.005943179
0.012737933,-0.0013456345
0.004401488,0.0118047
0.002224449,0.0028141737
-0.014181564,0.004473686
0.000991243,-0.014486551
0.025139483,9.071827e-05
-0.0043046274,0.021777987
0.0019659298,-0.005630493
-0.015739348,0.0010137558
-0.011528309,-0.014022052
0.00045425896,-0.010332584
0.008547543,4.708767e-05
-0.007876812,0.0054633617
0.01605595,-0.00902921
0.005708961,0.015789509
-0.00610128,0.0030466318
-0.02292209,-0.0041716695
-0.009405297,-0.02249676
-0.0065994193,-0.008486092
0.0030672331,-0.0049489737
0.02087924,0.0028146505
-0.011907155,0.016034842
0.004926919,-0.010456204
-0.000750708,0.005342245
-0.011744094,0.0011333227
0.0132992435,-0.011005759
-0.0019148596,0.010496855
0.0028418263,-0.0022140145
0.009376833,-0.00032818317
-0.01023308,0.0040256977
0.024674246,-0.010210216
-0.0019208051,0.021273255
0.0069172033,-0.0033589005
0.008442416,0.0055627823
0.006460229,0.007978559
0.0058234343,0.006386161
-0.010232382,0.0032945871
-0.018409647,-0.011420667
-0.0099161975,-0.018103063
0.0138825495,-0.00758034
0.008997989,0.010014653
0.0023153457,0.007612467
-0.00026003591,0.0031044483
0.003231378,0.00029289722
0.006055182,0.0060920715
-0.008196302,0.0008444786
0.011917761,-0.0076810718
0.0032999576,0.010942459
0.0041174144,0.00020301342
-0.007856213,-0.0011445284
-0.0022318796,-0.003756702
0.0073995264,-0.0010313988
-0.007564198,0.007838964
-0.007590442,-0.00608021
0.0022929334,-0.0073384643
0.01210484,0.0050264597
-0.0021005718,0.011121035
0.0021553028,-0.0045745373
-0.013612238,0.0011376143
0.0032236553,-0.012634754
-0.020494515,0.0038532019
-0.00089150894,-0.020608008
0.006051196,-0.002550602
-0.010256671,0.0032930374
0.002802172,-0.01016438
-0.0050309487,0.0021990538
-0.0009263332,-0.007065892
0.009369706,0.00015735626
0.012579147,0.010462642
-0.00022990834,0.011738062
-0.0149570815,0.00121212
-0.0011009432,-0.017198801
-0.017217008,-0.0017671585
-0.008176294,-0.016572118
-0.0031966912,-0.010702848
0.012794897,-0.0028361082
-0.008190365,0.0105679035
0.0141476765,-0.008733511
-0.012067679,0.011670113
0.0120848585,-0.011925936
0.011564819,0.012008071
-0.018459754,0.0098006725
0.0017460658,-0.016292393
0.0032144284,0.0023459196
0.005759538,0.0041202307
-0.0015956843,0.0060349703
0.013047536,-0.0011664629
0.004094025,0.009981751
0.012866974,0.0043227673
0.006420214,0.012633324
-0.0047039697,0.009827495
-4.5700785e-05,-0.005915582
-0.0006482551,0.0024051666
0.003610988,7.677078e-05
0.0015647068,0.0030231476
-0.0033355358,0.0029258728
0.012182573,-0.0011366606
-0.0028338204,0.011388779
0.0044512525,-0.0042087436
0.00037758035,0.0029720068
0.0019560915,-0.000310421
-0.0067396183,-0.002343297
0.003283469,-0.003256619
0.0009424284,0.00066125393
-0.010908309,0.001965046
-0.0060638036,-0.010171711
0.017562479,-0.0068282485
0.006135254,0.015743494
-0.0015777487,0.008041143
-0.01127621,-0.0013625622
-0.0069045457,-0.010782659
-0.009271023,-0.008024275
0.017018627,-0.008574188
-0.0005179074,0.01650095
-0.0020207143,-0.0016537309
5.0882838e-05,-0.001691997
-0.0042592776,-0.000908196
-0.0020592636,-0.0066152215
0.0022482658,-0.0002669096
-0.009360595,0.0014408827
0.013527699,-0.010089219
0.0070129284,0.012378097
-0.0039949864,0.0034451485
-0.005454958,-0.0032586455
-0.007029204,-0.0041897893
-0.008229031,-0.0069417357
0.0035872452,-0.007732153
0.010276167,-0.0010753274
-0.0001710983,0.010031819
-0.0062653576,-0.0015277863
0.0077064014,-0.0040708184
0.021564767,0.0046584606
-0.0065427436,0.021208644
0.0013509657,-0.005920768
0.0021822955,0.0003105402
0.005571711,0.0027325153
0.00043499738,0.005007863
0.0064334143,0.0012760162
0.005114136,0.005595207
-0.00019818686,0.0042797327
0.011281914,-0.0068044066
-0.0011693327,0.01261735
-0.008559409,-0.00316602
-0.0032731732,-0.007150352
0.0008228565,-0.0030055642
-0.0063319304,-0.00014162064
-0.0004915845,-0.006459594
0.0070789843,-0.0003771186
-0.0024465334,0.006288886
0.007665103,-0.002183497
0.008359882,0.007968664
0.0007119307,0.008357525
-0.003227309,0.0003157854
-0.011665956,-0.0037720203
-0.0040425765,-0.010685146
0.0029560954,-0.0055238605
0.01120519,0.006210804
0.002458446,0.009339452
0.0039363834,0.0025103092
-0.0014245951,0.0013890266
-0.00039415574,0.0033112764
0.008323124,0.0022115707
0.005534449,0.010599256
0.00261788,0.0031266212
2.8277263e-05,0.0046766996
0.003813074,7.1287155e-05
0.002440852,0.0052102804
0.005899941,0.00075769424
-0.0077156024,0.0023152828
0.0070026536,-0.006683588
0.0029241291,0.005004406
-0.00079129,0.002826929
-0.0109811695,0.0020008087
-0.0019140929,-0.009771347
-0.00024415925,-0.001888454
0.010896429,-0.0042670965
-0.004616872,0.011621237
-0.0058135604,-0.0044721365
0.0018789736,-0.005412221
0.001919587,0.0015029907
