sk_sac_return,benchmark_return
-0.0010124701,-0.0026112199
-0.0019144958,0.002342105
-0.0034648166,0.00088620186
0.021565765,-0.0017704368
0.0013851877,0.016326785
0.016029643,0.00081539154
0.0049000275,0.012730122
0.0072195954,0.0044841766
-0.0072894203,0.0070643425
0.004666999,-0.005027294
-0.013006916,0.0005508661
-0.021484766,-0.008597314
-0.003476906,-0.019080102
0.0022960752,-0.004658282
0.013436805,0.0018122196
-0.035300396,0.009783387
-0.007021201,-0.030289173
-0.008903471,-0.005712211
-0.009274262,-0.00959909
0.0011223811,-0.008821368
-0.010824403,0.004633069
-0.007381713,-0.010676503
0.017952343,-0.005528331
0.0064621526,0.01399827
0.013048446,0.0061187744
0.009910415,0.011870861
-0.043868683,0.007142067
0.0012662498,-0.03941679
-0.007814577,0.00096833706
-0.005074798,-0.005565107
0.0067348345,-0.004502356
-0.011632447,0.00639987
-0.016518725,-0.010104835
-0.009905125,-0.017014503
-0.015642196,-0.0035482645
-0.010375768,-0.01616764
-0.0033805857,-0.011138737
0.021133233,-0.0042999387
-0.017797813,0.01883471
-0.01696106,-0.015433729
0.027822278,-0.017111719
0.030652447,0.026644588
-0.002759752,0.027989268
-0.010461609,-0.0014002919
-0.027328989,-0.011459708
-0.0039420957,-0.021056294
-0.0014333058,-0.0032054186
-0.0023173417,0.0012433529
0.027381735,-0.0009692311
-0.019002296,0.028341174
0.025065191,-0.013445675
0.012915412,0.018592715
-0.0029379488,0.011196613
-0.004309982,-0.0032758117
0.025361776,-0.0029654503
0.013266154,0.024691105
0.014651917,0.013417721
-0.0056427694,0.010702372
0.0036134813,7.43866e-05
0.021111468,0.006098509
-0.005256205,0.025864363
-0.0052653444,-0.003921032
-0.018334853,-0.0024363995
-0.004899206,-0.015479028
0.015679676,-0.004557371
0.010493655,0.012561083
0.0078071994,0.013078332
-0.022924453,0.010169268
0.051014114,-0.019507587
0.005886488,0.036951303
-0.007600074,0.0009635687
0.007016263,-0.0062569976
-0.004738155,0.0016764402
3.1116495e-05,-0.0011637211
0.005421346,-0.00022375584
0.00067612465,0.005943179
0.012359016,-0.0013456345
0.0063485084,0.0118047
0.0017541476,0.0028141737
-0.014321342,0.004473686
-0.0010833911,-0.014486551
0.02628305,9.071827e-05
-0.0012965848,0.021777987
0.0011627476,-0.005630493
-0.014790834,0.0010137558
-0.014107774,-0.014022052
-0.0005611849,-0.010332584
0.010234199,4.708767e-05
-0.008341447,0.0054633617
0.016873362,-0.00902921
0.007783094,0.015789509
-0.0075272466,0.0030466318
-0.02349472,-0.0041716695
-0.010314644,-0.02249676
-0.008251949,-0.008486092
0.002806268,-0.0049489737
0.016650183,0.0028146505
-0.01539222,0.016034842
0.0050158184,-0.010456204
-0.0056853266,0.005342245
-0.011338048,0.0011333227
0.014400054,-0.011005759
-0.0027052548,0.010496855
0.0033259015,-0.0022140145
0.007036934,-0.00032818317
-0.013831851,0.0040256977
0.02464355,-0.010210216
-0.00016418012,0.021273255
0.006864932,-0.0033589005
0.01293679,0.0055627823
0.0063698026,0.007978559
0.0063650515,0.006386161
-0.0093893185,0.0032945871
-0.017031815,-0.011420667
-0.012234996,-0.018103063
0.016661564,-0.00758034
0.012240654,0.010014653
0.0023839974,0.007612467
0.00045357092,0.0031044483
0.0032789318,0.00029289722
0.007273463,0.0060920715
-0.011086953,0.0008444786
0.013663245,-0.0076810718
0.006550103,0.010942459
0.0095470175,0.00020301342
-0.01141227,-0.0011445284
-0.002540916,-0.003756702
0.009375292,-0.0010313988
-0.0072627375,0.007838964
-0.008174474,-0.00608021
0.0015620927,-0.0073384643
0.012548118,0.0050264597
-0.0009665205,0.011121035
0.0027747576,-0.0045745373
-0.011687458,0.0011376143
0.0013731897,-0.012634754
-0.02090995,0.0038532019
-0.0015430362,-0.020608008
0.008856614,-0.002550602
-0.010880118,0.0032930374
0.0025995083,-0.01016438
-0.005619901,0.0021990538
-0.004099511,-0.007065892
0.008399463,0.00015735626
0.014721016,0.010462642
-0.0006692347,0.011738062
-0.015090003,0.00121212
0.00039963424,-0.017198801
-0.016317574,-0.0017671585
-0.010650774,-0.016572118
-0.003222756,-0.010702848
0.01402875,-0.0028361082
-0.0061369264,0.0105679035
0.016334977,-0.008733511
-0.010693065,0.011670113
0.010264043,-0.011925936
0.010358919,0.012008071
-0.017469343,0.0098006725
0.0028127285,-0.016292393
0.0020431094,0.0023459196
0.005933508,0.0041202307
-0.0029576481,0.0060349703
0.01370102,-0.0011664629
0.0059727826,0.009981751
0.014560819,0.0043227673
0.005927645,0.012633324
-0.0065448764,0.009827495
